Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,96.601691,[13 75] ; [111  25],[48.71428571 39.28571429] ; [75.28571429 60.71428571],1
s6,1,0.0,38.697584,[42 44] ; [117  17],[62.15454545 23.84545455] ; [96.84545455 37.15454545],1
s7,1,0.0,29.903729,[26 59] ; [88 40],[45.49295775 39.50704225] ; [68.50704225 59.49295775],1
s8,1,2e-06,22.960274,[24 65] ; [81 55],[41.53333333 47.46666667] ; [63.46666667 72.53333333],1
s5,1,0.001666,9.884913,[20 65] ; [58 72],[30.8372093 54.1627907] ; [47.1627907 82.8372093],0
s4,1,0.011214,6.431061,[13 74] ; [40 94],[20.86425339 66.13574661] ; [ 32.13574661 101.86425339],0
r1,1,0.014534,5.97209,[59 30] ; [109  26],[66.75 22.25] ; [101.25  33.75],0
a2,1,0.020663,5.354995,[10 79] ; [ 32 104],[16.61333333 72.38666667] ; [ 25.38666667 110.61333333],0
n5,1,0.020844,5.339819,[60 28] ; [111  25],[67.17857143 20.82142857] ; [103.82142857  32.17857143],0
p5,1,0.030473,4.682406,[ 8 81] ; [ 26 106],[13.69230769 75.30769231] ; [ 20.30769231 111.69230769],0
d2,1,0.065027,3.404299,[34 55] ; [69 67],[40.74222222 48.25777778] ; [62.25777778 73.74222222],0
d3,1,0.082659,3.011831,[55 34] ; [99 37],[60.91555556 28.08444444] ; [93.08444444 42.91555556],0
p12,1,0.095591,2.7776,[ 2 87] ; [ 10 126],[ 4.74666667 84.25333333] ; [  7.25333333 128.74666667],0
u1,1,0.11826,2.440215,[ 9 80] ; [ 24 112],[13.05333333 75.94666667] ; [ 19.94666667 116.05333333],0
a3,1,0.12395,2.366691,[52 36] ; [94 42],[57.35714286 30.64285714] ; [88.64285714 47.35714286],0
n4,1,0.134493,2.239867,[65 24] ; [110  25],[69.53125 19.46875] ; [105.46875  29.53125],0
d1,1,0.135214,2.231597,[44 45] ; [81 55],[49.44444444 39.55555556] ; [75.55555556 60.44444444],0
r4,1,0.151034,2.061772,[74 15] ; [122  14],[77.52888889 11.47111111] ; [118.47111111  17.52888889],0
b4,1,0.174721,1.841963,[54 35] ; [70 66],[49.04888889 39.95111111] ; [74.95111111 61.04888889],0
v4,1,0.176187,1.829493,[83  6] ; [132   4],[85.04444444  3.95555556] ; [129.95555556   6.04444444],0
b1,1,0.178216,1.812441,[37 52] ; [69 67],[41.92888889 47.07111111] ; [64.07111111 71.92888889],0
a1,1,0.195742,1.673865,[ 2 87] ; [  8 128],[ 3.95555556 85.04444444] ; [  6.04444444 129.95555556],0
p7,1,0.235184,1.40923,[58 30] ; [99 36],[61.95515695 26.04484305] ; [95.04484305 39.95515695],0
r3,1,0.265087,1.241993,[81  8] ; [128   7],[83.04017857  5.95982143] ; [125.95982143   9.04017857],0
n3,1,0.278237,1.175683,[11  9] ; [19  8],[12.76595745  7.23404255] ; [17.23404255  9.76595745],0
a4,1,0.28234,1.155791,[37 52] ; [66 69],[40.92410714 48.07589286] ; [62.07589286 72.92410714],0
n1,1,0.3017,1.066667,[ 7 14] ; [13 14],[ 8.75 12.25] ; [11.25 15.75],0
p1,1,0.329925,0.949191,[ 8 81] ; [ 18 118],[10.28444444 78.71555556] ; [ 15.71555556 120.28444444],0
p3,1,0.332416,0.939463,[53 36] ; [89 46],[56.41964286 32.58035714] ; [85.58035714 49.41964286],0
n2,1,0.341822,0.903587,[12  9] ; [19  8],[13.5625  7.4375] ; [17.4375  9.5625],0
b5,1,0.476727,0.50634,[54 35] ; [76 60],[51.42222222 37.57777778] ; [78.57777778 57.42222222],0
a7,1,0.497712,0.459811,[64 25] ; [92 44],[61.70666667 27.29333333] ; [94.29333333 41.70666667],0
v3,1,0.545968,0.364591,[15 73] ; [ 27 106],[16.7239819 71.2760181] ; [ 25.2760181 107.7239819],0
b2,1,0.592694,0.286157,[21 32] ; [32 59],[19.50694444 33.49305556] ; [33.49305556 57.50694444],0
b3,1,0.592694,0.286157,[21 32] ; [32 59],[19.50694444 33.49305556] ; [33.49305556 57.50694444],0
p8,1,0.594357,0.283591,[54 34] ; [78 57],[52.0896861 35.9103139] ; [79.9103139 55.0896861],0
p11,1,0.643458,0.214248,[67 22] ; [106  30],[68.43111111 20.56888889] ; [104.56888889  31.43111111],0
a8,1,0.666508,0.185714,[ 9 71] ; [ 17 111],[10. 70.] ; [ 16. 112.],0
u2,1,0.690147,0.158926,[20 17] ; [24 17],[20.87179487 16.12820513] ; [23.12820513 17.87179487],0
p9,1,0.707486,0.140801,[75 14] ; [112  24],[73.96888889 15.03111111] ; [113.03111111  22.96888889],0
d5,1,0.721443,0.127114,[71 18] ; [105  30],[69.92857143 19.07142857] ; [106.07142857  28.92857143],0
a6,1,0.741179,0.109093,[55 34] ; [87 49],[56.16888889 32.83111111] ; [85.83111111 50.16888889],0
s1,1,0.756406,0.096226,[ 5 83] ; [  9 125],[ 5.54954955 82.45045045] ; [  8.45045045 125.54954955],0
v1,1,0.781138,0.077193,[37 51] ; [58 74],[38. 50.] ; [57. 75.],0
r2,1,0.818271,0.052794,[80  8] ; [123  11],[80.46846847  7.53153153] ; [122.53153153  11.46846847],0
d4,1,0.821163,0.051098,[71 18] ; [106  29],[70.32589286 18.67410714] ; [106.67410714  28.32589286],0
p2,1,0.868885,0.02725,[77 11] ; [120  16],[77.39285714 10.60714286] ; [119.60714286  16.39285714],0
a5,1,0.882015,0.022027,[62 27] ; [96 40],[62.49777778 26.50222222] ; [95.50222222 40.49777778],0
p10,1,0.902037,0.015151,[71 17] ; [109  25],[71.35135135 16.64864865] ; [108.64864865  25.35135135],0
p6,1,0.922043,0.009577,[42 46] ; [64 72],[41.64285714 46.35714286] ; [64.35714286 71.64285714],0
n6,1,0.943598,0.005005,[76 12] ; [117  19],[75.82142857 12.17857143] ; [117.17857143  18.82142857],0
u3,1,0.965571,0.001863,[23 13] ; [26 15],[22.90909091 13.09090909] ; [26.09090909 14.90909091],0
