Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.000617,11.724725,[46 35] ; [ 89 163],[32.83783784 48.16216216] ; [102.16216216 149.83783784],1
p2,1,0.000817,11.202116,[66 15] ; [155  98],[53.59580838 27.40419162] ; [167.40419162  85.59580838],1
p5,1,0.003274,8.648323,[10 71] ; [  9 241],[ 4.64954683 76.35045317] ; [ 14.35045317 235.64954683],0
p9,1,0.005159,7.822828,[70 11] ; [175  72],[60.50304878 20.49695122] ; [184.49695122  62.50304878],0
p3,1,0.008655,6.892701,[35 45] ; [ 71 182],[25.46546547 54.53453453] ; [ 80.53453453 172.46546547],0
p1,1,0.010958,6.472093,[13 68] ; [ 17 235],[ 7.2972973 73.7027027] ; [ 22.7027027 229.2972973],0
p10,1,0.015986,5.804367,[64 17] ; [161  88],[55.22727273 25.77272727] ; [169.77272727  79.22727273],0
p6,1,0.03272,4.560394,[18 62] ; [ 32 220],[12.04819277 67.95180723] ; [ 37.95180723 214.04819277],0
r4,1,0.056136,3.648017,[75  6] ; [213  40],[69.84431138 11.15568862] ; [218.15568862  34.84431138],0
v1,1,0.057913,3.596179,[43 36] ; [103 141],[35.70897833 43.29102167] ; [110.29102167 133.70897833],0
a5,1,0.081407,3.036589,[63 18] ; [171  82],[56.74850299 24.25149701] ; [177.25149701  75.74850299],0
s4,1,0.089843,2.877188,[ 8 72] ; [ 45 205],[12.84848485 67.15151515] ; [ 40.15151515 209.84848485],0
a1,1,0.103962,2.643692,[ 1 80] ; [ 14 239],[ 3.63772455 77.36227545] ; [ 11.36227545 241.63772455],0
n3,1,0.107345,2.592875,[9 9] ; [62 27],[11.94392523  6.05607477] ; [59.05607477 29.94392523],0
b1,1,0.122851,2.380594,[24 57] ; [ 99 154],[29.82934132 51.17065868] ; [ 93.17065868 159.82934132],0
a7,1,0.137921,2.201001,[62 19] ; [171  81],[56.67567568 24.32432432] ; [176.32432432  75.67567568],0
n1,1,0.155581,2.016661,[11  7] ; [39 52],[8.25688073 9.74311927] ; [41.74311927 49.25688073],0
b5,1,0.192846,1.695741,[46 35] ; [164  89],[50.92814371 30.07185629] ; [159.07185629  93.92814371],0
s7,1,0.203767,1.615168,[34 44] ; [ 85 154],[29.2807571 48.7192429] ; [ 89.7192429 149.2807571],0
v4,1,0.22958,1.443463,[77  4] ; [229  23],[74.43243243  6.56756757] ; [231.56756757  20.43243243],0
n6,1,0.237321,1.396439,[66 15] ; [190  63],[62.08383234 18.91616766] ; [193.91616766  59.08383234],0
d5,1,0.243593,1.35968,[59 22] ; [200  53],[62.81137725 18.18862275] ; [196.18862275  56.81137725],0
v2,1,0.256004,1.290238,[42 37] ; [109 129],[37.63091483 41.36908517] ; [113.36908517 124.63091483],0
a4,1,0.25839,1.277364,[32 48] ; [119 133],[36.38554217 43.61445783] ; [114.61445783 137.38554217],0
a3,1,0.266465,1.234853,[49 31] ; [172  81],[53.09309309 26.90690691] ; [167.90690691  85.09309309],0
s5,1,0.288734,1.125514,[15 60] ; [ 62 176],[18.45047923 56.54952077] ; [ 58.54952077 179.45047923],0
r1,1,0.301018,1.069678,[65 16] ; [188  64],[61.54054054 19.45945946] ; [191.45945946  60.54054054],0
s2,1,0.318991,0.99308,[39 40] ; [107 142],[35.16463415 43.83536585] ; [110.83536585 138.16463415],0
b4,1,0.329932,0.949163,[46 35] ; [159  94],[49.71556886 31.28443114] ; [155.28443114  97.71556886],0
a8,1,0.334048,0.933143,[ 8 63] ; [ 18 218],[ 6.01302932 64.98697068] ; [ 19.98697068 216.01302932],0
n5,1,0.338883,0.914652,[58 23] ; [166  86],[54.48648649 26.51351351] ; [169.51351351  82.48648649],0
u4,1,0.376182,0.783141,[ 3 78] ; [  5 248],[ 1.94011976 79.05988024] ; [  6.05988024 246.94011976],0
d1,1,0.463078,0.538445,[47 34] ; [135 118],[44.13772455 36.86227545] ; [137.86227545 115.13772455],0
d4,1,0.478957,0.501236,[66 15] ; [196  56],[63.72972973 17.27027027] ; [198.27027027  53.72972973],0
s8,1,0.521895,0.410146,[29 50] ; [ 83 170],[26.65060241 52.34939759] ; [ 85.34939759 167.65060241],0
s1,1,0.522926,0.408119,[ 5 76] ; [ 11 238],[ 3.92727273 77.07272727] ; [ 12.07272727 236.92727273],0
v3,1,0.552366,0.353096,[29 50] ; [ 78 158],[26.83492063 52.16507937] ; [ 80.16507937 155.83492063],0
p11,1,0.602971,0.270539,[56 25] ; [167  86],[54.08083832 26.91916168] ; [168.91916168  84.08083832],0
a6,1,0.619111,0.247119,[52 29] ; [170  83],[53.83832335 27.16167665] ; [168.16167665  84.83832335],0
r3,1,0.660644,0.192742,[74  7] ; [226  26],[72.97297297  8.02702703] ; [227.02702703  24.97297297],0
a2,1,0.69061,0.158426,[15 66] ; [ 52 201],[16.24850299 64.75149701] ; [ 50.75149701 202.24850299],0
s6,1,0.697089,0.151518,[47 31] ; [145 106],[45.51975684 32.48024316] ; [146.48024316 104.51975684],0
u2,1,0.719231,0.129231,[18 14] ; [42 38],[17.14285714 14.85714286] ; [42.85714286 37.14285714],0
d3,1,0.721051,0.127488,[53 28] ; [160  93],[51.65568862 29.34431138] ; [161.34431138  91.65568862],0
u3,1,0.723389,0.125269,[19 13] ; [51 30],[19.82300885 12.17699115] ; [50.17699115 30.82300885],0
n4,1,0.768762,0.086433,[59 22] ; [180  73],[57.96107784 23.03892216] ; [181.03892216  71.96107784],0
n2,1,0.807721,0.059227,[12  6] ; [64 28],[12.43636364  5.56363636] ; [63.56363636 28.43636364],0
p12,1,0.823759,0.049601,[ 6 74] ; [ 17 234],[ 5.55891239 74.44108761] ; [ 17.44108761 233.55891239],0
s3,1,0.872834,0.025619,[40 39] ; [124 126],[39.37993921 39.62006079] ; [124.62006079 125.37993921],0
u1,1,0.896007,0.017084,[12 69] ; [ 39 214],[12.36826347 68.63173653] ; [ 38.63173653 214.36826347],0
b2,1,0.938682,0.005918,[17 29] ; [53 88],[17.21925134 28.78074866] ; [52.78074866 88.21925134],0
b3,1,0.938682,0.005918,[17 29] ; [53 88],[17.21925134 28.78074866] ; [52.78074866 88.21925134],0
d2,1,0.998144,5e-06,[40 41] ; [123 126],[40.00909091 40.99090909] ; [122.99090909 126.00909091],0
