Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a5,1,0.000648,11.632089,[20  2] ; [13 16],[14.23529412  7.76470588] ; [18.76470588 10.23529412],1
d2,1,0.004966,7.891837,[13  9] ; [ 6 23],[ 8.19607843 13.80392157] ; [10.80392157 18.19607843],0
d3,1,0.010496,6.548686,[20  2] ; [17 12],[15.96078431  6.03921569] ; [21.03921569  7.96078431],0
s8,1,0.010818,6.494906,[ 9 13] ; [ 3 26],[ 5.17647059 16.82352941] ; [ 6.82352941 22.17647059],0
a4,1,0.027759,4.843003,[ 9 13] ; [ 4 25],[ 5.60784314 16.39215686] ; [ 7.39215686 21.60784314],0
b3,1,0.027787,4.84123,[6 7] ; [ 2 16],[3.35483871 9.64516129] ; [ 4.64516129 13.35483871],0
b2,1,0.027787,4.84123,[6 7] ; [ 2 16],[3.35483871 9.64516129] ; [ 4.64516129 13.35483871],0
p6,1,0.027868,4.836207,[11 11] ; [ 6 23],[ 7.33333333 14.66666667] ; [ 9.66666667 19.33333333],0
r4,1,0.034241,4.482638,[20  2] ; [19 10],[16.82352941  5.17647059] ; [22.17647059  6.82352941],0
a3,1,0.035673,4.412668,[17  5] ; [14 15],[13.37254902  8.62745098] ; [17.62745098 11.37254902],0
v2,1,0.04511,4.014532,[13  9] ; [ 9 20],[ 9.49019608 12.50980392] ; [12.50980392 16.49019608],0
r1,1,0.045585,3.996865,[18  4] ; [16 13],[14.66666667  7.33333333] ; [19.33333333  9.66666667],0
v3,1,0.076143,3.145358,[ 8 12] ; [ 5 24],[ 5.30612245 14.69387755] ; [ 7.69387755 21.30612245],0
p1,1,0.079701,3.070983,[ 4 18] ; [ 1 28],[ 2.15686275 19.84313725] ; [ 2.84313725 26.15686275],0
p10,1,0.090674,2.86237,[19  3] ; [19 10],[16.39215686  5.60784314] ; [21.60784314  7.39215686],0
p9,1,0.12527,2.350157,[18  4] ; [18 11],[15.52941176  6.47058824] ; [20.47058824  8.52941176],0
s6,1,0.165985,1.918837,[16  6] ; [15 13],[13.64  8.36] ; [17.36 10.64],0
p4,1,0.182594,1.776385,[14  8] ; [13 16],[11.64705882 10.35294118] ; [15.35294118 13.64705882],0
n5,1,0.201111,1.63429,[13  9] ; [22  7],[15.09803922  6.90196078] ; [19.90196078  9.09803922],0
n4,1,0.236907,1.398903,[15  7] ; [15 14],[12.94117647  9.05882353] ; [17.05882353 11.94117647],0
b4,1,0.236907,1.398903,[15  7] ; [15 14],[12.94117647  9.05882353] ; [17.05882353 11.94117647],0
b5,1,0.312899,1.018401,[13  9] ; [13 16],[11.21568627 10.78431373] ; [14.78431373 14.21568627],0
s5,1,0.324982,0.968791,[ 8 13] ; [ 7 21],[ 6.42857143 14.57142857] ; [ 8.57142857 19.42857143],0
v4,1,0.375209,0.78634,[20  2] ; [23  5],[18.92  3.08] ; [24.08  3.92],0
p11,1,0.464877,0.534127,[13  9] ; [20  9],[14.23529412  7.76470588] ; [18.76470588 10.23529412],0
p3,1,0.491731,0.472737,[12 10] ; [13 16],[10.78431373 11.21568627] ; [14.21568627 14.78431373],0
s7,1,0.510285,0.433482,[ 5 17] ; [ 9 20],[ 6.03921569 15.96078431] ; [ 7.96078431 21.03921569],0
s3,1,0.542721,0.37052,[ 7 15] ; [ 7 22],[ 6.03921569 15.96078431] ; [ 7.96078431 21.03921569],0
p2,1,0.542721,0.37052,[15  7] ; [22  7],[15.96078431  6.03921569] ; [21.03921569  7.96078431],0
a7,1,0.543007,0.369996,[14  8] ; [16 13],[12.94117647  9.05882353] ; [17.05882353 11.94117647],0
u3,1,0.605577,0.266667,[2 3] ; [8 7],[2.5 2.5] ; [7.5 7.5],0
n6,1,0.608517,0.26234,[18  4] ; [22  7],[17.25490196  4.74509804] ; [22.74509804  6.25490196],0
n3,1,0.633553,0.227273,[4 2] ; [7 2],[4.4 1.6] ; [6.6 2.4],0
n2,1,0.633553,0.227273,[4 2] ; [7 2],[4.4 1.6] ; [6.6 2.4],0
b1,1,0.650963,0.204688,[ 7 15] ; [11 18],[ 7.76470588 14.23529412] ; [10.23529412 18.76470588],0
n1,1,0.666955,0.185185,[2 4] ; [4 5],[2.4 3.6] ; [3.6 5.4],0
a6,1,0.713975,0.134339,[11 11] ; [13 16],[10.35294118 11.64705882] ; [13.64705882 15.35294118],0
p5,1,0.723777,0.124902,[ 1 21] ; [ 2 27],[ 1.29411765 20.70588235] ; [ 1.70588235 27.29411765],0
r3,1,0.725882,0.122927,[19  3] ; [24  5],[18.54901961  3.45098039] ; [24.45098039  4.54901961],0
p8,1,0.845025,0.038208,[10 11] ; [13 16],[ 9.66 11.34] ; [13.34 15.66],0
v1,1,0.908712,0.013148,[ 8 14] ; [11 18],[ 8.19607843 13.80392157] ; [10.80392157 18.19607843],0
p7,1,0.908712,0.013148,[14  8] ; [18 11],[13.80392157  8.19607843] ; [18.19607843 10.80392157],0
u2,1,1.0,0.0,[2 3] ; [6 9],[2. 3.] ; [6. 9.],0
