Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,39.203138,[32 27] ; [223  28],[48.53225806 10.46774194] ; [206.46774194  44.53225806],1
p10,1,0.0,36.146224,[30 29] ; [216  35],[46.81935484 12.18064516] ; [199.18064516  51.81935484],1
p2,1,1e-05,19.430514,[37 23] ; [219  35],[48.91719745 11.08280255] ; [207.08280255  46.91719745],1
n4,1,0.001601,9.958447,[37 23] ; [205  49],[46.24203822 13.75796178] ; [195.75796178  58.24203822],0
p7,1,0.002252,9.331619,[26 32] ; [166  84],[36.15584416 21.84415584] ; [155.84415584  94.15584416],0
n5,1,0.002968,8.827284,[34 25] ; [194  59],[43.11538462 15.88461538] ; [184.88461538  68.11538462],0
p8,1,0.00298,8.819937,[19 39] ; [136 114],[29.18831169 28.81168831] ; [125.81168831 124.18831169],0
n6,1,0.006199,7.491455,[42 18] ; [216  38],[49.29936306 10.70063694] ; [208.70063694  45.29936306],0
s1,1,0.009375,6.750039,[ 4 55] ; [  3 248],[ 1.33225806 57.66774194] ; [  5.66774194 245.33225806],0
p3,1,0.011669,6.360407,[19 40] ; [128 126],[27.70926518 31.29073482] ; [119.29073482 134.70926518],0
a8,1,0.020445,5.373478,[ 2 50] ; [ 37 192],[ 7.21708185 44.78291815] ; [ 31.78291815 197.21708185],0
r4,1,0.035921,4.400867,[48 12] ; [229  26],[52.76190476  7.23809524] ; [224.23809524  30.76190476],0
r3,1,0.038581,4.279212,[54  5] ; [248   7],[56.74522293  2.25477707] ; [245.25477707   9.74522293],0
d3,1,0.046055,3.979566,[37 23] ; [190  65],[43.23809524 16.76190476] ; [183.76190476  71.23809524],0
p4,1,0.05276,3.751499,[27 31] ; [153 100],[33.56913183 24.43086817] ; [146.43086817 106.56913183],0
v1,1,0.073902,3.194159,[32 28] ; [163  85],[37.98701299 22.01298701] ; [157.01298701  90.98701299],0
a7,1,0.086098,2.945853,[41 19] ; [200  54],[46.05095541 13.94904459] ; [194.94904459  59.05095541],0
a6,1,0.107696,2.587706,[38 22] ; [188  67],[43.04761905 16.95238095] ; [182.95238095  72.04761905],0
s8,1,0.111773,2.528975,[17 43] ; [100 154],[22.3566879 37.6433121] ; [ 94.6433121 159.3566879],0
p1,1,0.114454,2.491619,[ 1 59] ; [ 18 237],[ 3.61904762 56.38095238] ; [ 15.38095238 239.61904762],0
a2,1,0.186311,1.746548,[18 42] ; [ 56 199],[14.0952381 45.9047619] ; [ 59.9047619 195.0952381],0
p5,1,0.210827,1.565735,[ 1 59] ; [ 14 241],[ 2.85714286 57.14285714] ; [ 12.14285714 242.85714286],0
b1,1,0.223118,1.484202,[25 35] ; [ 85 170],[20.95238095 39.04761905] ; [ 89.04761905 165.95238095],0
n2,1,0.230891,1.435366,[11  7] ; [35 11],[12.9375  5.0625] ; [33.0625 12.9375],0
s7,1,0.235865,1.405142,[19 36] ; [106 139],[22.91666667 32.08333333] ; [102.08333333 142.91666667],0
v3,1,0.249646,1.325286,[26 31] ; [133 113],[29.91089109 27.08910891] ; [129.08910891 116.91089109],0
s4,1,0.2682,1.225928,[ 8 52] ; [ 22 232],[ 5.73248408 54.26751592] ; [ 24.26751592 229.73248408],0
a4,1,0.297547,1.085154,[29 31] ; [104 150],[25.41401274 34.58598726] ; [107.58598726 146.41401274],0
n3,1,0.312615,1.019594,[12  6] ; [37 10],[13.56923077  4.43076923] ; [35.43076923 11.56923077],0
b4,1,0.32073,0.985969,[33 27] ; [158  97],[36.38095238 23.61904762] ; [154.61904762 100.38095238],0
r1,1,0.381196,0.766842,[47 13] ; [212  43],[49.33333333 10.66666667] ; [209.66666667  45.33333333],0
