Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.011763,6.346212,[ 8 33] ; [5 3],[10.87755102 30.12244898] ; [2.12244898 5.87755102],0
d5,1,0.02816,4.818217,[20 21] ; [8 1],[22.96 18.04] ; [5.04 3.96],0
p8,1,0.029043,4.765052,[ 8 32] ; [5 4],[10.6122449 29.3877551] ; [2.3877551 6.6122449],0
n6,1,0.055771,3.658894,[17 23] ; [7 2],[19.59183673 20.40816327] ; [4.40816327 4.59183673],0
s4,1,0.064907,3.407341,[ 4 37] ; [3 6],[ 5.74 35.26] ; [1.26 7.74],0
d1,1,0.094341,2.798701,[11 30] ; [5 4],[13.12 27.88] ; [2.88 6.12],0
b5,1,0.13033,2.288565,[16 25] ; [6 3],[18.04 22.96] ; [3.96 5.04],0
d4,1,0.146092,2.112589,[21 20] ; [7 2],[22.96 18.04] ; [5.04 3.96],0
a6,1,0.146092,2.112589,[20 21] ; [2 7],[18.04 22.96] ; [3.96 5.04],0
a4,1,0.161076,1.964093,[12 27] ; [5 4],[13.8125 25.1875] ; [3.1875 5.8125],0
u3,1,0.163178,1.944528,[ 5 14] ; [2 1],[ 6.04545455 12.95454545] ; [0.95454545 2.04545455],0
u2,1,0.163178,1.944528,[ 5 14] ; [2 1],[ 6.04545455 12.95454545] ; [0.95454545 2.04545455],0
n5,1,0.172077,1.864757,[27 14] ; [8 1],[28.7 12.3] ; [6.3 2.7],0
p7,1,0.210075,1.570909,[11 29] ; [4 4],[12.5 27.5] ; [2.5 5.5],0
p11,1,0.224994,1.472233,[10 31] ; [4 5],[11.48 29.52] ; [2.52 6.48],0
v3,1,0.269456,1.219512,[ 7 34] ; [3 6],[ 8.2 32.8] ; [1.8 7.2],0
p10,1,0.292823,1.106594,[15 26] ; [5 4],[16.4 24.6] ; [3.6 5.4],0
p9,1,0.319376,0.991499,[15 25] ; [5 4],[16.32653061 23.67346939] ; [3.67346939 5.32653061],0
s2,1,0.432432,0.616284,[ 5 36] ; [2 7],[ 5.74 35.26] ; [1.26 7.74],0
r4,1,0.432432,0.616284,[ 5 36] ; [2 7],[ 5.74 35.26] ; [1.26 7.74],0
a1,1,0.461603,0.542005,[ 9 32] ; [1 8],[ 8.2 32.8] ; [1.8 7.2],0
p5,1,0.503895,0.446724,[ 2 37] ; [1 8],[ 2.4375 36.5625] ; [0.5625 8.4375],0
a3,1,0.573729,0.316484,[22 17] ; [6 3],[22.75 16.25] ; [5.25 3.75],0
s6,1,0.579663,0.30678,[10 31] ; [3 6],[10.66 30.34] ; [2.34 6.66],0
b2,1,0.582804,0.301724,[11 18] ; [3 3],[11.6 17.4] ; [2.4 3.6],0
b3,1,0.582804,0.301724,[11 18] ; [3 3],[11.6 17.4] ; [2.4 3.6],0
p2,1,0.595407,0.281979,[14 26] ; [4 5],[14.69387755 25.30612245] ; [3.30612245 5.69387755],0
d2,1,0.613187,0.25556,[17 23] ; [3 6],[16.32653061 23.67346939] ; [3.67346939 5.32653061],0
a5,1,0.616354,0.251025,[22 19] ; [4 5],[21.32 19.68] ; [4.68 4.32],0
b1,1,0.652109,0.203252,[24 17] ; [6 3],[24.6 16.4] ; [5.4 3.6],0
a7,1,0.652109,0.203252,[17 24] ; [3 6],[16.4 24.6] ; [3.6 5.4],0
b4,1,0.66004,0.193475,[26 15] ; [5 4],[25.42 15.58] ; [5.58 3.42],0
r2,1,0.676103,0.174545,[27 13] ; [6 2],[27.5 12.5] ; [5.5 2.5],0
s1,1,0.704006,0.144338,[ 3 38] ; [1 8],[ 3.28 37.72] ; [0.72 8.28],0
a2,1,0.704006,0.144338,[ 3 38] ; [1 8],[ 3.28 37.72] ; [0.72 8.28],0
s5,1,0.715789,0.132564,[ 7 34] ; [2 7],[ 7.38 33.62] ; [1.62 7.38],0
p3,1,0.74592,0.104992,[11 29] ; [2 7],[10.6122449 29.3877551] ; [2.3877551 6.6122449],0
d3,1,0.763753,0.090334,[16 25] ; [4 5],[16.4 24.6] ; [3.6 5.4],0
v1,1,0.80957,0.058072,[12 29] ; [3 6],[12.3 28.7] ; [2.7 6.3],0
n1,1,0.84562,0.037912,[ 9 12] ; [1 1],[ 9.13043478 11.86956522] ; [0.86956522 1.13043478],0
n3,1,0.892295,0.018333,[ 9 11] ; [1 1],[ 9.09090909 10.90909091] ; [0.90909091 1.09090909],0
n4,1,0.962813,0.002174,[27 14] ; [6 3],[27.06 13.94] ; [5.94 3.06],0
r1,1,0.962813,0.002174,[14 27] ; [3 6],[13.94 27.06] ; [3.06 5.94],0
