Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,28.227413,[ 6 47] ; [23 12],[17.46590909 35.53409091] ; [11.53409091 23.46590909],1
d5,1,1.2e-05,19.149992,[28 24] ; [34  1],[37.05747126 14.94252874] ; [24.94252874 10.05747126],1
d4,1,2.9e-05,17.465588,[30 23] ; [34  1],[38.54545455 14.45454545] ; [25.45454545  9.54545455],1
a5,1,4e-05,16.853621,[24 29] ; [31  4],[33.125 19.875] ; [21.875 13.125],1
d3,1,0.000181,14.023116,[30 22] ; [33  2],[37.65517241 14.34482759] ; [25.34482759  9.65517241],1
a3,1,0.000424,12.42397,[24 29] ; [29  6],[31.92045455 21.07954545] ; [21.07954545 13.92045455],1
a2,1,0.001486,10.096442,[ 1 52] ; [ 8 27],[ 5.42045455 47.57954545] ; [ 3.57954545 31.42045455],0
a4,1,0.004509,8.066384,[13 40] ; [19 16],[19.27272727 33.72727273] ; [12.72727273 22.27272727],0
u1,1,0.023916,5.100695,[ 1 52] ; [ 5 30],[ 3.61363636 49.38636364] ; [ 2.38636364 32.61363636],0
p3,1,0.025955,4.958994,[19 34] ; [21 14],[24.09090909 28.90909091] ; [15.90909091 19.09090909],0
p4,1,0.032838,4.554202,[21 32] ; [22 13],[25.89772727 27.10227273] ; [17.10227273 17.89772727],0
r2,1,0.045139,4.013422,[44  9] ; [33  1],[46.90804598  6.09195402] ; [30.09195402  3.90804598],0
p6,1,0.050518,3.824176,[12 40] ; [15 20],[16.13793103 35.86206897] ; [10.86206897 24.13793103],0
v2,1,0.051464,3.793098,[18 34] ; [19 15],[22.37209302 29.62790698] ; [14.62790698 19.37209302],0
s6,1,0.075328,3.162937,[32 17] ; [29  6],[35.58333333 13.41666667] ; [25.41666667  9.58333333],0
r1,1,0.101508,2.681696,[32 21] ; [27  8],[35.53409091 17.46590909] ; [23.46590909 11.53409091],0
s1,1,0.15268,2.045269,[ 1 50] ; [ 3 32],[ 2.37209302 48.62790698] ; [ 1.62790698 33.37209302],0
u2,1,0.154398,2.028257,[14 15] ; [1 5],[12.42857143 16.57142857] ; [2.57142857 3.42857143],0
p10,1,0.193994,1.687019,[35 17] ; [28  7],[37.65517241 14.34482759] ; [25.34482759  9.65517241],0
n5,1,0.195853,1.673028,[36 17] ; [19 16],[33.125 19.875] ; [21.875 13.125],0
s2,1,0.205396,1.603584,[25 26] ; [22 13],[27.87209302 23.12790698] ; [19.12790698 15.87209302],0
a6,1,0.304447,1.054613,[29 24] ; [23 12],[31.31818182 21.68181818] ; [20.68181818 14.31818182],0
n2,1,0.330931,0.945251,[14  3] ; [8 4],[12.89655172  4.10344828] ; [9.10344828 2.89655172],0
n4,1,0.352679,0.863796,[28 25] ; [22 13],[30.11363636 22.88636364] ; [19.88636364 15.11363636],0
p11,1,0.446255,0.580145,[36 17] ; [21 14],[34.32954545 18.67045455] ; [22.67045455 12.32954545],0
n6,1,0.502846,0.448925,[40 12] ; [29  6],[41.24137931 10.75862069] ; [27.75862069  7.24137931],0
v4,1,0.503032,0.448534,[47  5] ; [30  5],[46.02298851  5.97701149] ; [30.97701149  4.02298851],0
u3,1,0.503623,0.447293,[15 14] ; [4 2],[15.74285714 13.25714286] ; [3.25714286 2.74285714],0
s3,1,0.510391,0.433266,[29 23] ; [22 13],[30.48275862 21.51724138] ; [20.51724138 14.48275862],0
p8,1,0.523194,0.407592,[20 32] ; [15 18],[21.41176471 30.58823529] ; [13.58823529 19.41176471],0
