Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,3e-06,21.674467,[208  83] ; [21 33],[193.15652174  97.84347826] ; [35.84347826 18.15652174],1
p10,1,4.6e-05,16.618495,[267  31] ; [38 17],[257.47875354  40.52124646] ; [47.52124646  7.47875354],1
p11,1,0.000151,14.361454,[247  52] ; [33 22],[236.49717514  62.50282486] ; [43.50282486 11.49717514],1
p9,1,0.00022,13.649466,[275  22] ; [42 13],[267.46875  29.53125] ; [49.53125  5.46875],1
p8,1,0.000244,13.454458,[171 125] ; [17 38],[158.54131054 137.45868946] ; [29.45868946 25.54131054],1
p4,1,0.000479,12.195993,[215  83] ; [26 28],[204.02840909  93.97159091] ; [36.97159091 17.02840909],1
n6,1,0.000672,11.5651,[266  28] ; [40 14],[258.51724138  35.48275862] ; [47.48275862  6.51724138],1
n4,1,0.001359,10.26083,[253  44] ; [37 18],[244.6875  52.3125] ; [45.3125  9.6875],0
n5,1,0.002602,9.067296,[241  54] ; [35 20],[232.62857143  62.37142857] ; [43.37142857 11.62857143],0
s1,1,0.022499,5.206803,[ 11 285] ; [ 6 49],[ 14.33618234 281.66381766] ; [ 2.66381766 52.33618234],0
a7,1,0.028973,4.769221,[227  72] ; [34 21],[220.44915254  78.55084746] ; [40.55084746 14.44915254],0
s3,1,0.031769,4.6109,[262  34] ; [42 12],[257.09714286  38.90285714] ; [46.90285714  7.09714286],0
p3,1,0.036603,4.368781,[178 120] ; [24 30],[171.01136364 126.98863636] ; [30.98863636 23.01136364],0
r1,1,0.043606,4.071762,[253  43] ; [41 14],[247.93162393  48.06837607] ; [46.06837607  8.93162393],0
p6,1,0.093231,2.817688,[139 158] ; [19 36],[133.3125 163.6875] ; [24.6875 30.3125],0
b1,1,0.115274,2.480384,[113 186] ; [27 28],[118.24858757 180.75141243] ; [21.75141243 33.24858757],0
d3,1,0.128231,2.313792,[222  77] ; [34 19],[217.45454545  81.54545455] ; [38.54545455 14.45454545],0
d4,1,0.140004,2.177916,[268  30] ; [44  9],[264.88888889  33.11111111] ; [47.11111111  5.88888889],0
r3,1,0.171428,1.870415,[288  10] ; [51  4],[286.18130312  11.81869688] ; [52.81869688  2.18130312],0
a2,1,0.205351,1.603904,[108 191] ; [15 40],[103.88983051 195.11016949] ; [19.11016949 35.88983051],0
u4,1,0.223992,1.478609,[ 11 288] ; [ 4 51],[ 12.66949153 286.33050847] ; [ 2.33050847 52.66949153],0
u3,1,0.227035,1.45934,[30 16] ; [10  2],[31.72413793 14.27586207] ; [8.27586207 3.72413793],0
a8,1,0.238368,1.390223,[ 49 224] ; [ 6 47],[ 46.05828221 226.94171779] ; [ 8.94171779 44.05828221],0
a3,1,0.240572,1.377238,[252  46] ; [43 12],[249.0368272  48.9631728] ; [45.9631728  9.0368272],0
r4,1,0.270198,1.215741,[279  20] ; [49  6],[277.03954802  21.96045198] ; [50.96045198  4.03954802],0
s8,1,0.331483,0.943095,[197 101] ; [32 22],[193.86931818 104.13068182] ; [35.13068182 18.86931818],0
v4,1,0.362783,0.828235,[288   9] ; [52  3],[286.875  10.125] ; [53.125  1.875],0
b2,1,0.416106,0.661287,[ 83 101] ; [14 23],[ 80.760181 103.239819] ; [16.239819 20.760181],0
b3,1,0.416106,0.661287,[ 83 101] ; [14 23],[ 80.760181 103.239819] ; [16.239819 20.760181],0
p1,1,0.428464,0.626984,[ 23 275] ; [ 6 49],[ 24.4815864 273.5184136] ; [ 4.5184136 50.4815864],0
s7,1,0.434949,0.609571,[215  76] ; [35 16],[212.71929825  78.28070175] ; [37.28070175 13.71929825],0
n2,1,0.463891,0.536489,[42 14] ; [19  4],[43.24050633 12.75949367] ; [17.75949367  5.24050633],0
s5,1,0.493088,0.469782,[148 135] ; [25 28],[145.71130952 137.28869048] ; [27.28869048 25.71130952],0
u2,1,0.495967,0.463555,[28 18] ; [6 6],[26.96551724 19.03448276] ; [7.03448276 4.96551724],0
p5,1,0.497277,0.460743,[ 38 260] ; [ 5 48],[ 36.50712251 261.49287749] ; [ 6.49287749 46.50712251],0
a1,1,0.522811,0.408345,[ 20 279] ; [ 5 50],[ 21.11581921 277.88418079] ; [ 3.88418079 51.11581921],0
s4,1,0.538494,0.378338,[ 64 231] ; [14 41],[ 65.74285714 229.25714286] ; [12.25714286 42.74285714],0
d1,1,0.560758,0.338394,[218  81] ; [38 17],[216.2259887  82.7740113] ; [39.7740113 15.2259887],0
r2,1,0.614423,0.253784,[286   9] ; [54  1],[286.57142857   8.42857143] ; [53.42857143  1.57142857],0
n1,1,0.618183,0.24843,[22 34] ; [10 12],[22.97435897 33.02564103] ; [ 9.02564103 12.97435897],0
a4,1,0.63198,0.229386,[169 130] ; [33 22],[170.61581921 128.38418079] ; [31.38418079 23.61581921],0
b4,1,0.63198,0.229386,[169 130] ; [33 22],[170.61581921 128.38418079] ; [31.38418079 23.61581921],0
a6,1,0.635618,0.224519,[212  86] ; [36 17],[210.55270655  87.44729345] ; [37.44729345 15.55270655],0
d5,1,0.692585,0.156301,[259  39] ; [45  8],[258.0968661  39.9031339] ; [45.9031339  7.0968661],0
n3,1,0.755032,0.097351,[44 13] ; [17  6],[43.4625 13.5375] ; [17.5375  5.4625],0
p12,1,0.759784,0.093492,[ 37 262] ; [ 6 49],[ 36.31920904 262.68079096] ; [ 6.68079096 48.31920904],0
v1,1,0.851413,0.035087,[176 113] ; [33 20],[176.61111111 112.38888889] ; [32.38888889 20.61111111],0
b5,1,0.857877,0.032069,[181 118] ; [34 21],[181.5960452 117.4039548] ; [33.4039548 21.5960452],0
s6,1,0.875622,0.024499,[258  34] ; [49  6],[258.34005764  33.65994236] ; [48.65994236  6.34005764],0
v3,1,0.907892,0.013386,[134 157] ; [23 26],[134.37352941 156.62647059] ; [22.62647059 26.37352941],0
u1,1,0.936631,0.006321,[ 80 219] ; [15 40],[ 80.24011299 218.75988701] ; [14.75988701 40.24011299],0
v2,1,0.951116,0.003758,[182 106] ; [32 19],[181.80530973 106.19469027] ; [32.19469027 18.80530973],0
d2,1,0.979744,0.000645,[185 113] ; [33 20],[185.08262108 112.91737892] ; [32.91737892 20.08262108],0
