Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,40.414145,[137  37] ; [35 54],[113.79467681  60.20532319] ; [58.20532319 30.79467681],1
d3,1,0.0,38.773907,[132  41] ; [33 56],[108.95038168  64.04961832] ; [56.04961832 32.95038168],1
d4,1,1e-06,24.337807,[150  24] ; [52 36],[134.15267176  39.84732824] ; [67.84732824 20.15267176],1
r3,1,7e-06,20.251081,[161  13] ; [64 25],[148.85931559  25.14068441] ; [76.14068441 12.85931559],1
a2,1,1e-05,19.535991,[ 51 124] ; [ 5 84],[ 37.12121212 137.87878788] ; [18.87878788 70.12121212],1
d5,1,6.7e-05,15.887723,[143  31] ; [53 36],[129.6730038  44.3269962] ; [66.3269962 22.6730038],1
r4,1,9.7e-05,15.192921,[146  29] ; [55 34],[133.23863636  41.76136364] ; [67.76136364 21.23863636],1
v4,1,0.000122,14.763474,[158  16] ; [64 24],[147.4351145  26.5648855] ; [74.5648855 13.4351145],1
d1,1,0.000157,14.284883,[104  71] ; [31 58],[89.48863636 85.51136364] ; [45.51136364 43.48863636],1
p10,1,0.000161,14.243489,[122  51] ; [41 47],[108.04214559  64.95785441] ; [54.95785441 33.04214559],1
r1,1,0.000226,13.601463,[131  43] ; [47 42],[117.76425856  56.23574144] ; [60.23574144 28.76425856],1
b5,1,0.000684,11.530941,[113  62] ; [38 51],[100.09469697  74.90530303] ; [50.90530303 38.09469697],1
u1,1,0.000789,11.265825,[ 35 140] ; [ 4 85],[ 25.85227273 149.14772727] ; [13.14772727 75.85227273],1
v2,1,0.00307,8.765217,[72 96] ; [20 64],[ 61.33333333 106.66666667] ; [30.66666667 53.33333333],0
r2,1,0.003585,8.483065,[157  15] ; [69 19],[149.50769231  22.49230769] ; [76.49230769 11.50769231],0
s2,1,0.004263,8.168107,[76 99] ; [22 65],[ 65.45801527 109.54198473] ; [32.54198473 54.45801527],0
p9,1,0.006014,7.545959,[126  47] ; [48 38],[116.22393822  56.77606178] ; [57.77606178 28.22393822],0
a5,1,0.015731,5.832721,[119  56] ; [47 42],[110.03787879  64.96212121] ; [55.96212121 33.03787879],0
u3,1,0.027034,4.888613,[30 23] ; [11 23],[24.97701149 28.02298851] ; [16.02298851 17.97701149],0
s6,1,0.032789,4.556783,[96 79] ; [36 52],[87.83269962 87.16730038] ; [44.16730038 43.83269962],0
p2,1,0.033669,4.51145,[117  58] ; [47 41],[109.12547529  65.87452471] ; [54.87452471 33.12547529],0
s8,1,0.066697,3.362504,[ 54 121] ; [18 71],[ 47.72727273 127.27272727] ; [24.27272727 64.72727273],0
b1,1,0.069222,3.301367,[ 68 107] ; [45 44],[ 74.90530303 100.09469697] ; [38.09469697 50.90530303],0
n3,1,0.088179,2.907299,[45 16] ; [23 17],[41.06930693 19.93069307] ; [26.93069307 13.06930693],0
n5,1,0.102315,2.669079,[102  71] ; [61 27],[108.04214559  64.95785441] ; [54.95785441 33.04214559],0
s3,1,0.105234,2.624379,[91 84] ; [36 51],[84.82824427 90.17175573] ; [42.17175573 44.82824427],0
a3,1,0.206685,1.594494,[121  53] ; [55 34],[116.44106464  57.55893536] ; [59.55893536 29.44106464],0
u2,1,0.259381,1.272055,[27 25] ; [13 20],[24.47058824 27.52941176] ; [15.52941176 17.47058824],0
p1,1,0.279629,1.168893,[  8 166] ; [ 7 82],[  9.92395437 164.07604563] ; [ 5.07604563 83.92395437],0
n6,1,0.328787,0.953669,[131  43] ; [62 27],[127.68821293  46.31178707] ; [65.31178707 23.68821293],0
b3,1,0.377298,0.779487,[35 65] ; [22 30],[37.5 62.5] ; [19.5 32.5],0
b2,1,0.377298,0.779487,[35 65] ; [22 30],[37.5 62.5] ; [19.5 32.5],0
p4,1,0.378441,0.775761,[ 67 107] ; [29 59],[ 63.75572519 110.24427481] ; [32.24427481 55.75572519],0
p3,1,0.383968,0.757959,[ 48 127] ; [20 69],[ 45.07575758 129.92424242] ; [22.92424242 66.07575758],0
a8,1,0.391949,0.732888,[ 17 145] ; [ 6 78],[ 15.14634146 146.85365854] ; [ 7.85365854 76.14634146],0
s1,1,0.394554,0.724862,[  6 168] ; [ 5 83],[  7.30534351 166.69465649] ; [ 3.69465649 84.30534351],0
a4,1,0.405959,0.690603,[77 98] ; [34 54],[ 73.85931559 101.14068441] ; [37.14068441 50.85931559],0
n2,1,0.430228,0.622208,[38 23] ; [30 13],[39.88461538 21.11538462] ; [28.11538462 14.88461538],0
v3,1,0.481974,0.494394,[ 43 126] ; [18 66],[ 40.74703557 128.25296443] ; [20.25296443 63.74703557],0
p5,1,0.488306,0.480257,[  5 170] ; [ 4 85],[  5.96590909 169.03409091] ; [ 3.03409091 85.96590909],0
s4,1,0.550411,0.356582,[ 35 139] ; [15 73],[ 33.20610687 140.79389313] ; [16.79389313 71.20610687],0
a1,1,0.595802,0.281374,[  9 166] ; [ 6 83],[  9.94318182 165.05681818] ; [ 5.05681818 83.94318182],0
s5,1,0.621388,0.243922,[ 39 130] ; [22 63],[ 40.58661417 128.41338583] ; [20.41338583 64.58661417],0
u4,1,0.624752,0.239244,[  1 174] ; [ 1 88],[  1.32575758 173.67424242] ; [ 0.67424242 88.32575758],0
d2,1,0.660937,0.192387,[83 91] ; [39 48],[81.33333333 92.66666667] ; [40.66666667 46.33333333],0
n1,1,0.661133,0.192151,[24 36] ; [15 27],[22.94117647 37.05882353] ; [16.05882353 25.94117647],0
p12,1,0.668051,0.18389,[  6 169] ; [ 4 85],[  6.62878788 168.37121212] ; [ 3.37121212 85.62878788],0
p7,1,0.746576,0.104431,[ 61 111] ; [33 55],[ 62.18461538 109.81538462] ; [31.81538462 56.18461538],0
b4,1,0.802354,0.062651,[107  68] ; [53 36],[106.06060606  68.93939394] ; [53.93939394 35.06060606],0
p11,1,0.846878,0.037289,[106  69] ; [55 34],[106.72348485  68.27651515] ; [54.27651515 34.72348485],0
n4,1,0.855113,0.033342,[118  57] ; [61 28],[118.65530303  56.34469697] ; [60.34469697 28.65530303],0
p6,1,0.893076,0.018067,[ 31 144] ; [16 71],[ 31.39312977 143.60687023] ; [15.60687023 71.39312977],0
s7,1,0.979598,0.000654,[ 61 107] ; [30 53],[ 60.90836653 107.09163347] ; [30.09163347 52.90836653],0
