Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,135.355431,[375  50] ; [41 71],[329.23649907  95.76350093] ; [86.76350093 25.23649907],1
n6,1,0.0,32.664787,[387  36] ; [79 32],[369.13483146  53.86516854] ; [96.86516854 14.13483146],1
d5,1,2.6e-05,17.659531,[363  60] ; [77 35],[347.88785047  75.11214953] ; [92.11214953 19.88785047],1
p10,1,9.5e-05,15.23479,[373  50] ; [83 30],[359.86567164  63.13432836] ; [96.13432836 16.86567164],1
d1,1,0.000117,14.832761,[277 149] ; [51 62],[259.23562152 166.76437848] ; [68.76437848 44.23562152],1
r4,1,0.000204,13.797006,[411  15] ; [99 14],[403.07977737  22.92022263] ; [106.92022263   6.07977737],1
p9,1,0.000252,13.395856,[377  45] ; [86 27],[365.20747664  56.79252336] ; [97.79252336 15.20747664],1
r1,1,0.000278,13.215393,[367  56] ; [82 31],[354.34141791  68.65858209] ; [94.65858209 18.34141791],1
p11,1,0.000486,12.168563,[362  64] ; [80 33],[349.33580705  76.66419295] ; [92.66419295 20.33580705],1
s4,1,0.000604,11.763824,[ 61 359] ; [32 81],[ 73.28330206 346.71669794] ; [19.71669794 93.28330206],1
v3,1,0.000673,11.56354,[192 223] ; [30 77],[176.49425287 238.50574713] ; [45.50574713 61.49425287],1
s7,1,0.000892,11.039213,[235 172] ; [43 65],[219.70097087 187.29902913] ; [58.29902913 49.70097087],1
v1,1,0.00101,10.809875,[254 165] ; [47 62],[238.86174242 180.13825758] ; [62.13825758 46.86174242],0
a5,1,0.001532,10.03959,[330  96] ; [71 42],[316.93135436 109.06864564] ; [84.06864564 28.93135436],0
a8,1,0.001709,9.83828,[ 70 314] ; [ 6 99],[ 59.6809816 324.3190184] ; [16.3190184 88.6809816],0
a2,1,0.001989,9.559219,[121 305] ; [16 97],[108.27829314 317.72170686] ; [28.72170686 84.27829314],0
a4,1,0.002014,9.537053,[204 220] ; [36 77],[189.4972067 234.5027933] ; [50.5027933 62.4972067],0
p5,1,0.002812,8.925685,[ 69 355] ; [  6 107],[ 59.21787709 364.78212291] ; [15.78212291 97.21787709],0
p6,1,0.004791,7.956639,[221 201] ; [41 69],[207.82706767 214.17293233] ; [54.17293233 55.82706767],0
a3,1,0.006386,7.438063,[323 101] ; [71 41],[311.67164179 112.32835821] ; [82.32835821 29.67164179],0
s8,1,0.009984,6.637767,[216 206] ; [42 70],[203.88764045 218.11235955] ; [54.11235955 57.88764045],0
p4,1,0.011731,6.351053,[303 120] ; [67 46],[291.99626866 131.00373134] ; [78.00373134 34.99626866],0
