Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
u3,1,0.109984,2.554444,[2 2] ; [ 2 13],[0.84210526 3.15789474] ; [ 3.15789474 11.84210526],0
s7,1,0.119088,2.429275,[2 4] ; [ 2 21],[0.82758621 5.17241379] ; [ 3.17241379 19.82758621],0
p11,1,0.171307,1.871468,[1 6] ; [11 15],[2.54545455 4.45454545] ; [ 9.45454545 16.54545455],0
a8,1,0.220671,1.5,[2 4] ; [ 3 21],[1. 5.] ; [ 4. 20.],0
n4,1,0.234965,1.410553,[5 2] ; [12 14],[3.60606061 3.39393939] ; [13.39393939 12.60606061],0
p2,1,0.234965,1.410553,[2 5] ; [14 12],[3.39393939 3.60606061] ; [12.60606061 13.39393939],0
a6,1,0.234965,1.410553,[2 5] ; [14 12],[3.39393939 3.60606061] ; [12.60606061 13.39393939],0
n3,1,0.37472,0.787953,[1 2] ; [8 5],[1.6875 1.3125] ; [7.3125 5.6875],0
v2,1,0.384742,0.755495,[1 6] ; [ 8 18],[1.90909091 5.09090909] ; [ 7.09090909 18.90909091],0
d3,1,0.403454,0.698009,[2 5] ; [12 14],[2.96969697 4.03030303] ; [11.03030303 14.96969697],0
u2,1,0.435488,0.608144,[1 3] ; [7 8],[1.68421053 2.31578947] ; [6.31578947 8.68421053],0
d1,1,0.488609,0.479588,[1 6] ; [ 7 19],[1.6969697 5.3030303] ; [ 6.3030303 19.6969697],0
b5,1,0.509126,0.435862,[5 2] ; [15 11],[4.24242424 2.75757576] ; [15.75757576 10.24242424],0
b4,1,0.509126,0.435862,[5 2] ; [15 11],[4.24242424 2.75757576] ; [15.75757576 10.24242424],0
p4,1,0.547045,0.362637,[3 4] ; [ 8 18],[2.33333333 4.66666667] ; [ 8.66666667 17.33333333],0
p9,1,0.582647,0.301976,[1 6] ; [ 6 19],[1.53125 5.46875] ; [ 5.46875 19.53125],0
a1,1,0.59015,0.29011,[1 6] ; [ 2 24],[0.63636364 6.36363636] ; [ 2.36363636 23.63636364],0
s1,1,0.59015,0.29011,[1 6] ; [ 2 24],[0.63636364 6.36363636] ; [ 2.36363636 23.63636364],0
p1,1,0.59015,0.29011,[1 6] ; [ 2 24],[0.63636364 6.36363636] ; [ 2.36363636 23.63636364],0
v3,1,0.59015,0.29011,[1 6] ; [ 2 24],[0.63636364 6.36363636] ; [ 2.36363636 23.63636364],0
a2,1,0.59015,0.29011,[1 6] ; [ 2 24],[0.63636364 6.36363636] ; [ 2.36363636 23.63636364],0
r4,1,0.59015,0.29011,[1 6] ; [ 2 24],[0.63636364 6.36363636] ; [ 2.36363636 23.63636364],0
s3,1,0.592948,0.285764,[3 4] ; [ 8 17],[2.40625 4.59375] ; [ 8.59375 16.40625],0
n6,1,0.605591,0.266645,[3 4] ; [14 12],[3.60606061 3.39393939] ; [13.39393939 12.60606061],0
v4,1,0.605591,0.266645,[3 4] ; [14 12],[3.60606061 3.39393939] ; [13.39393939 12.60606061],0
b1,1,0.629217,0.233124,[5 2] ; [16 10],[4.45454545 2.54545455] ; [16.54545455  9.45454545],0
p7,1,0.629217,0.233124,[2 5] ; [10 16],[2.54545455 4.45454545] ; [ 9.45454545 16.54545455],0
n2,1,0.686591,0.1628,[1 2] ; [6 7],[1.3125 1.6875] ; [5.6875 7.3125],0
a5,1,0.687421,0.161892,[3 4] ; [ 9 17],[2.54545455 4.45454545] ; [ 9.45454545 16.54545455],0
n1,1,0.711531,0.136752,[1 2] ; [ 3 10],[0.75 2.25] ; [3.25 9.75],0
a3,1,0.732074,0.117216,[3 3] ; [11 15],[2.625 3.375] ; [11.375 14.625],0
n5,1,0.737139,0.112658,[3 4] ; [13 13],[3.39393939 3.60606061] ; [12.60606061 13.39393939],0
r3,1,0.737139,0.112658,[3 4] ; [13 13],[3.39393939 3.60606061] ; [12.60606061 13.39393939],0
s2,1,0.763341,0.090659,[1 6] ; [ 5 21],[1.27272727 5.72727273] ; [ 4.72727273 21.27272727],0
a4,1,0.763341,0.090659,[2 5] ; [ 6 20],[1.6969697 5.3030303] ; [ 6.3030303 19.6969697],0
p3,1,0.804997,0.060952,[2 5] ; [ 6 19],[1.75 5.25] ; [ 6.25 18.75],0
b2,1,0.840825,0.040336,[1 3] ; [ 6 14],[1.16666667 2.83333333] ; [ 5.83333333 14.16666667],0
b3,1,0.840825,0.040336,[1 3] ; [ 6 14],[1.16666667 2.83333333] ; [ 5.83333333 14.16666667],0
d4,1,0.876438,0.024176,[4 3] ; [14 12],[3.81818182 3.18181818] ; [14.18181818 11.81818182],0
s6,1,0.910578,0.012613,[2 5] ; [ 8 18],[2.12121212 4.87878788] ; [ 7.87878788 18.12121212],0
s4,1,0.942621,0.005181,[1 6] ; [ 4 22],[1.06060606 5.93939394] ; [ 3.93939394 22.06060606],0
d5,1,0.979171,0.000682,[4 3] ; [15 11],[4.03030303 2.96969697] ; [14.96969697 11.03030303],0
a7,1,0.979171,0.000682,[3 4] ; [11 15],[2.96969697 4.03030303] ; [11.03030303 14.96969697],0
