Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.009734,6.682891,[ 6 17] ; [8 3],[ 9.47058824 13.52941176] ; [4.52941176 6.47058824],0
u3,1,0.009949,6.643951,[1 8] ; [4 1],[3.21428571 5.78571429] ; [1.78571429 3.21428571],0
v1,1,0.016776,5.719607,[ 5 18] ; [7 4],[ 8.11764706 14.88235294] ; [3.88235294 7.11764706],0
v4,1,0.020153,5.398599,[ 7 16] ; [8 3],[10.14705882 12.85294118] ; [4.85294118 6.14705882],0
b4,1,0.035175,4.436669,[10 13] ; [9 2],[12.85294118 10.14705882] ; [6.14705882 4.85294118],0
n2,1,0.035774,4.407857,[3 9] ; [4 1],[4.94117647 7.05882353] ; [2.05882353 2.94117647],0
n4,1,0.038104,4.300395,[15  8] ; [3 8],[12.17647059 10.82352941] ; [5.82352941 5.17647059],0
p2,1,0.104277,2.638879,[ 6 17] ; [6 5],[ 8.11764706 14.88235294] ; [3.88235294 7.11764706],0
a6,1,0.10993,2.555226,[13 10] ; [3 8],[10.82352941 12.17647059] ; [5.17647059 5.82352941],0
d4,1,0.10993,2.555226,[10 13] ; [8 3],[12.17647059 10.82352941] ; [5.82352941 5.17647059],0
d3,1,0.112925,2.512808,[ 8 15] ; [7 4],[10.14705882 12.85294118] ; [4.85294118 6.14705882],0
n5,1,0.112925,2.512808,[15  8] ; [4 7],[12.85294118 10.14705882] ; [6.14705882 4.85294118],0
r2,1,0.12471,2.357143,[12 10] ; [9 2],[14.  8.] ; [7. 4.],0
s7,1,0.165857,1.92,[ 2 18] ; [3 7],[ 3.33333333 16.66666667] ; [1.66666667 8.33333333],0
a5,1,0.171301,1.871521,[12 11] ; [3 8],[10.14705882 12.85294118] ; [4.85294118 6.14705882],0
p6,1,0.183363,1.770156,[ 1 22] ; [2 9],[ 2.02941176 20.97058824] ; [ 0.97058824 10.02941176],0
s2,1,0.183363,1.770156,[ 1 22] ; [2 9],[ 2.02941176 20.97058824] ; [ 0.97058824 10.02941176],0
d2,1,0.254616,1.297798,[11 12] ; [3 8],[ 9.47058824 13.52941176] ; [4.52941176 6.47058824],0
a7,1,0.271434,1.209486,[10 13] ; [7 4],[11.5 11.5] ; [5.5 5.5],0
b5,1,0.273344,1.199887,[ 8 15] ; [6 5],[ 9.47058824 13.52941176] ; [4.52941176 6.47058824],0
p3,1,0.30859,1.036702,[ 3 20] ; [3 8],[ 4.05882353 18.94117647] ; [1.94117647 9.05882353],0
s5,1,0.421885,0.645059,[ 2 21] ; [2 9],[ 2.70588235 20.29411765] ; [1.29411765 9.70588235],0
p4,1,0.421885,0.645059,[ 2 21] ; [2 9],[ 2.70588235 20.29411765] ; [1.29411765 9.70588235],0
p1,1,0.421885,0.645059,[ 2 21] ; [2 9],[ 2.70588235 20.29411765] ; [1.29411765 9.70588235],0
n3,1,0.490168,0.476157,[5 7] ; [3 2],[5.64705882 6.35294118] ; [2.35294118 2.64705882],0
p11,1,0.505005,0.444403,[ 4 19] ; [3 8],[ 4.73529412 18.26470588] ; [2.26470588 8.73529412],0
s4,1,0.522618,0.408723,[ 4 19] ; [ 1 10],[ 3.38235294 19.61764706] ; [1.61764706 9.38235294],0
a4,1,0.528871,0.396561,[11 12] ; [4 7],[10.14705882 12.85294118] ; [4.85294118 6.14705882],0
r1,1,0.538394,0.378524,[ 6 17] ; [4 7],[ 6.76470588 16.23529412] ; [3.23529412 7.76470588],0
d1,1,0.538394,0.378524,[ 6 17] ; [4 7],[ 6.76470588 16.23529412] ; [3.23529412 7.76470588],0
u2,1,0.576999,0.311111,[4 5] ; [3 2],[4.5 4.5] ; [2.5 2.5],0
s3,1,0.592177,0.286957,[ 6 16] ; [4 7],[ 6.66666667 15.33333333] ; [3.33333333 7.66666667],0
a3,1,0.61438,0.253846,[14  8] ; [6 5],[13.33333333  8.66666667] ; [6.66666667 4.33333333],0
p7,1,0.681867,0.168032,[ 6 17] ; [3 6],[ 6.46875 16.53125] ; [2.53125 6.46875],0
s6,1,0.692278,0.156631,[ 3 20] ; [2 9],[ 3.38235294 19.61764706] ; [1.61764706 9.38235294],0
a2,1,0.692278,0.156631,[ 3 20] ; [2 9],[ 3.38235294 19.61764706] ; [1.61764706 9.38235294],0
n1,1,0.70663,0.141667,[6 6] ; [2 3],[5.64705882 6.35294118] ; [2.35294118 2.64705882],0
b1,1,0.729562,0.119514,[16  7] ; [7 4],[15.55882353  7.44117647] ; [7.44117647 3.55882353],0
v2,1,0.73789,0.111989,[ 3 20] ; [ 1 10],[ 2.70588235 20.29411765] ; [1.29411765 9.70588235],0
b2,1,0.757354,0.095455,[7 7] ; [3 4],[6.66666667 7.33333333] ; [3.33333333 3.66666667],0
b3,1,0.757354,0.095455,[7 7] ; [3 4],[6.66666667 7.33333333] ; [3.33333333 3.66666667],0
v3,1,0.810339,0.057595,[ 5 18] ; [2 9],[ 4.73529412 18.26470588] ; [2.26470588 8.73529412],0
d5,1,0.896876,0.016798,[12 11] ; [6 5],[12.17647059 10.82352941] ; [5.82352941 5.17647059],0
s1,1,0.969677,0.001445,[ 2 21] ; [ 1 10],[ 2.02941176 20.97058824] ; [ 0.97058824 10.02941176],0
