Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.0,133.740314,[ 56 167] ; [316 121],[125.69090909  97.30909091] ; [246.30909091 190.69090909],1
p6,1,0.0,74.255644,[ 34 190] ; [216 220],[ 84.84848485 139.15151515] ; [165.15151515 270.84848485],1
p4,1,0.0,57.122841,[ 95 130] ; [318 122],[139.73684211  85.26315789] ; [273.26315789 166.73684211],1
p3,1,0.0,50.947682,[ 75 149] ; [276 164],[118.40963855 105.59036145] ; [232.59036145 207.40963855],1
p2,1,0.0,39.154845,[167  58] ; [404  35],[193.48644578  31.51355422] ; [377.51355422  61.48644578],1
s7,1,2e-06,22.171062,[ 79 140] ; [236 188],[107.28615863 111.71384137] ; [207.71384137 216.28615863],1
s8,1,2e-05,18.193322,[ 75 149] ; [223 215],[100.83383686 123.16616314] ; [197.16616314 240.83383686],1
s5,1,5.5e-05,16.277033,[ 48 163] ; [167 264],[ 70.66199377 140.33800623] ; [144.33800623 286.66199377],1
p5,1,8.3e-05,15.477924,[ 11 211] ; [ 68 372],[ 26.49244713 195.50755287] ; [ 52.50755287 387.49244713],1
p10,1,0.000173,14.105137,[178  47] ; [394  45],[193.8253012  31.1746988] ; [378.1746988  60.8253012],1
v3,1,0.003613,8.468591,[ 70 143] ; [192 236],[ 87.06084243 125.93915757] ; [174.93915757 253.06084243],0
v2,1,0.005853,7.594962,[106 105] ; [264 164],[122.17527387  88.82472613] ; [247.82472613 180.17527387],0
v1,1,0.006203,7.490416,[103 112] ; [256 176],[119.29675425  95.70324575] ; [239.70324575 192.29675425],0
r1,1,0.006336,7.452145,[173  51] ; [377  63],[185.54216867  38.45783133] ; [364.45783133  75.54216867],0
d3,1,0.007946,7.045704,[139  86] ; [317 124],[154.05405405  70.94594595] ; [301.94594595 139.05405405],0
r4,1,0.01117,6.438102,[205  20] ; [424  18],[212.1814093  12.8185907] ; [416.8185907  25.1814093],0
s2,1,0.016591,5.739164,[ 96 124] ; [235 204],[110.50075873 109.49924127] ; [220.49924127 218.50075873],0
n5,1,0.017455,5.650016,[161  63] ; [353  88],[173.13684211  50.86315789] ; [340.86315789 100.13684211],0
s6,1,0.018322,5.565051,[133  89] ; [298 133],[146.52679939  75.47320061] ; [284.47320061 146.52679939],0
d1,1,0.01987,5.423276,[121 104] ; [279 163],[134.93253373  90.06746627] ; [265.06746627 176.93253373],0
d5,1,0.0247,5.044785,[172  53] ; [368  72],[182.70676692  42.29323308] ; [357.29323308  82.70676692],0
b5,1,0.033548,4.517601,[146  79] ; [249 193],[133.24587706  91.75412294] ; [261.75412294 180.24587706],0
s3,1,0.035102,4.440189,[112 109] ; [258 177],[124.64939024  96.35060976] ; [245.35060976 189.64939024],0
p9,1,0.035206,4.435132,[189  35] ; [395  44],[197.3092006  26.6907994] ; [386.6907994  52.3092006],0
a3,1,0.035423,4.424666,[151  74] ; [330 111],[162.5  62.5] ; [318.5 122.5],0
a8,1,0.044338,4.043653,[ 21 186] ; [ 65 338],[ 29.18360656 177.81639344] ; [ 56.81639344 346.18360656],0
a2,1,0.046091,3.97827,[ 42 183] ; [113 329],[ 52.28635682 172.71364318] ; [102.71364318 339.28635682],0
v4,1,0.04713,3.940738,[214  10] ; [432   8],[217.92771084   6.07228916] ; [428.07228916  11.92771084],0
u3,1,0.048684,3.886217,[51 23] ; [61 51],[44.55913978 29.44086022] ; [67.44086022 44.55913978],0
b1,1,0.060083,3.535094,[ 67 158] ; [164 278],[ 77.92353823 147.07646177] ; [153.07646177 288.92353823],0
n6,1,0.073964,3.192772,[190  35] ; [391  47],[197.1719457  27.8280543] ; [383.8280543  54.1719457],0
d4,1,0.10475,2.631687,[177  47] ; [370  70],[184.53012048  39.46987952] ; [362.46987952  77.53012048],0
n4,1,0.124553,2.359117,[173  52] ; [362  80],[180.47226387  44.52773613] ; [354.52773613  87.47226387],0
b4,1,0.144444,2.129962,[143  82] ; [255 187],[134.25787106  90.74212894] ; [263.74212894 178.25787106],0
a1,1,0.145922,2.114373,[  7 218] ; [ 25 417],[ 10.7946027 214.2053973] ; [ 21.2053973 420.7946027],0
n1,1,0.190014,1.717511,[25 33] ; [23 49],[21.41538462 36.58461538] ; [26.58461538 45.41538462],0
u1,1,0.212816,1.552163,[ 34 191] ; [ 84 358],[ 39.80509745 185.19490255] ; [ 78.19490255 363.80509745],0
p1,1,0.224691,1.47416,[ 16 208] ; [ 44 396],[ 20.24096386 203.75903614] ; [ 39.75903614 400.24096386],0
a7,1,0.394464,0.725138,[156  68] ; [321 120],[160.67368421  63.32631579] ; [316.32631579 124.67368421],0
r3,1,0.430707,0.620915,[216   8] ; [430  11],[217.6   6.4] ; [428.4  12.6],0
s1,1,0.508032,0.438118,[  7 215] ; [ 10 427],[  5.72685888 216.27314112] ; [ 11.27314112 425.72685888],0
n3,1,0.573476,0.316901,[42 16] ; [56 17],[43.38931298 14.61068702] ; [54.61068702 18.38931298],0
u4,1,0.603601,0.269598,[  6 219] ; [  9 433],[  5.05997001 219.94002999] ; [  9.94002999 432.05997001],0
a6,1,0.6752,0.17558,[158  67] ; [302 138],[155.63909774  69.36090226] ; [304.36090226 135.63909774],0
s4,1,0.691172,0.15782,[ 33 189] ; [ 70 366],[ 34.75075988 187.24924012] ; [ 68.24924012 367.75075988],0
a5,1,0.707744,0.14054,[166  59] ; [332 110],[167.9910045  57.0089955] ; [330.0089955 111.9910045],0
n2,1,0.733376,0.116035,[43 15] ; [56 17],[43.83206107 14.16793893] ; [55.16793893 17.83206107],0
u2,1,0.761944,0.091766,[43 31] ; [62 49],[42. 32.] ; [63. 48.],0
p12,1,0.82131,0.051013,[ 21 202] ; [ 39 400],[ 20.21148036 202.78851964] ; [ 39.78851964 399.21148036],0
b2,1,0.826111,0.048265,[52 79] ; [118 171],[53.02380952 77.97619048] ; [116.97619048 172.02380952],0
b3,1,0.826111,0.048265,[52 79] ; [118 171],[53.02380952 77.97619048] ; [116.97619048 172.02380952],0
d2,1,0.850409,0.035569,[105 117] ; [212 229],[106.14479638 115.85520362] ; [210.85520362 230.14479638],0
a4,1,0.890634,0.018907,[102 123] ; [197 243],[101.16541353 123.83458647] ; [197.83458647 242.16541353],0
