Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,44.922573,[10 43] ; [37  5],[26.22105263 26.77894737] ; [20.77894737 21.22105263],1
d5,1,0.0,28.120046,[25 28] ; [41  1],[36.82105263 16.17894737] ; [29.17894737 12.82105263],1
a2,1,1.6e-05,18.610268,[ 1 52] ; [15 28],[ 8.83333333 44.16666667] ; [ 7.16666667 35.83333333],1
a4,1,6.4e-05,15.983203,[13 40] ; [28 15],[22.63541667 30.36458333] ; [18.36458333 24.63541667],1
d3,1,0.000207,13.77059,[23 30] ; [34  8],[31.8 21.2] ; [25.2 16.8],1
a5,1,0.000572,11.864853,[25 28] ; [35  8],[33.125 19.875] ; [26.875 16.125],1
b3,1,0.001333,10.295625,[ 5 27] ; [14 11],[10.66666667 21.33333333] ; [ 8.33333333 16.66666667],0
b2,1,0.001333,10.295625,[ 5 27] ; [14 11],[10.66666667 21.33333333] ; [ 8.33333333 16.66666667],0
n5,1,0.003229,8.673106,[26 27] ; [33  9],[32.91578947 20.08421053] ; [26.08421053 15.91578947],0
s6,1,0.012338,6.26157,[32 21] ; [36  7],[37.54166667 15.45833333] ; [30.45833333 12.54166667],0
p7,1,0.012924,6.179469,[35 18] ; [17 25],[29.01052632 23.98947368] ; [22.98947368 19.01052632],0
s7,1,0.023344,5.142752,[21 29] ; [27 14],[26.37362637 23.62637363] ; [21.62637363 19.37362637],0
n4,1,0.024455,5.062041,[30 23] ; [33  9],[35.14736842 17.85263158] ; [27.85263158 14.14736842],0
a3,1,0.024471,5.060964,[27 25] ; [32 11],[32.29473684 19.70526316] ; [26.70526316 16.29473684],0
s8,1,0.040623,4.191672,[14 39] ; [20 23],[18.77083333 34.22916667] ; [15.22916667 27.77083333],0
s2,1,0.053803,3.718795,[28 25] ; [31 12],[32.57291667 20.42708333] ; [26.42708333 16.57291667],0
a6,1,0.057391,3.61121,[25 28] ; [28 14],[29.56842105 23.43157895] ; [23.43157895 18.56842105],0
r2,1,0.064522,3.417152,[44  9] ; [40  2],[46.86315789  6.13684211] ; [37.13684211  4.86315789],0
u2,1,0.07044,3.272727,[10 15] ; [8 3],[12.5 12.5] ; [5.5 5.5],0
p6,1,0.10085,2.692046,[12 41] ; [16 26],[15.62105263 37.37894737] ; [12.37894737 29.62105263],0
p4,1,0.10504,2.62731,[22 31] ; [25 18],[25.94791667 27.05208333] ; [21.05208333 21.94791667],0
v2,1,0.107158,2.595637,[18 34] ; [21 20],[21.80645161 30.19354839] ; [17.19354839 23.80645161],0
n2,1,0.109281,2.56459,[14  4] ; [10  9],[11.67567568  6.32432432] ; [12.32432432  6.67567568],0
r1,1,0.134769,2.236687,[36 17] ; [35  8],[39.19791667 13.80208333] ; [31.80208333 11.19791667],0
n6,1,0.136841,2.213131,[30 23] ; [30 12],[33.47368421 19.52631579] ; [26.52631579 15.47368421],0
p1,1,0.175152,1.838286,[ 3 49] ; [ 6 37],[ 4.92631579 47.07368421] ; [ 4.07368421 38.92631579],0
p9,1,0.175542,1.834971,[19 32] ; [22 21],[22.24468085 28.75531915] ; [18.75531915 24.24468085],0
u3,1,0.202152,1.626759,[13 13] ; [8 3],[14.75675676 11.24324324] ; [6.24324324 4.75675676],0
r3,1,0.214334,1.541909,[45  8] ; [40  3],[46.92708333  6.07291667] ; [38.07291667  4.92708333],0
a1,1,0.265772,1.238438,[ 2 51] ; [ 4 39],[ 3.3125 49.6875] ; [ 2.6875 40.3125],0
a7,1,0.277917,1.177246,[30 23] ; [29 14],[32.57291667 20.42708333] ; [26.42708333 16.57291667],0
n1,1,0.316563,1.003096,[ 7 11] ; [10  8],[8.5 9.5] ; [8.5 9.5],0
s4,1,0.397879,0.714728,[14 39] ; [ 8 34],[12.27368421 40.72631579] ; [ 9.72631579 32.27368421],0
v4,1,0.416968,0.658844,[45  8] ; [38  4],[46.30526316  6.69473684] ; [36.69473684  5.30526316],0
n3,1,0.428602,0.626609,[12  5] ; [11  8],[10.86111111  6.13888889] ; [12.13888889  6.86111111],0
v1,1,0.507358,0.439513,[20 32] ; [19 23],[21.57446809 30.42553191] ; [17.42553191 24.57446809],0
a8,1,0.565045,0.331044,[ 9 42] ; [ 5 33],[ 8.02247191 42.97752809] ; [ 5.97752809 32.02247191],0
p3,1,0.565107,0.330939,[22 31] ; [15 27],[20.64210526 32.35789474] ; [16.35789474 25.64210526],0
