Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,81.796798,[ 44 204] ; [154 120],[ 94.06896552 153.93103448] ; [103.93103448 170.06896552],1
r1,1,0.0,32.716643,[177  78] ; [250  30],[203.52336449  51.47663551] ; [223.47663551  56.52336449],1
r3,1,0.0,27.339195,[222  35] ; [276   5],[237.89219331  19.10780669] ; [260.10780669  20.89219331],1
d1,1,1.9e-05,18.251981,[116 141] ; [179 103],[140.65862709 116.34137291] ; [154.34137291 127.65862709],1
v1,1,2.1e-05,18.125272,[ 94 156] ; [155 121],[118.3460076 131.6539924] ; [130.6539924 145.3460076],1
d4,1,7.6e-05,15.657625,[184  72] ; [241  40],[202.60707635  53.39292365] ; [222.39292365  58.60707635],1
a5,1,0.000187,13.958787,[164  93] ; [221  61],[183.57142857  73.42857143] ; [201.42857143  80.57142857],1
p10,1,0.000235,13.526255,[171  82] ; [228  52],[189.39399625  63.60600375] ; [209.60600375  70.39399625],1
r4,1,0.000324,12.929044,[217  40] ; [265  17],[229.82189239  27.17810761] ; [252.17810761  29.82189239],1
p7,1,0.000513,12.066459,[102 147] ; [156 122],[121.90132827 127.09867173] ; [136.09867173 141.90132827],1
p11,1,0.000694,11.505297,[173  84] ; [226  56],[190.24675325  66.75324675] ; [208.75324675  73.24675325],1
d5,1,0.000804,11.232941,[188  68] ; [240  42],[203.65799257  52.34200743] ; [224.34200743  57.65799257],1
p9,1,0.001108,10.637094,[179  72] ; [232  47],[194.64339623  56.35660377] ; [216.35660377  62.64339623],0
s1,1,0.001227,10.449358,[ 16 238] ; [  3 274],[  9.08851224 244.91148776] ; [  9.91148776 267.08851224],0
d3,1,0.002034,9.518227,[150 106] ; [201  81],[167.01858736  88.98141264] ; [183.98141264  98.01858736],0
s8,1,0.005981,7.556047,[ 76 180] ; [115 165],[ 91.2238806 164.7761194] ; [ 99.7761194 180.2238806],0
p3,1,0.007762,7.087676,[ 87 168] ; [128 154],[102.09497207 152.90502793] ; [112.90502793 169.09497207],0
s7,1,0.009578,6.711674,[ 84 158] ; [125 147],[ 98.40077821 143.59922179] ; [110.59922179 161.40077821],0
a3,1,0.01055,6.539586,[162  93] ; [208  74],[175.69832402  79.30167598] ; [194.30167598  87.69832402],0
p2,1,0.013213,6.140331,[182  73] ; [227  55],[194.21787709  60.78212291] ; [214.78212291  67.21787709],0
p8,1,0.013338,6.123739,[ 90 165] ; [127 150],[104.01315789 150.98684211] ; [112.98684211 164.01315789],0
n6,1,0.018419,5.555862,[194  62] ; [235  45],[204.89552239  51.10447761] ; [224.10447761  55.89552239],0
s5,1,0.027488,4.859864,[ 60 191] ; [ 89 184],[ 71.3721374 179.6278626] ; [ 77.6278626 195.3721374],0
b1,1,0.031226,4.640509,[104 153] ; [ 89 193],[ 92.02411874 164.97588126] ; [100.97588126 181.02411874],0
p4,1,0.040765,4.185743,[105 150] ; [140 140],[116.77570093 138.22429907] ; [128.22429907 151.77570093],0
v4,1,0.051672,3.786361,[235  20] ; [270  11],[240.25186567  14.74813433] ; [264.74813433  16.25186567],0
n2,1,0.062558,3.468229,[53 27] ; [46 11],[57.81021898 22.18978102] ; [41.18978102 15.81021898],0
a7,1,0.07183,3.240698,[175  82] ; [211  70],[184.39033457  72.60966543] ; [201.60966543  79.39033457],0
s6,1,0.095245,2.783412,[143 111] ; [175 101],[152.4 101.6] ; [165.6 110.4],0
a2,1,0.103335,2.653299,[ 48 209] ; [ 69 213],[ 55.78664193 201.21335807] ; [ 61.21335807 220.78664193],0
u1,1,0.143105,2.144252,[ 33 224] ; [ 49 233],[ 39.09833024 217.90166976] ; [ 42.90166976 239.09833024],0
d2,1,0.156556,2.007177,[111 143] ; [140 141],[119.16635514 134.83364486] ; [131.83364486 149.16635514],0
s4,1,0.161868,1.956688,[ 46 210] ; [ 38 242],[ 40.11940299 215.88059701] ; [ 43.88059701 236.11940299],0
