Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r2,1,5.4e-05,16.30777,[6 5] ; [165  14],[9.9 1.1] ; [161.1  17.9],1
r3,1,0.001542,10.027242,[8 3] ; [173   8],[10.36979167  0.63020833] ; [170.63020833  10.36979167],0
r4,1,0.008323,6.962531,[6 5] ; [154  27],[9.16666667 1.83333333] ; [150.83333333  30.16666667],0
a6,1,0.035336,4.428865,[4 7] ; [122  59],[7.21875 3.78125] ; [118.78125  62.21875],0
p10,1,0.091355,2.850334,[5 6] ; [125  54],[7.52631579 3.47368421] ; [122.47368421  56.52631579],0
d1,1,0.096864,2.756427,[3 8] ; [96 85],[5.671875 5.328125] ; [93.328125 87.671875],0
s2,1,0.126531,2.334551,[2 9] ; [ 75 106],[4.41145833 6.58854167] ; [ 72.58854167 108.41145833],0
n6,1,0.163418,1.942309,[5 6] ; [119  61],[7.14136126 3.85863874] ; [116.85863874  63.14136126],0
b3,1,0.172864,1.857926,[4 4] ; [27 72],[2.31775701 5.68224299] ; [28.68224299 70.31775701],0
b2,1,0.172864,1.857926,[4 4] ; [27 72],[2.31775701 5.68224299] ; [28.68224299 70.31775701],0
a5,1,0.185258,1.754934,[5 6] ; [118  63],[7.046875 3.953125] ; [115.953125  65.046875],0
b1,1,0.213872,1.54502,[6 5] ; [ 65 116],[4.06770833 6.93229167] ; [ 66.93229167 114.06770833],0
s8,1,0.230981,1.434811,[2 9] ; [ 65 116],[3.83854167 7.16145833] ; [ 63.16145833 117.83854167],0
a7,1,0.235742,1.405874,[7 4] ; [142  38],[8.58115183 2.41884817] ; [140.41884817  39.58115183],0
p3,1,0.271222,1.210557,[3 8] ; [ 80 101],[4.75520833 6.24479167] ; [ 78.24479167 102.75520833],0
p9,1,0.302658,1.062447,[7 4] ; [139  41],[8.40837696 2.59162304] ; [137.59162304  42.40837696],0
v2,1,0.370401,0.802318,[4 7] ; [87 86],[5.44021739 5.55978261] ; [85.55978261 87.44021739],0
d5,1,0.376306,0.782735,[7 4] ; [136  44],[8.23560209 2.76439791] ; [134.76439791  45.23560209],0
a4,1,0.425541,0.634961,[5 6] ; [ 61 120],[3.78125 7.21875] ; [ 62.21875 118.78125],0
d3,1,0.428597,0.626623,[7 4] ; [134  46],[8.12041885 2.87958115] ; [132.87958115  47.12041885],0
r1,1,0.428597,0.626623,[7 4] ; [134  46],[8.12041885 2.87958115] ; [132.87958115  47.12041885],0
p6,1,0.434687,0.610267,[2 9] ; [ 51 124],[3.1344086 7.8655914] ; [ 49.8655914 125.1344086],0
d4,1,0.455735,0.55635,[8 3] ; [148  33],[8.9375 2.0625] ; [147.0625  33.9375],0
p4,1,0.461594,0.542027,[4 7] ; [86 94],[5.18324607 5.81675393] ; [84.81675393 95.18324607],0
b4,1,0.470525,0.520743,[8 3] ; [112  69],[6.875 4.125] ; [113.125  67.875],0
n2,1,0.481115,0.496334,[2 2] ; [35 17],[2.64285714 1.35714286] ; [34.35714286 17.64285714],0
a3,1,0.506161,0.441995,[8 3] ; [113  67],[6.96858639 4.03141361] ; [114.03141361  65.96858639],0
p11,1,0.531359,0.391792,[7 4] ; [131  50],[7.90625 3.09375] ; [130.09375  50.90625],0
s6,1,0.537156,0.380837,[5 6] ; [99 81],[5.9895288 5.0104712] ; [98.0104712 81.9895288],0
a2,1,0.538741,0.377878,[ 1 10] ; [ 29 152],[1.71875 9.28125] ; [ 28.28125 152.71875],0
p7,1,0.604519,0.268234,[6 5] ; [111  67],[6.80952381 4.19047619] ; [110.19047619  67.80952381],0
p5,1,0.621217,0.244161,[ 1 10] ; [ 10 171],[ 0.63020833 10.36979167] ; [ 10.36979167 170.63020833],0
s5,1,0.632687,0.228434,[2 8] ; [ 47 128],[2.64864865 7.35135135] ; [ 46.35135135 128.64864865],0
b5,1,0.65449,0.200286,[6 5] ; [111  70],[6.703125 4.296875] ; [110.296875  70.703125],0
n4,1,0.713296,0.135008,[4 7] ; [ 76 105],[4.58333333 6.41666667] ; [ 75.41666667 105.58333333],0
s7,1,0.753481,0.098629,[3 7] ; [ 61 114],[3.45945946 6.54054054] ; [ 60.54054054 114.45945946],0
s3,1,0.756076,0.096496,[5 6] ; [90 89],[5.5 5.5] ; [89.5 89.5],0
p8,1,0.783647,0.075388,[5 5] ; [82 98],[4.57894737 5.42105263] ; [82.42105263 97.57894737],0
a8,1,0.814988,0.054754,[1 9] ; [ 13 151],[0.8045977 9.1954023] ; [ 13.1954023 150.8045977],0
d2,1,0.822058,0.05058,[4 7] ; [ 72 109],[4.35416667 6.64583333] ; [ 71.64583333 109.35416667],0
s4,1,0.889547,0.019287,[2 9] ; [ 30 151],[1.83333333 9.16666667] ; [ 30.16666667 150.83333333],0
v1,1,0.898718,0.016201,[4 7] ; [ 67 108],[4.19892473 6.80107527] ; [ 66.80107527 108.19892473],0
