Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,2e-06,23.004451,[33  7] ; [50 78],[19.76190476 20.23809524] ; [63.23809524 64.76190476],1
p4,1,0.000225,13.608081,[29 12] ; [50 82],[18.72254335 22.27745665] ; [60.27745665 71.72254335],1
p8,1,0.003379,8.59079,[26 15] ; [49 82],[17.87790698 23.12209302] ; [57.12209302 73.87790698],0
p1,1,0.00507,7.854327,[ 6 34] ; [  4 126],[ 2.35294118 37.64705882] ; [  7.64705882 122.35294118],0
p3,1,0.008623,6.899347,[22 19] ; [41 91],[14.93063584 26.06936416] ; [48.06936416 83.93063584],0
a4,1,0.008623,6.899347,[22 19] ; [41 91],[14.93063584 26.06936416] ; [48.06936416 83.93063584],0
s8,1,0.012237,6.276222,[19 21] ; [35 97],[12.55813953 27.44186047] ; [41.44186047 90.55813953],0
s5,1,0.012478,6.241637,[19 20] ; [35 93],[12.61077844 26.38922156] ; [41.38922156 86.61077844],0
s7,1,0.016973,5.699194,[20 21] ; [35 88],[13.75 27.25] ; [41.25 81.75],0
v1,1,0.019964,5.415,[23 17] ; [47 81],[16.66666667 23.33333333] ; [53.33333333 74.66666667],0
s4,1,0.022155,5.233594,[16 25] ; [ 28 104],[10.42774566 30.57225434] ; [33.57225434 98.42774566],0
b1,1,0.029905,4.714749,[20 21] ; [40 92],[14.21965318 26.78034682] ; [45.78034682 86.21965318],0
s2,1,0.03399,4.495205,[24 17] ; [52 79],[18.11627907 22.88372093] ; [57.88372093 73.11627907],0
s6,1,0.054313,3.703042,[29 10] ; [75 56],[23.85882353 15.14117647] ; [80.14117647 50.85882353],0
p9,1,0.077903,3.108124,[35  6] ; [91 36],[30.75 10.25] ; [95.25 31.75],0
b2,1,0.083889,2.987897,[11 13] ; [17 47],[ 7.63636364 16.36363636] ; [20.36363636 43.63636364],0
b3,1,0.083889,2.987897,[11 13] ; [17 47],[ 7.63636364 16.36363636] ; [20.36363636 43.63636364],0
u1,1,0.109367,2.563341,[ 7 34] ; [ 11 121],[ 4.26589595 36.73410405] ; [ 13.73410405 118.26589595],0
u2,1,0.122067,2.3906,[12  4] ; [26 23],[9.35384615 6.64615385] ; [28.64615385 20.35384615],0
p10,1,0.124164,2.363994,[33  8] ; [87 41],[29.11242604 11.88757396] ; [90.88757396 37.11242604],0
n1,1,0.138676,2.192584,[ 8 11] ; [12 38],[ 5.50724638 13.49275362] ; [14.49275362 35.50724638],0
n2,1,0.13991,2.178947,[15  4] ; [30 20],[12.39130435  6.60869565] ; [32.60869565 17.39130435],0
a7,1,0.167455,1.90558,[28 13] ; [104  28],[31.28323699  9.71676301] ; [100.71676301  31.28323699],0
v4,1,0.188078,1.732609,[40  1] ; [119  11],[38.12280702  2.87719298] ; [120.87719298   9.12280702],0
r4,1,0.199268,1.64773,[36  5] ; [104  28],[33.17919075  7.82080925] ; [106.82080925  25.17919075],0
p11,1,0.2088,1.579726,[29 12] ; [79 53],[25.59537572 15.40462428] ; [82.40462428 49.59537572],0
n5,1,0.251566,1.314584,[16 24] ; [40 92],[13.02325581 26.97674419] ; [42.97674419 89.02325581],0
a6,1,0.296292,1.090809,[24 17] ; [89 43],[26.78034682 14.21965318] ; [86.21965318 45.78034682],0
v3,1,0.31511,1.009137,[ 8 31] ; [35 87],[10.41614907 28.58385093] ; [32.58385093 89.41614907],0
b5,1,0.330906,0.945351,[28 13] ; [79 53],[25.3583815 15.6416185] ; [81.6416185 50.3583815],0
r1,1,0.357715,0.845898,[27 14] ; [96 35],[29.31976744 11.68023256] ; [93.68023256 37.31976744],0
r2,1,0.381504,0.76585,[39  2] ; [119  12],[37.6627907  3.3372093] ; [120.3372093  10.6627907],0
a1,1,0.384405,0.756567,[ 2 39] ; [  3 129],[ 1.1849711 39.8150289] ; [  3.8150289 128.1849711],0
r3,1,0.387585,0.746505,[39  2] ; [120  12],[37.68208092  3.31791908] ; [121.31791908  10.68208092],0
p12,1,0.389342,0.740997,[ 2 39] ; [  3 128],[ 1.19186047 39.80813953] ; [  3.80813953 127.19186047],0
d2,1,0.429554,0.62403,[19 22] ; [52 80],[16.8265896 24.1734104] ; [54.1734104 77.8265896],0
a2,1,0.43023,0.622202,[ 8 33] ; [ 19 113],[ 6.39884393 34.60115607] ; [ 20.60115607 111.39884393],0
p2,1,0.433655,0.613015,[31 10] ; [90 40],[29.01169591 11.98830409] ; [91.98830409 38.01169591],0
v2,1,0.462831,0.53904,[23 17] ; [62 60],[20.98765432 19.01234568] ; [64.01234568 57.98765432],0
n3,1,0.53152,0.391484,[11  8] ; [33 17],[12.11594203  6.88405797] ; [31.88405797 18.11594203],0
s3,1,0.571112,0.320826,[21 20] ; [60 70],[19.42105263 21.57894737] ; [61.57894737 68.42105263],0
d3,1,0.610149,0.259958,[31  9] ; [97 35],[29.76744186 10.23255814] ; [98.23255814 33.76744186],0
d4,1,0.63815,0.22117,[36  5] ; [112  20],[35.07514451  5.92485549] ; [112.92485549  19.07514451],0
a8,1,0.693756,0.15505,[ 1 37] ; [  2 120],[ 0.7125 37.2875] ; [  2.2875 119.7125],0
d1,1,0.747092,0.103991,[26 15] ; [80 52],[25.12138728 15.87861272] ; [80.87861272 51.12138728],0
p5,1,0.771239,0.084538,[ 2 39] ; [  5 125],[ 1.67836257 39.32163743] ; [  5.32163743 124.67836257],0
