Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,66.667507,[ 1 31] ; [73 13],[20.06779661 11.93220339] ; [53.93220339 32.06779661],1
r1,1,0.0,26.696543,[ 9 23] ; [68 18],[20.88135593 11.11864407] ; [56.11864407 29.88135593],1
v4,1,0.0,25.885096,[13 19] ; [73 11],[23.72413793  8.27586207] ; [62.27586207 21.72413793],1
p11,1,7e-06,20.107367,[ 6 26] ; [56 30],[16.81355932 15.18644068] ; [45.18644068 40.81355932],1
p2,1,1.3e-05,19.013061,[10 22] ; [63 21],[20.13793103 11.86206897] ; [52.86206897 31.13793103],1
v2,1,0.000337,12.850484,[ 4 27] ; [40 40],[12.28828829 18.71171171] ; [31.71171171 48.28828829],1
a1,1,0.000375,12.651124,[ 7 25] ; [ 2 84],[ 2.44067797 29.55932203] ; [ 6.55932203 79.44067797],1
r2,1,0.001119,10.618802,[18 13] ; [74 12],[24.37606838  6.62393162] ; [67.62393162 18.37606838],0
p4,1,0.002109,9.452256,[ 4 28] ; [36 48],[11.03448276 20.96551724] ; [28.96551724 55.03448276],0
p8,1,0.002765,8.956221,[ 4 27] ; [36 48],[10.7826087 20.2173913] ; [29.2173913 54.7826087],0
n3,1,0.013991,6.039216,[ 6 10] ; [21  7],[9.81818182 6.18181818] ; [17.18181818 10.81818182],0
p9,1,0.016909,5.705831,[12 19] ; [54 31],[17.63793103 13.36206897] ; [48.36206897 36.63793103],0
d5,1,0.018508,5.54746,[17 15] ; [65 21],[22.23728814  9.76271186] ; [59.76271186 26.23728814],0
s6,1,0.018723,5.527244,[ 5 27] ; [33 53],[10.30508475 21.69491525] ; [27.69491525 58.30508475],0
d4,1,0.018953,5.505882,[16 16] ; [62 23],[21.33333333 10.66666667] ; [56.66666667 28.33333333],0
p10,1,0.019297,5.474381,[ 9 22] ; [45 39],[14.55652174 16.44347826] ; [39.44347826 44.55652174],0
p7,1,0.022366,5.217106,[ 9 22] ; [44 39],[14.4122807 16.5877193] ; [38.5877193 44.4122807],0
b5,1,0.022615,5.197862,[13 19] ; [55 31],[18.44067797 13.55932203] ; [49.55932203 36.44067797],0
n5,1,0.034626,4.463523,[19 13] ; [32 53],[13.94871795 18.05128205] ; [37.05128205 47.94871795],0
a5,1,0.035684,4.412137,[14 18] ; [56 30],[18.98305085 13.01694915] ; [51.01694915 34.98305085],0
b3,1,0.039116,4.255813,[10 10] ; [12 37],[ 6.37681159 13.62318841] ; [15.62318841 33.37681159],0
b2,1,0.039116,4.255813,[10 10] ; [12 37],[ 6.37681159 13.62318841] ; [15.62318841 33.37681159],0
u3,1,0.042548,4.113283,[ 3 10] ; [17 13],[6.04651163 6.95348837] ; [13.95348837 16.04651163],0
p3,1,0.045649,3.994509,[ 5 27] ; [29 55],[ 9.37931034 22.62068966] ; [24.62068966 59.37931034],0
p6,1,0.056038,3.650934,[ 2 30] ; [17 63],[ 5.42857143 26.57142857] ; [13.57142857 66.42857143],0
d3,1,0.060561,3.521943,[13 19] ; [51 34],[17.5042735 14.4957265] ; [46.4957265 38.5042735],0
a6,1,0.061915,3.485329,[16 16] ; [59 27],[20.33898305 11.66101695] ; [54.66101695 31.33898305],0
s8,1,0.075718,3.154501,[ 2 30] ; [17 69],[ 5.15254237 26.84745763] ; [13.84745763 72.15254237],0
a7,1,0.081531,3.034112,[16 16] ; [58 28],[20.06779661 11.93220339] ; [53.93220339 32.06779661],0
b1,1,0.10412,2.641279,[21 11] ; [42 44],[17.08474576 14.91525424] ; [45.91525424 40.08474576],0
n2,1,0.13272,2.260396,[7 9] ; [20 10],[9.39130435 6.60869565] ; [17.60869565 12.39130435],0
d1,1,0.140155,2.176261,[ 9 23] ; [37 49],[12.47457627 19.52542373] ; [33.52542373 52.47457627],0
u2,1,0.206404,1.596473,[6 7] ; [20 10],[7.86046512 5.13953488] ; [18.13953488 11.86046512],0
n1,1,0.209077,1.577804,[8 8] ; [ 9 20],[6.04444444 9.95555556] ; [10.95555556 18.04444444],0
v3,1,0.459348,0.547482,[ 6 26] ; [20 59],[ 7.4954955 24.5045045] ; [18.5045045 60.4954955],0
p1,1,0.481085,0.496403,[ 4 28] ; [ 7 78],[ 3.00854701 28.99145299] ; [ 7.99145299 77.00854701],0
v1,1,0.520232,0.413433,[10 22] ; [32 53],[11.48717949 20.51282051] ; [30.51282051 54.48717949],0
s7,1,0.5298,0.394774,[ 4 25] ; [15 64],[ 5.10185185 23.89814815] ; [13.89814815 65.10185185],0
s3,1,0.542508,0.370911,[ 7 24] ; [24 61],[ 8.28448276 22.71551724] ; [22.71551724 62.28448276],0
a4,1,0.595753,0.28145,[14 18] ; [33 53],[12.74576271 19.25423729] ; [34.25423729 51.74576271],0
a8,1,0.690626,0.158408,[ 2 29] ; [ 7 73],[ 2.51351351 28.48648649] ; [ 6.48648649 73.51351351],0
a3,1,0.70341,0.144949,[19 12] ; [56 30],[19.87179487 11.12820513] ; [55.12820513 30.87179487],0
n4,1,0.788933,0.071662,[18 14] ; [46 40],[17.3559322 14.6440678] ; [46.6440678 39.3559322],0
d2,1,0.81469,0.054934,[13 19] ; [37 49],[13.55932203 18.44067797] ; [36.44067797 49.55932203],0
b4,1,0.87664,0.024096,[18 14] ; [47 39],[17.62711864 14.37288136] ; [47.37288136 38.62711864],0
p5,1,0.909287,0.012982,[ 2 29] ; [ 5 80],[ 1.87068966 29.12931034] ; [ 5.12931034 79.87068966],0
a2,1,0.931514,0.007386,[ 5 27] ; [14 72],[ 5.15254237 26.84745763] ; [13.84745763 72.15254237],0
s1,1,0.94042,0.005586,[ 2 30] ; [ 5 80],[ 1.91452991 30.08547009] ; [ 5.08547009 79.91452991],0
s5,1,0.964454,0.001986,[ 4 28] ; [10 72],[ 3.92982456 28.07017544] ; [10.07017544 71.92982456],0
s4,1,0.990369,0.000146,[ 3 29] ; [ 8 78],[ 2.98305085 29.01694915] ; [ 8.01694915 77.98305085],0
