Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,2.9e-05,17.449886,[37  4] ; [37 35],[26.84955752 14.15044248] ; [47.15044248 24.84955752],1
p8,1,3.4e-05,17.190102,[31 11] ; [25 49],[20.27586207 21.72413793] ; [35.72413793 38.27586207],1
p4,1,0.012723,6.207158,[28 14] ; [32 43],[21.53846154 20.46153846] ; [38.46153846 36.53846154],0
p3,1,0.013557,6.09499,[22 20] ; [22 53],[15.79487179 26.20512821] ; [28.20512821 46.79487179],0
p12,1,0.045469,4.001147,[ 5 37] ; [ 2 72],[ 2.53448276 39.46551724] ; [ 4.46551724 69.53448276],0
a4,1,0.050478,3.825504,[11 31] ; [ 9 66],[ 7.17948718 34.82051282] ; [12.82051282 62.17948718],0
a3,1,0.054117,3.709073,[24 18] ; [29 46],[19.02564103 22.97435897] ; [33.97435897 41.02564103],0
u2,1,0.063128,3.453246,[14  4] ; [23 21],[10.74193548  7.25806452] ; [26.25806452 17.74193548],0
p2,1,0.078463,3.09646,[37  5] ; [55 19],[33.31034483  8.68965517] ; [58.68965517 15.31034483],0
a1,1,0.097136,2.751941,[ 3 39] ; [ 1 74],[ 1.43589744 40.56410256] ; [ 2.56410256 72.43589744],0
n1,1,0.118268,2.440107,[6 4] ; [ 5 12],[4.07407407 5.92592593] ; [ 6.92592593 10.07407407],0
b2,1,0.121922,2.392455,[ 8 19] ; [ 6 36],[ 5.47826087 21.52173913] ; [ 8.52173913 33.47826087],0
b3,1,0.121922,2.392455,[ 8 19] ; [ 6 36],[ 5.47826087 21.52173913] ; [ 8.52173913 33.47826087],0
s3,1,0.131633,2.273143,[34  8] ; [68  7],[36.61538462  5.38461538] ; [65.38461538  9.61538462],0
p1,1,0.147015,2.102957,[ 8 34] ; [ 7 66],[ 5.47826087 36.52173913] ; [ 9.52173913 63.47826087],0
p5,1,0.155361,2.018807,[ 8 34] ; [ 7 65],[ 5.52631579 36.47368421] ; [ 9.47368421 62.52631579],0
d4,1,0.168122,1.899607,[35  7] ; [54 21],[31.94871795 10.05128205] ; [57.05128205 17.94871795],0
s5,1,0.169351,1.888683,[18 22] ; [23 49],[14.64285714 25.35714286] ; [26.35714286 45.64285714],0
a8,1,0.171636,1.868596,[ 7 33] ; [ 6 63],[ 4.7706422 35.2293578] ; [ 8.2293578 60.7706422],0
r1,1,0.17368,1.850891,[33  9] ; [50 25],[29.79487179 12.20512821] ; [53.20512821 21.79487179],0
v4,1,0.207372,1.589681,[41  1] ; [67  6],[39.44347826  2.55652174] ; [68.55652174  4.44347826],0
v2,1,0.207596,1.58811,[20 21] ; [26 45],[16.83928571 24.16071429] ; [29.16071429 41.83928571],0
p11,1,0.222241,1.489841,[32 10] ; [49 26],[29.07692308 12.92307692] ; [51.92307692 23.07692308],0
n5,1,0.222864,1.485835,[33  9] ; [51 24],[30.15384615 11.84615385] ; [53.84615385 21.15384615],0
r4,1,0.264518,1.244956,[37  5] ; [60 15],[34.82051282  7.17948718] ; [62.17948718 12.82051282],0
b4,1,0.277913,1.177267,[22 20] ; [47 28],[24.76923077 17.23076923] ; [44.23076923 30.76923077],0
p10,1,0.304087,1.056184,[31 11] ; [59 13],[33.15789474  8.84210526] ; [56.84210526 15.15789474],0
n6,1,0.306738,1.044669,[30 11] ; [61 14],[32.1637931  8.8362069] ; [58.8362069 16.1637931],0
a6,1,0.311971,1.022313,[22 20] ; [32 43],[19.38461538 22.61538462] ; [34.61538462 40.38461538],0
p9,1,0.322266,0.979727,[31 11] ; [58 13],[33.07964602  8.92035398] ; [55.92035398 15.07964602],0
s6,1,0.4002,0.707726,[35  7] ; [56 17],[33.23478261  8.76521739] ; [57.76521739 15.23478261],0
s8,1,0.400845,0.70579,[23 19] ; [35 40],[20.82051282 21.17948718] ; [37.17948718 37.82051282],0
b1,1,0.424205,0.638635,[20 22] ; [30 45],[17.94871795 24.05128205] ; [32.05128205 42.94871795],0
s7,1,0.449188,0.572699,[25 15] ; [38 31],[23.11926606 16.88073394] ; [39.88073394 29.11926606],0
u1,1,0.459709,0.546602,[ 3 39] ; [ 3 72],[ 2.15384615 39.84615385] ; [ 3.84615385 71.15384615],0
d1,1,0.565981,0.329453,[14 28] ; [29 46],[15.43589744 26.56410256] ; [27.56410256 47.43589744],0
v1,1,0.598341,0.277505,[17 24] ; [34 39],[18.34210526 22.65789474] ; [32.65789474 40.34210526],0
s4,1,0.614498,0.253676,[13 27] ; [21 54],[11.82608696 28.17391304] ; [22.17391304 52.82608696],0
n3,1,0.65591,0.198529,[5 5] ; [10  7],[5.55555556 4.44444444] ; [9.44444444 7.55555556],0
r2,1,0.669207,0.182531,[39  3] ; [67  7],[38.37931034  3.62068966] ; [67.62068966  6.37931034],0
n4,1,0.710744,0.137535,[26 16] ; [49 26],[26.92307692 15.07692308] ; [48.07692308 26.92307692],0
d3,1,0.74715,0.103941,[25 16] ; [48 27],[25.80172414 15.19827586] ; [47.19827586 27.80172414],0
d5,1,0.761119,0.092423,[29 12] ; [51 24],[28.27586207 12.72413793] ; [51.72413793 23.27586207],0
v3,1,0.77407,0.082401,[12 29] ; [22 47],[12.67272727 28.32727273] ; [21.32727273 47.67272727],0
u3,1,0.803937,0.06163,[11  7] ; [29 16],[11.42857143  6.57142857] ; [28.57142857 16.42857143],0
r3,1,0.823847,0.04955,[39  2] ; [72  3],[39.23275862  1.76724138] ; [71.76724138  3.23275862],0
b5,1,0.861674,0.030361,[27 15] ; [47 28],[26.56410256 15.43589744] ; [47.43589744 27.56410256],0
s1,1,0.937136,0.006221,[ 3 39] ; [ 5 69],[ 2.89655172 39.10344828] ; [ 5.10344828 68.89655172],0
a7,1,0.956403,0.002989,[27 13] ; [51 24],[27.13043478 12.86956522] ; [50.86956522 24.13043478],0
d2,1,0.981519,0.000537,[10 32] ; [18 57],[10.05128205 31.94871795] ; [17.94871795 57.05128205],0
