Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,92.880081,[330  50] ; [68 78],[287.52851711  92.47148289] ; [110.47148289  35.52851711],1
n6,1,0.0,50.097177,[339  40] ; [92 54],[311.14095238  67.85904762] ; [119.85904762  26.14095238],1
p10,1,1e-06,25.010673,[311  66] ; [89 55],[289.44337812  87.55662188] ; [110.55662188  33.44337812],1
v1,1,2.4e-05,17.879154,[206 164] ; [49 92],[184.63796477 185.36203523] ; [70.36203523 70.63796477],1
p9,1,6.7e-05,15.887342,[320  57] ; [100  44],[303.91554702  73.08445298] ; [116.08445298  27.91554702],1
p4,1,0.000113,14.900725,[231 149] ; [61 84],[211.35238095 168.64761905] ; [80.64761905 64.35238095],1
s6,1,0.001034,10.765188,[237 141] ; [68 77],[220.43977055 157.56022945] ; [84.56022945 60.43977055],0
p11,1,0.004948,7.898211,[315  65] ; [105  41],[303.42205323  76.57794677] ; [116.57794677  29.42205323],0
s7,1,0.007478,7.154481,[158 203] ; [43 97],[144.83233533 216.16766467] ; [56.16766467 83.83233533],0
a8,1,0.007645,7.1149,[ 57 283] ; [ 10 126],[ 47.85714286 292.14285714] ; [ 19.14285714 116.85714286],0
a2,1,0.008361,6.954501,[ 92 288] ; [ 20 126],[ 80.91254753 299.08745247] ; [ 31.08745247 114.91254753],0
p3,1,0.008447,6.936163,[186 193] ; [53 93],[172.5352381 206.4647619] ; [66.4647619 79.5352381],0
v3,1,0.015252,5.88712,[150 216] ; [39 95],[138.348 227.652] ; [50.652 83.348],0
u1,1,0.026094,4.949796,[ 66 314] ; [ 14 132],[ 57.79467681 322.20532319] ; [ 22.20532319 123.79467681],0
n1,1,0.027067,4.886544,[29 41] ; [ 8 31],[23.76146789 46.23853211] ; [13.23853211 25.76146789],0
p6,1,0.027368,4.867453,[125 251] ; [ 33 109],[114.68725869 261.31274131] ; [43.31274131 98.68725869],0
b3,1,0.029575,4.73384,[ 89 145] ; [20 61],[ 80.97142857 153.02857143] ; [28.02857143 52.97142857],0
b2,1,0.029575,4.73384,[ 89 145] ; [20 61],[ 80.97142857 153.02857143] ; [28.02857143 52.97142857],0
s3,1,0.030634,4.673372,[197 180] ; [60 84],[185.96737044 191.03262956] ; [71.03262956 72.96737044],0
