Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,53.055708,[242  11] ; [19 14],[230.88461538  22.11538462] ; [30.11538462  2.88461538],1
p11,1,0.000131,14.623846,[210  43] ; [18 15],[201.69230769  51.30769231] ; [26.30769231  6.69230769],1
a3,1,0.001865,9.677506,[210  42] ; [20 13],[203.36842105  48.63157895] ; [26.63157895  6.36842105],0
p7,1,0.002491,9.147226,[178  66] ; [15 17],[170.62318841  73.37681159] ; [22.37681159  9.62318841],0
b1,1,0.00837,6.952641,[100 153] ; [21 12],[107.03846154 145.96153846] ; [13.96153846 19.03846154],0
r4,1,0.03692,4.354094,[239  14] ; [28  5],[236.19230769  16.80769231] ; [30.80769231  2.19230769],0
n2,1,0.085393,2.959155,[40  9] ; [7 5],[37.75409836 11.24590164] ; [9.24590164 2.75409836],0
p2,1,0.086205,2.943853,[219  33] ; [25  8],[215.74736842  36.25263158] ; [28.25263158  4.74736842],0
p4,1,0.103058,2.657564,[180  72] ; [19 14],[175.95789474  76.04210526] ; [23.04210526  9.95789474],0
p8,1,0.121819,2.393775,[149 101] ; [15 18],[144.87632509 105.12367491] ; [19.12367491 13.87632509],0
s5,1,0.130459,2.287039,[127 112] ; [12 19],[123.04074074 115.95925926] ; [15.95925926 15.04074074],0
n6,1,0.133781,2.24807,[226  25] ; [26  6],[223.50530035  27.49469965] ; [28.49469965  3.50530035],0
n1,1,0.155351,2.01891,[27 21] ; [4 8],[24.8 23.2] ; [6.2 5.8],0
a7,1,0.185045,1.756637,[174  78] ; [19 14],[170.65263158  81.34736842] ; [22.34736842 10.65263158],0
b4,1,0.187112,1.740212,[138 115] ; [22 11],[141.53846154 111.46153846] ; [18.46153846 14.53846154],0
d3,1,0.214276,1.542299,[180  73] ; [20 13],[176.92307692  76.07692308] ; [23.07692308  9.92307692],0
d1,1,0.233491,1.419469,[179  74] ; [20 13],[176.03846154  76.96153846] ; [22.96153846 10.03846154],0
n3,1,0.234262,1.414795,[37 12] ; [7 5],[35.3442623 13.6557377] ; [8.6557377 3.3442623],0
p6,1,0.234567,1.41295,[126 124] ; [13 20],[122.79151943 127.20848057] ; [16.20848057 16.79151943],0
u4,1,0.234945,1.410669,[ 11 242] ; [ 3 30],[ 12.38461538 240.61538462] ; [ 1.61538462 31.38461538],0
n5,1,0.243656,1.359316,[210  42] ; [24  8],[207.63380282  44.36619718] ; [26.36619718  5.63380282],0
a5,1,0.261587,1.26034,[205  48] ; [24  9],[202.57692308  50.42307692] ; [26.42307692  6.57692308],0
a8,1,0.266983,1.232181,[ 36 198] ; [ 7 23],[ 38.11363636 195.88636364] ; [ 4.88636364 25.11363636],0
s3,1,0.274242,1.195404,[229  23] ; [28  5],[227.24210526  24.75789474] ; [29.75789474  3.24210526],0
n4,1,0.293719,1.102495,[209  44] ; [24  8],[206.83859649  46.16140351] ; [26.16140351  5.83859649],0
v1,1,0.300054,1.073955,[160  84] ; [18 14],[157.36231884  86.63768116] ; [20.63768116 11.36231884],0
p3,1,0.30264,1.062526,[154  99] ; [17 16],[151.26923077 101.73076923] ; [19.73076923 13.26923077],0
r3,1,0.308021,1.039141,[246   7] ; [31  2],[245.03846154   7.96153846] ; [31.96153846  1.03846154],0
u3,1,0.360881,0.834824,[31 12] ; [11  2],[32.25 10.75] ; [9.75 3.25],0
s6,1,0.375786,0.784442,[230  19] ; [29  4],[228.69148936  20.30851064] ; [30.30851064  2.69148936],0
a1,1,0.451655,0.566495,[ 16 237] ; [ 1 32],[ 15.03846154 237.96153846] ; [ 1.96153846 31.03846154],0
a2,1,0.520182,0.413533,[ 75 178] ; [ 8 25],[ 73.42307692 179.57692308] ; [ 9.57692308 23.42307692],0
b5,1,0.54787,0.361148,[155  98] ; [22 11],[156.57692308  96.42307692] ; [20.42307692 12.57692308],0
v4,1,0.555215,0.348057,[247   4] ; [32  1],[246.58098592   4.41901408] ; [32.41901408  0.58098592],0
b3,1,0.555736,0.347141,[75 96] ; [ 9 15],[73.66153846 97.33846154] ; [10.33846154 13.66153846],0
b2,1,0.555736,0.347141,[75 96] ; [ 9 15],[73.66153846 97.33846154] ; [10.33846154 13.66153846],0
a4,1,0.578725,0.3083,[128 125] ; [15 18],[126.5 126.5] ; [16.5 16.5],0
p5,1,0.58896,0.291971,[ 39 209] ; [ 4 29],[ 37.95017794 210.04982206] ; [ 5.04982206 27.95017794],0
v3,1,0.604065,0.268908,[117 125] ; [13 17],[115.66176471 126.33823529] ; [14.33823529 15.66176471],0
u1,1,0.642937,0.214922,[ 63 190] ; [ 7 26],[ 61.92307692 191.07692308] ; [ 8.07692308 24.92307692],0
d4,1,0.693399,0.155431,[220  32] ; [28  5],[219.28421053  32.71578947] ; [28.71578947  4.28421053],0
s1,1,0.719582,0.128894,[ 11 241] ; [ 1 32],[ 10.61052632 241.38947368] ; [ 1.38947368 31.61052632],0
p1,1,0.72069,0.127832,[ 28 223] ; [ 3 30],[ 27.39788732 223.60211268] ; [ 3.60211268 29.39788732],0
a6,1,0.729089,0.119949,[168  84] ; [21 12],[167.11578947  84.88421053] ; [21.88421053 11.11578947],0
