Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.000154,14.316962,[26 40] ; [38 13],[36.1025641 29.8974359] ; [27.8974359 23.1025641],1
d4,1,0.001153,10.564183,[52 14] ; [25 25],[43.81034483 22.18965517] ; [33.18965517 16.81034483],0
r1,1,0.016633,5.734725,[49 17] ; [27 24],[42.87179487 23.12820513] ; [33.12820513 17.87179487],0
d3,1,0.020522,5.366907,[42 24] ; [21 29],[35.84482759 30.15517241] ; [27.15517241 22.84482759],0
n1,1,0.023268,5.148387,[ 5 18] ; [12 10],[ 8.68888889 14.31111111] ; [ 8.31111111 13.68888889],0
a8,1,0.031136,4.645466,[ 2 60] ; [ 7 41],[ 5.07272727 56.92727273] ; [ 3.92727273 44.07272727],0
a1,1,0.031334,4.634581,[ 2 64] ; [ 7 44],[ 5.07692308 60.92307692] ; [ 3.92307692 47.07692308],0
r3,1,0.034626,4.463523,[53 13] ; [32 19],[47.94871795 18.05128205] ; [37.05128205 13.94871795],0
u3,1,0.048969,3.87643,[14 10] ; [ 5 13],[10.85714286 13.14285714] ; [8.14285714 9.85714286],0
d1,1,0.053851,3.717325,[31 35] ; [15 36],[25.94871795 40.05128205] ; [20.05128205 30.94871795],0
r4,1,0.063545,3.442345,[46 20] ; [27 24],[41.17948718 24.82051282] ; [31.82051282 19.17948718],0
a6,1,0.066604,3.364787,[37 29] ; [37 14],[41.74358974 24.25641026] ; [32.25641026 18.74358974],0
b4,1,0.103978,2.643449,[41 25] ; [24 27],[36.66666667 29.33333333] ; [28.33333333 22.66666667],0
s1,1,0.112224,2.522616,[ 6 60] ; [ 1 49],[ 3.98275862 62.01724138] ; [ 3.01724138 46.98275862],0
d5,1,0.127435,2.323475,[50 16] ; [32 19],[46.25641026 19.74358974] ; [35.74358974 15.25641026],0
b5,1,0.227071,1.459115,[41 25] ; [26 25],[37.79487179 28.20512821] ; [29.20512821 21.79487179],0
d2,1,0.227071,1.459115,[25 41] ; [25 26],[28.20512821 37.79487179] ; [21.79487179 29.20512821],0
p3,1,0.251369,1.315681,[22 43] ; [12 38],[19.2173913 45.7826087] ; [14.7826087 35.2173913],0
p8,1,0.258607,1.276198,[26 40] ; [14 34],[23.15789474 42.84210526] ; [16.84210526 31.15789474],0
u1,1,0.263777,1.248826,[ 3 63] ; [ 5 46],[ 4.51282051 61.48717949] ; [ 3.48717949 47.51282051],0
u2,1,0.276162,1.185882,[16  8] ; [9 9],[14.28571429  9.71428571] ; [10.71428571  7.28571429],0
p7,1,0.307307,1.042214,[28 38] ; [25 23],[30.68421053 35.31578947] ; [22.31578947 25.68421053],0
a4,1,0.339264,0.91321,[24 42] ; [23 28],[26.51282051 39.48717949] ; [20.48717949 30.51282051],0
p6,1,0.364233,0.823247,[ 9 54] ; [10 38],[10.78378378 52.21621622] ; [ 8.21621622 39.78378378],0
n2,1,0.369003,0.807018,[12 11] ; [15  8],[13.5  9.5] ; [13.5  9.5],0
p4,1,0.376634,0.781659,[25 41] ; [15 35],[22.75862069 43.24137931] ; [17.24137931 32.75862069],0
p9,1,0.380724,0.768363,[35 31] ; [30 19],[37.30434783 28.69565217] ; [27.69565217 21.30434783],0
a2,1,0.385151,0.754196,[ 9 57] ; [10 41],[10.71794872 55.28205128] ; [ 8.28205128 42.71794872],0
v4,1,0.401949,0.702489,[50 15] ; [35 15],[48.04347826 16.95652174] ; [36.95652174 13.04347826],0
p2,1,0.409852,0.679229,[44 22] ; [29 20],[41.89565217 24.10434783] ; [31.10434783 17.89565217],0
p5,1,0.422308,0.643884,[ 3 63] ; [ 4 45],[ 4.0173913 61.9826087] ; [ 2.9826087 46.0173913],0
s4,1,0.441389,0.592668,[ 5 61] ; [ 6 45],[ 6.20512821 59.79487179] ; [ 4.79487179 46.20512821],0
p10,1,0.52181,0.410314,[29 37] ; [24 24],[30.68421053 35.31578947] ; [22.31578947 25.68421053],0
v2,1,0.580678,0.30514,[27 37] ; [17 29],[25.6 38.4] ; [18.4 27.6],0
b1,1,0.584658,0.298765,[37 29] ; [26 25],[35.53846154 30.46153846] ; [27.46153846 23.53846154],0
p1,1,0.593404,0.28506,[ 7 58] ; [ 4 47],[ 6.1637931 58.8362069] ; [ 4.8362069 46.1637931],0
v1,1,0.666855,0.185303,[25 41] ; [17 33],[23.89655172 42.10344828] ; [18.10344828 31.89655172],0
n3,1,0.756855,0.095861,[14  8] ; [13  9],[13.5  8.5] ; [13.5  8.5],0
a3,1,0.791995,0.069549,[42 24] ; [33 17],[42.67241379 23.32758621] ; [32.32758621 17.67241379],0
v3,1,0.792769,0.06902,[15 46] ; [11 38],[14.41818182 46.58181818] ; [11.58181818 37.41818182],0
p11,1,0.825791,0.048445,[35 31] ; [26 25],[34.41025641 31.58974359] ; [26.58974359 24.41025641],0
a5,1,0.845374,0.038035,[40 26] ; [30 21],[39.48717949 26.51282051] ; [30.51282051 20.48717949],0
s7,1,0.860091,0.031067,[11 49] ; [ 8 39],[10.65420561 49.34579439] ; [ 8.34579439 38.65420561],0
s6,1,0.862227,0.030116,[21 45] ; [17 34],[21.43589744 44.56410256] ; [16.56410256 34.43589744],0
s8,1,0.886622,0.020329,[11 55] ; [ 8 43],[10.71794872 55.28205128] ; [ 8.28205128 42.71794872],0
b2,1,0.888473,0.019666,[13 28] ; [ 9 18],[13.26470588 27.73529412] ; [ 8.73529412 18.26470588],0
b3,1,0.888473,0.019666,[13 28] ; [ 9 18],[13.26470588 27.73529412] ; [ 8.73529412 18.26470588],0
a7,1,0.921017,0.009831,[42 24] ; [32 19],[41.74358974 24.25641026] ; [32.25641026 18.74358974],0
s5,1,0.967463,0.001664,[ 8 56] ; [ 6 43],[ 7.92920354 56.07079646] ; [ 6.07079646 42.92920354],0
s3,1,0.98514,0.000347,[17 48] ; [13 37],[16.95652174 48.04347826] ; [13.04347826 36.95652174],0
r2,1,0.996871,1.5e-05,[51 14] ; [40 11],[50.99137931 14.00862069] ; [40.00862069 10.99137931],0
