Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,2e-06,22.322551,[30 51] ; [29  5],[41.55652174 39.44347826] ; [17.44347826 16.55652174],1
p8,1,1.2e-05,19.136407,[25 57] ; [26  9],[35.74358974 46.25641026] ; [15.25641026 19.74358974],1
s7,1,0.000205,13.787687,[16 62] ; [19 15],[24.375 53.625] ; [10.625 23.375],1
s2,1,0.001499,10.079825,[22 61] ; [20 15],[29.54237288 53.45762712] ; [12.45762712 22.54237288],0
p3,1,0.002074,9.482737,[23 61] ; [20 15],[30.35294118 53.64705882] ; [12.64705882 22.35294118],0
p4,1,0.004959,7.894251,[26 55] ; [21 14],[32.81896552 48.18103448] ; [14.18103448 20.81896552],0
a7,1,0.009104,6.802249,[38 46] ; [25 10],[44.47058824 39.52941176] ; [18.52941176 16.47058824],0
r3,1,0.015198,5.89341,[63 21] ; [33  2],[67.76470588 16.23529412] ; [28.23529412  6.76470588],0
p12,1,0.028126,4.820346,[ 4 79] ; [ 6 29],[ 7.03389831 75.96610169] ; [ 2.96610169 32.03389831],0
p5,1,0.028126,4.820346,[ 4 79] ; [ 6 29],[ 7.03389831 75.96610169] ; [ 2.96610169 32.03389831],0
p2,1,0.042431,4.117927,[51 33] ; [28  7],[55.76470588 28.23529412] ; [23.23529412 11.76470588],0
r4,1,0.057955,3.59496,[55 29] ; [29  6],[59.29411765 24.70588235] ; [24.70588235 10.29411765],0
s3,1,0.074335,3.184595,[34 47] ; [21 14],[38.40517241 42.59482759] ; [16.59482759 18.40517241],0
s8,1,0.111652,2.530676,[17 66] ; [12 23],[20.39830508 62.60169492] ; [ 8.60169492 26.39830508],0
r2,1,0.125109,2.352164,[64 20] ; [31  4],[67.05882353 16.94117647] ; [27.94117647  7.05882353],0
n6,1,0.145809,2.115556,[56 28] ; [28  7],[59.29411765 24.70588235] ; [24.70588235 10.29411765],0
v4,1,0.148396,2.08866,[67 16] ; [32  3],[69.63559322 13.36440678] ; [29.36440678  5.63559322],0
s5,1,0.160271,1.971665,[18 65] ; [11 21],[20.93043478 62.06956522] ; [ 8.06956522 23.93043478],0
a5,1,0.222605,1.4875,[33 51] ; [18 17],[36. 48.] ; [15. 20.],0
