Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,1e-06,25.139208,[14 34] ; [29  5],[25.17073171 22.82926829] ; [17.82926829 16.17073171],1
s5,1,0.000475,12.211664,[13 31] ; [23 10],[20.57142857 23.42857143] ; [15.42857143 17.57142857],1
d1,1,0.000633,11.677346,[14 34] ; [24 12],[21.71428571 26.28571429] ; [16.28571429 19.71428571],1
d2,1,0.002156,9.411442,[11 37] ; [20 16],[17.71428571 30.28571429] ; [13.28571429 22.71428571],0
s2,1,0.002159,9.409437,[25 21] ; [31  5],[31.41463415 14.58536585] ; [24.58536585 11.41463415],0
s3,1,0.002244,9.338374,[24 23] ; [30  6],[30.57831325 16.42168675] ; [23.42168675 12.57831325],0
u1,1,0.003145,8.721481,[ 1 47] ; [ 8 28],[ 5.14285714 42.85714286] ; [ 3.85714286 32.14285714],0
a4,1,0.005012,7.875,[10 38] ; [18 18],[16. 32.] ; [12. 24.],0
a2,1,0.005095,7.845579,[ 2 46] ; [ 9 27],[ 6.28571429 41.71428571] ; [ 4.71428571 31.28571429],0
p6,1,0.009661,6.696418,[ 6 41] ; [13 22],[10.8902439 36.1097561] ; [ 8.1097561 26.8902439],0
p9,1,0.009661,6.696335,[33 13] ; [33  2],[37.48148148  8.51851852] ; [28.51851852  6.48148148],0
p4,1,0.010383,6.567901,[10 38] ; [17 19],[15.42857143 32.57142857] ; [11.57142857 24.42857143],0
p7,1,0.013488,6.103971,[15 31] ; [20 13],[20.37974684 25.62025316] ; [14.62025316 18.37974684],0
d5,1,0.013803,6.063156,[29 18] ; [31  5],[33.97590361 13.02409639] ; [26.02409639  9.97590361],0
r4,1,0.030334,4.690257,[35 13] ; [33  3],[38.85714286  9.14285714] ; [29.14285714  6.85714286],0
n4,1,0.037149,4.34359,[21 27] ; [24 12],[25.71428571 22.28571429] ; [19.28571429 16.71428571],0
p8,1,0.048232,3.901876,[10 35] ; [15 20],[14.0625 30.9375] ; [10.9375 24.0625],0
d4,1,0.056502,3.637206,[31 17] ; [30  6],[34.85714286 13.14285714] ; [26.14285714  9.85714286],0
r1,1,0.061369,3.5,[28 20] ; [28  8],[32. 16.] ; [24. 12.],0
b1,1,0.073302,3.207478,[ 9 39] ; [13 23],[12.57142857 35.42857143] ; [ 9.42857143 26.57142857],0
u3,1,0.077831,3.109615,[11 11] ; [9 2],[13.33333333  8.66666667] ; [6.66666667 4.33333333],0
p1,1,0.083525,2.994937,[ 1 47] ; [ 4 32],[ 2.85714286 45.14285714] ; [ 2.14285714 33.85714286],0
u2,1,0.084695,2.972426,[ 9 13] ; [8 3],[11.33333333 10.66666667] ; [5.66666667 5.33333333],0
v1,1,0.103665,2.648236,[14 33] ; [17 19],[17.55421687 29.44578313] ; [13.44578313 22.55421687],0
s6,1,0.12074,2.407692,[32 13] ; [30  5],[34.875 10.125] ; [27.125  7.875],0
p10,1,0.147849,2.094309,[34 13] ; [30  5],[36.68292683 10.31707317] ; [27.31707317  7.68292683],0
a3,1,0.155949,2.013072,[26 22] ; [25 11],[29.14285714 18.85714286] ; [21.85714286 14.14285714],0
a8,1,0.179014,1.805793,[ 1 42] ; [ 3 29],[ 2.29333333 40.70666667] ; [ 1.70666667 30.29333333],0
a5,1,0.179712,1.8,[25 23] ; [24 12],[28. 20.] ; [21. 15.],0
r3,1,0.247316,1.338404,[39  8] ; [33  3],[40.77108434  6.22891566] ; [31.22891566  4.77108434],0
n5,1,0.296319,1.090688,[28 20] ; [25 11],[30.28571429 17.71428571] ; [22.71428571 13.28571429],0
a6,1,0.371093,0.8,[26 22] ; [23 13],[28. 20.] ; [21. 15.],0
p12,1,0.381464,0.76598,[ 1 47] ; [ 2 33],[ 1.73493976 46.26506024] ; [ 1.26506024 33.73493976],0
s1,1,0.418256,0.655211,[ 1 45] ; [ 2 34],[ 1.68292683 44.31707317] ; [ 1.31707317 34.68292683],0
d3,1,0.439003,0.598887,[33 14] ; [28  8],[34.54216867 12.45783133] ; [26.45783133  9.54216867],0
n2,1,0.559305,0.340909,[14  6] ; [8 2],[14.66666667  5.33333333] ; [7.33333333 2.66666667],0
v2,1,0.563027,0.33449,[20 26] ; [17 17],[21.275 24.725] ; [15.725 18.275],0
v3,1,0.590679,0.289286,[ 9 36] ; [ 9 27],[10. 35.] ; [ 8. 28.],0
a7,1,0.629145,0.233222,[33 14] ; [27  9],[33.97590361 13.02409639] ; [26.02409639  9.97590361],0
p11,1,0.693282,0.155556,[30 18] ; [24 12],[30.85714286 17.14285714] ; [23.14285714 12.85714286],0
b4,1,0.751692,0.100114,[27 21] ; [19 17],[26.28571429 21.71428571] ; [19.71428571 16.28571429],0
b2,1,0.768321,0.086772,[ 5 16] ; [ 4 16],[ 4.6097561 16.3902439] ; [ 4.3902439 15.6097561],0
b3,1,0.768321,0.086772,[ 5 16] ; [ 4 16],[ 4.6097561 16.3902439] ; [ 4.3902439 15.6097561],0
n1,1,0.770335,0.085227,[ 5 15] ; [3 7],[ 5.33333333 14.66666667] ; [2.66666667 7.33333333],0
b5,1,0.791018,0.070219,[32 16] ; [23 13],[31.42857143 16.57142857] ; [23.57142857 12.42857143],0
p2,1,0.890415,0.018983,[34 14] ; [25 11],[33.71428571 14.28571429] ; [25.28571429 10.71428571],0
n6,1,0.973018,0.001144,[38  9] ; [29  7],[37.93975904  9.06024096] ; [29.06024096  6.93975904],0
