Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.030763,4.666119,[26  3] ; [22 11],[22.4516129  6.5483871] ; [25.5483871  7.4516129],0
n2,1,0.050924,3.810784,[3 3] ; [15  2],[4.69565217 1.30434783] ; [13.30434783  3.69565217],0
s6,1,0.054078,3.710283,[26  3] ; [23 10],[22.91935484  6.08064516] ; [26.08064516  6.91935484],0
r4,1,0.092304,2.83373,[26  3] ; [24  9],[23.38709677  5.61290323] ; [26.61290323  6.38709677],0
s4,1,0.120816,2.406715,[ 4 25] ; [10 23],[ 6.5483871 22.4516129] ; [ 7.4516129 25.5483871],0
a3,1,0.135582,2.227397,[20  9] ; [28  5],[22.4516129  6.5483871] ; [25.5483871  7.4516129],0
d3,1,0.153494,2.037184,[21  7] ; [19 14],[18.36065574  9.63934426] ; [21.63934426 11.36065574],0
v2,1,0.170349,1.879867,[20  9] ; [16 15],[17.4 11.6] ; [18.6 12.4],0
p5,1,0.193255,1.692626,[ 5 24] ; [ 2 29],[ 3.38333333 25.61666667] ; [ 3.61666667 27.38333333],0
r1,1,0.193276,1.692465,[25  4] ; [24  9],[22.91935484  6.08064516] ; [26.08064516  6.91935484],0
a6,1,0.202489,1.624333,[22  6] ; [21 12],[19.73770492  8.26229508] ; [23.26229508  9.73770492],0
a4,1,0.203141,1.619645,[12 17] ; [19 14],[14.5 14.5] ; [16.5 16.5],0
u3,1,0.20686,1.593266,[8 1] ; [3 2],[7.07142857 1.92857143] ; [3.92857143 1.07142857],0
n1,1,0.221099,1.497222,[2 4] ; [10  6],[3.27272727 2.72727273] ; [8.72727273 7.27272727],0
a1,1,0.242101,1.368321,[ 3 26] ; [ 1 32],[ 1.87096774 27.12903226] ; [ 2.12903226 30.87096774],0
n5,1,0.297471,1.085499,[22  7] ; [21 12],[20.11290323  8.88709677] ; [22.88709677 10.11290323],0
p11,1,0.326985,0.960801,[21  8] ; [20 13],[19.17741935  9.82258065] ; [21.82258065 11.17741935],0
u2,1,0.333998,0.933333,[6 3] ; [2 3],[5.14285714 3.85714286] ; [2.85714286 2.14285714],0
p4,1,0.339563,0.912081,[ 7 21] ; [12 21],[ 8.72131148 19.27868852] ; [10.27868852 22.72131148],0
p8,1,0.345887,0.888491,[ 5 24] ; [ 9 24],[ 6.5483871 22.4516129] ; [ 7.4516129 25.5483871],0
a7,1,0.35427,0.858105,[20  9] ; [19 14],[18.24193548 10.75806452] ; [20.75806452 12.24193548],0
p10,1,0.375431,0.785609,[19 10] ; [25  8],[20.58064516  8.41935484] ; [23.41935484  9.58064516],0
n3,1,0.415522,0.662946,[3 3] ; [11  5],[3.81818182 2.18181818] ; [10.18181818  5.81818182],0
d2,1,0.444382,0.584941,[16 12] ; [22 11],[17.44262295 10.55737705] ; [20.55737705 12.44262295],0
s3,1,0.478045,0.50332,[18 10] ; [24  9],[19.27868852  8.72131148] ; [22.72131148 10.27868852],0
n6,1,0.483193,0.491649,[24  4] ; [26  7],[22.95081967  5.04918033] ; [27.04918033  5.95081967],0
r3,1,0.487501,0.482037,[27  2] ; [29  4],[26.19354839  2.80645161] ; [29.80645161  3.19354839],0
r2,1,0.496331,0.462774,[27  2] ; [31  1],[27.57377049  1.42622951] ; [30.42622951  1.57377049],0
v1,1,0.501238,0.452314,[16 12] ; [15 16],[14.71186441 13.28813559] ; [16.28813559 14.71186441],0
p3,1,0.518258,0.417358,[ 8 20] ; [12 21],[ 9.18032787 18.81967213] ; [10.81967213 22.18032787],0
b4,1,0.521812,0.41031,[19 10] ; [19 14],[17.77419355 11.22580645] ; [20.22580645 12.77419355],0
b2,1,0.525131,0.403805,[10 13] ; [ 9 17],[ 8.91836735 14.08163265] ; [10.08163265 15.91836735],0
b3,1,0.525131,0.403805,[10 13] ; [ 9 17],[ 8.91836735 14.08163265] ; [10.08163265 15.91836735],0
d5,1,0.525141,0.403786,[22  6] ; [28  5],[22.95081967  5.04918033] ; [27.04918033  5.95081967],0
s1,1,0.536469,0.382122,[ 3 26] ; [ 2 31],[ 2.33870968 26.66129032] ; [ 2.66129032 30.33870968],0
p9,1,0.540173,0.37522,[19  9] ; [24  8],[20.06666667  7.93333333] ; [22.93333333  9.06666667],0
