Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,5e-06,21.00781,[ 23 109] ; [37 42],[37.53554502 94.46445498] ; [22.46445498 56.53554502],1
b4,1,0.535296,0.384327,[78 55] ; [44 37],[75.82242991 57.17757009] ; [46.17757009 34.82242991],0
a6,1,0.598699,0.276963,[82 51] ; [47 34],[80.1728972 52.8271028] ; [48.8271028 32.1728972],0
n1,1,0.622139,0.242872,[20 33] ; [ 8 17],[19.02564103 33.97435897] ; [ 8.97435897 16.02564103],0
n5,1,0.629043,0.233361,[81 51] ; [47 34],[79.32394366 52.67605634] ; [48.67605634 32.32394366],0
s7,1,0.643065,0.214756,[ 19 107] ; [13 61],[ 20.16 105.84] ; [11.84 62.16],0
v3,1,0.687988,0.161272,[31 96] ; [21 57],[32.21463415 94.78536585] ; [19.78536585 58.21463415],0
d4,1,0.723479,0.125184,[97 35] ; [57 23],[95.88679245 36.11320755] ; [58.11320755 21.88679245],0
a5,1,0.737439,0.112391,[77 56] ; [45 36],[75.82242991 57.17757009] ; [46.17757009 34.82242991],0
d5,1,0.781943,0.076612,[89 44] ; [55 25],[89.91549296 43.08450704] ; [54.08450704 25.91549296],0
s1,1,0.794695,0.067714,[  6 126] ; [ 3 76],[  5.63033175 126.36966825] ; [ 3.36966825 75.63033175],0
a4,1,0.839462,0.041039,[54 78] ; [32 49],[53.29577465 78.70422535] ; [32.70422535 48.29577465],0
p5,1,0.839903,0.040811,[  4 129] ; [ 2 77],[  3.76415094 129.23584906] ; [ 2.23584906 76.76415094],0
a2,1,0.842436,0.039513,[ 20 113] ; [13 68],[ 20.50934579 112.49065421] ; [12.49065421 68.50934579],0
p12,1,0.861086,0.030622,[  2 129] ; [ 1 80],[  1.85377358 129.14622642] ; [ 1.14622642 79.85377358],0
d3,1,0.935351,0.006579,[75 58] ; [45 34],[75.28301887 57.71698113] ; [44.71698113 34.28301887],0
b5,1,0.954441,0.003264,[75 58] ; [46 35],[75.20093458 57.79906542] ; [45.79906542 35.20093458],0
