Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,0.002959,8.832666,[ 1 25] ; [5 7],[ 4.10526316 21.89473684] ; [ 1.89473684 10.10526316],0
p10,1,0.010353,6.573054,[12 13] ; [11  1],[15.54054054  9.45945946] ; [7.45945946 4.54054054],0
p9,1,0.017983,5.597831,[13 12] ; [11  1],[16.21621622  8.78378378] ; [7.78378378 4.21621622],0
b5,1,0.050694,3.818357,[13 13] ; [10  2],[15.73684211 10.26315789] ; [7.26315789 4.73684211],0
p5,1,0.054139,3.708409,[ 1 24] ; [3 9],[ 2.7027027 22.2972973] ; [ 1.2972973 10.7027027],0
p7,1,0.064739,3.411621,[ 9 17] ; [8 4],[11.63157895 14.36842105] ; [5.36842105 6.63157895],0
s6,1,0.064739,3.411621,[ 9 17] ; [8 4],[11.63157895 14.36842105] ; [5.36842105 6.63157895],0
p8,1,0.074919,3.171812,[ 7 18] ; [7 5],[ 9.45945946 15.54054054] ; [4.54054054 7.45945946],0
v4,1,0.079844,3.068071,[14 12] ; [10  2],[16.42105263  9.57894737] ; [7.57894737 4.42105263],0
p6,1,0.088483,2.901759,[ 4 21] ; [5 7],[ 6.08108108 18.91891892] ; [2.91891892 9.08108108],0
p4,1,0.105528,2.619943,[10 16] ; [8 4],[12.31578947 13.68421053] ; [5.68421053 6.31578947],0
r1,1,0.106125,2.611,[ 8 18] ; [7 5],[10.26315789 15.73684211] ; [4.73684211 7.26315789],0
b3,1,0.132791,2.25957,[ 4 13] ; [2 1],[ 5.1 11.9] ; [0.9 2.1],0
b2,1,0.132791,2.25957,[ 4 13] ; [2 1],[ 5.1 11.9] ; [0.9 2.1],0
a8,1,0.13652,2.216749,[ 3 21] ; [4 8],[ 4.66666667 19.33333333] ; [2.33333333 9.66666667],0
s8,1,0.144308,2.13141,[ 5 21] ; [5 7],[ 6.84210526 19.15789474] ; [3.15789474 8.84210526],0
n6,1,0.146807,2.105114,[13 13] ; [9 3],[15.05263158 10.94736842] ; [6.94736842 5.05263158],0
b1,1,0.162725,1.948718,[15 11] ; [4 8],[13. 13.] ; [6. 6.],0
a6,1,0.214947,1.537793,[14 12] ; [9 3],[15.73684211 10.26315789] ; [7.26315789 4.73684211],0
d3,1,0.303899,1.057005,[15 11] ; [9 3],[16.42105263  9.57894737] ; [7.57894737 4.42105263],0
p2,1,0.303899,1.057005,[15 11] ; [9 3],[16.42105263  9.57894737] ; [7.57894737 4.42105263],0
s2,1,0.315251,1.008548,[ 3 22] ; [3 9],[ 4.05405405 20.94594595] ; [ 1.94594595 10.05405405],0
p3,1,0.376204,0.783069,[ 5 20] ; [4 8],[ 6.08108108 18.91891892] ; [2.91891892 9.08108108],0
p12,1,0.402075,0.702112,[ 2 24] ; [ 2 10],[ 2.73684211 23.26315789] ; [ 1.26315789 10.73684211],0
u3,1,0.410117,0.678462,[5 8] ; [3 2],[5.77777778 7.22222222] ; [2.22222222 2.77777778],0
v1,1,0.416184,0.661065,[10 16] ; [3 9],[ 8.89473684 17.10526316] ; [4.10526316 7.89473684],0
a4,1,0.416184,0.661065,[10 16] ; [3 9],[ 8.89473684 17.10526316] ; [4.10526316 7.89473684],0
d1,1,0.416184,0.661065,[10 16] ; [3 9],[ 8.89473684 17.10526316] ; [4.10526316 7.89473684],0
b4,1,0.456845,0.553613,[14 12] ; [8 4],[15.05263158 10.94736842] ; [6.94736842 5.05263158],0
s7,1,0.565867,0.329647,[ 5 19] ; [3 7],[ 5.64705882 18.35294118] ; [2.35294118 7.64705882],0
n3,1,0.591208,0.288462,[9 4] ; [1 1],[8.66666667 4.33333333] ; [1.33333333 0.66666667],0
v3,1,0.685117,0.164423,[ 5 21] ; [3 9],[ 5.47368421 20.52631579] ; [2.52631579 9.47368421],0
d2,1,0.68547,0.164033,[ 7 19] ; [4 8],[ 7.52631579 18.47368421] ; [3.47368421 8.52631579],0
d5,1,0.68547,0.164033,[19  7] ; [8 4],[18.47368421  7.52631579] ; [8.52631579 3.47368421],0
a3,1,0.717448,0.130951,[13 12] ; [7 5],[13.51351351 11.48648649] ; [6.48648649 5.51351351],0
a1,1,0.764744,0.089555,[ 3 23] ; [ 1 11],[ 2.73684211 23.26315789] ; [ 1.26315789 10.73684211],0
n5,1,0.795953,0.066868,[14 12] ; [7 5],[14.36842105 11.63157895] ; [6.63157895 5.36842105],0
a5,1,0.850962,0.035303,[16 10] ; [7 5],[15.73684211 10.26315789] ; [7.26315789 4.73684211],0
d4,1,0.900415,0.015659,[19  7] ; [9 3],[19.15789474  6.84210526] ; [8.84210526 3.15789474],0
s3,1,0.947085,0.004405,[ 6 19] ; [3 9],[ 6.08108108 18.91891892] ; [2.91891892 9.08108108],0
v2,1,0.96888,0.001522,[12 14] ; [5 6],[11.94594595 14.05405405] ; [5.05405405 5.94594595],0
n4,1,1.0,0.0,[13 13] ; [6 6],[13. 13.] ; [6. 6.],0
