Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,26.12985,[71 22] ; [ 7 22],[59.45901639 33.54098361] ; [18.54098361 10.45901639],1
d3,1,4.5e-05,16.648013,[72 20] ; [11 18],[63.10743802 28.89256198] ; [19.89256198  9.10743802],1
a3,1,0.005851,7.595622,[62 31] ; [11 18],[55.64754098 37.35245902] ; [17.35245902 11.64754098],0
d4,1,0.013709,6.075277,[80 13] ; [19 10],[75.46721311 17.53278689] ; [23.53278689  5.46721311],0
b5,1,0.014119,6.023168,[65 28] ; [13 16],[59.45901639 33.54098361] ; [18.54098361 10.45901639],0
r3,1,0.015037,5.912179,[91  1] ; [26  3],[88.95867769  3.04132231] ; [28.04132231  0.95867769],0
s5,1,0.016178,5.783476,[20 70] ; [12 14],[24.82758621 65.17241379] ; [ 7.17241379 18.82758621],0
p2,1,0.02612,4.948025,[85  8] ; [22  7],[81.56557377 11.43442623] ; [25.43442623  3.56557377],0
s2,1,0.027322,4.870365,[36 55] ; [ 5 24],[31.09166667 59.90833333] ; [ 9.90833333 19.09166667],0
u1,1,0.039157,4.254051,[18 75] ; [ 1 28],[14.48360656 78.51639344] ; [ 4.51639344 24.48360656],0
u2,1,0.040566,4.194055,[18 13] ; [ 5 13],[14.55102041 16.44897959] ; [8.44897959 9.55102041],0
d1,1,0.058984,3.565734,[60 33] ; [13 16],[55.64754098 37.35245902] ; [17.35245902 11.64754098],0
p10,1,0.066568,3.365683,[77 15] ; [19  9],[73.6 18.4] ; [22.4  5.6],0
a5,1,0.068452,3.31976,[68 25] ; [16 13],[64.03278689 28.96721311] ; [19.96721311  9.03278689],0
p11,1,0.069171,3.302593,[83 10] ; [22  7],[80.04098361 12.95901639] ; [24.95901639  4.04098361],0
d5,1,0.077904,3.108091,[78 15] ; [20  9],[74.70491803 18.29508197] ; [23.29508197  5.70491803],0
b1,1,0.144408,2.130346,[37 56] ; [16 13],[40.40163934 52.59836066] ; [12.59836066 16.40163934],0
p9,1,0.145184,2.122137,[81 12] ; [22  7],[78.51639344 14.48360656] ; [24.48360656  4.51639344],0
p4,1,0.156499,2.007733,[73 20] ; [19 10],[70.13114754 22.86885246] ; [21.86885246  7.13114754],0
n1,1,0.16962,1.886299,[ 3 13] ; [4 5],[ 4.48 11.52] ; [2.52 6.48],0
p3,1,0.175481,1.835485,[55 38] ; [13 16],[51.83606557 41.16393443] ; [16.16393443 12.83606557],0
n2,1,0.18598,1.749177,[11  6] ; [8 1],[12.42307692  4.57692308] ; [6.57692308 2.42307692],0
v2,1,0.217982,1.517608,[50 39] ; [12 16],[47.16239316 41.83760684] ; [14.83760684 13.16239316],0
p7,1,0.244218,1.356082,[73 18] ; [26  3],[75.075 15.925] ; [23.925  5.075],0
v3,1,0.252333,1.310343,[28 60] ; [ 6 23],[25.57264957 62.42735043] ; [ 8.42735043 20.57264957],0
n6,1,0.268713,1.223303,[78 14] ; [22  7],[76.03305785 15.96694215] ; [23.96694215  5.03305785],0
a4,1,0.296091,1.09172,[47 46] ; [11 17],[44.5785124 48.4214876] ; [13.4214876 14.5785124],0
v4,1,0.353475,0.860942,[87  5] ; [26  3],[85.91735537  6.08264463] ; [27.08264463  1.91735537],0
s3,1,0.390991,0.735857,[40 52] ; [10 19],[38.01652893 53.98347107] ; [11.98347107 17.01652893],0
r2,1,0.418111,0.655617,[83  7] ; [28  1],[83.94957983  6.05042017] ; [27.05042017  1.94957983],0
u3,1,0.454486,0.559441,[15 15] ; [ 7 11],[13.75 16.25] ; [8.25 9.75],0
b4,1,0.454505,0.559392,[57 36] ; [20  9],[58.69672131 34.30327869] ; [18.30327869 10.69672131],0
r1,1,0.515024,0.423846,[72 20] ; [21  8],[70.7107438 21.2892562] ; [22.2892562  6.7107438],0
p5,1,0.530555,0.393328,[ 9 84] ; [ 4 25],[ 9.90983607 83.09016393] ; [ 3.09016393 25.90983607],0
a1,1,0.57253,0.318468,[ 4 89] ; [ 2 27],[ 4.57377049 88.42622951] ; [ 1.42622951 27.57377049],0
d2,1,0.6054,0.266928,[43 50] ; [15 14],[44.21311475 48.78688525] ; [13.78688525 15.21311475],0
p1,1,0.612773,0.256156,[13 80] ; [ 3 26],[12.19672131 80.80327869] ; [ 3.80327869 25.19672131],0
a8,1,0.624252,0.239937,[ 9 74] ; [ 4 24],[ 9.72072072 73.27927928] ; [ 3.27927928 24.72072072],0
r4,1,0.629098,0.233286,[86  7] ; [26  3],[85.37704918  7.62295082] ; [26.62295082  2.37704918],0
v1,1,0.64141,0.216903,[51 39] ; [15 14],[49.91596639 40.08403361] ; [16.08403361 12.91596639],0
s6,1,0.644455,0.212963,[55 35] ; [14 11],[54. 36.] ; [15. 10.],0
p8,1,0.749039,0.102341,[67 26] ; [20  9],[66.31967213 26.68032787] ; [20.68032787  8.31967213],0
b2,1,0.749406,0.102031,[20 29] ; [ 9 11],[20.5942029 28.4057971] ; [ 8.4057971 11.5942029],0
b3,1,0.749406,0.102031,[20 29] ; [ 9 11],[20.5942029 28.4057971] ; [ 8.4057971 11.5942029],0
n4,1,0.757824,0.095073,[70 23] ; [21  8],[69.36885246 23.63114754] ; [21.63114754  7.36885246],0
n5,1,0.780864,0.077392,[69 23] ; [21  8],[68.42975207 23.57024793] ; [21.57024793  7.42975207],0
n3,1,0.818733,0.052521,[12  5] ; [6 2],[12.24  4.76] ; [5.76 2.24],0
s4,1,0.896703,0.016855,[13 75] ; [ 4 25],[12.78632479 75.21367521] ; [ 4.21367521 24.78632479],0
s8,1,0.962395,0.002223,[27 66] ; [ 8 20],[26.90082645 66.09917355] ; [ 8.09917355 19.90082645],0
