Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,25.494751,[11 51] ; [90 73],[27.83111111 34.16888889] ; [73.16888889 89.83111111],1
d1,1,2e-06,23.091348,[17 45] ; [103  60],[33.06666667 28.93333333] ; [86.93333333 76.06666667],1
a3,1,0.000124,14.736909,[30 30] ; [125  38],[41.70403587 18.29596413] ; [113.29596413  49.70403587],1
d5,1,0.000134,14.591192,[39 23] ; [140  23],[49.32444444 12.67555556] ; [129.67555556  33.32444444],1
r1,1,0.000365,12.701892,[41 21] ; [140  21],[50.32286996 11.67713004] ; [130.67713004  30.32286996],1
a4,1,0.000412,12.476948,[15 46] ; [82 79],[26.65315315 34.34684685] ; [70.34684685 90.65315315],1
p8,1,0.005539,7.694535,[26 35] ; [100  58],[35.09589041 25.90410959] ; [90.90410959 67.09589041],0
a6,1,0.007262,7.206982,[35 27] ; [122  41],[43.26222222 18.73777778] ; [113.73777778  49.26222222],0
d3,1,0.011975,6.314573,[34 28] ; [118  45],[41.88444444 20.11555556] ; [110.11555556  52.88444444],0
b5,1,0.051431,3.794192,[34 28] ; [112  51],[40.23111111 21.76888889] ; [105.76888889  57.23111111],0
r4,1,0.053627,3.724274,[49 13] ; [145  18],[53.45777778  8.54222222] ; [140.54222222  22.45777778],0
p2,1,0.057249,3.61535,[50 12] ; [145  16],[54.21524664  7.78475336] ; [140.78475336  20.21524664],0
d4,1,0.060891,3.512941,[43 19] ; [132  31],[48.22222222 13.77777778] ; [126.77777778  36.22222222],0
p11,1,0.066627,3.364227,[45 17] ; [136  27],[49.87555556 12.12444444] ; [131.12444444  31.87555556],0
r3,1,0.091319,2.850962,[55  7] ; [153   8],[57.82959641  4.17040359] ; [150.17040359  10.82959641],0
b1,1,0.095169,2.784684,[18 44] ; [67 96],[23.42222222 38.57777778] ; [ 61.57777778 101.42222222],0
s1,1,0.104106,2.641494,[ 3 59] ; [  2 159],[ 1.39013453 60.60986547] ; [  3.60986547 157.39013453],0
p4,1,0.110977,2.540257,[31 31] ; [100  62],[36.25892857 25.74107143] ; [94.74107143 67.25892857],0
n3,1,0.113104,2.51031,[15  2] ; [16  8],[12.85365854  4.14634146] ; [18.14634146  5.85365854],0
p7,1,0.13258,2.262034,[37 25] ; [111  47],[41.70909091 20.29090909] ; [106.29090909  51.70909091],0
s8,1,0.135665,2.226458,[12 50] ; [ 47 114],[16.40358744 45.59641256] ; [ 42.59641256 118.40358744],0
n5,1,0.156993,2.002951,[43 19] ; [127  35],[47.05357143 14.94642857] ; [122.94642857  39.05357143],0
b4,1,0.158258,1.990798,[32 30] ; [101  62],[36.64888889 25.35111111] ; [96.35111111 66.64888889],0
n1,1,0.174736,1.841838,[9 8] ; [ 8 17],[ 6.88095238 10.11904762] ; [10.11904762 14.88095238],0
v4,1,0.198338,1.654573,[56  6] ; [152   8],[58.09009009  3.90990991] ; [149.90990991  10.09009009],0
s3,1,0.21257,1.553833,[16 45] ; [ 30 131],[12.63963964 48.36036036] ; [ 33.36036036 127.63963964],0
p6,1,0.358076,0.844629,[24 35] ; [ 54 105],[21.11009174 37.88990826] ; [ 56.88990826 102.11009174],0
v3,1,0.373438,0.792193,[30 32] ; [66 92],[27.05454545 34.94545455] ; [68.94545455 89.05454545],0
v2,1,0.399401,0.71013,[37 23] ; [109  52],[39.63800905 20.36199095] ; [106.36199095  54.63800905],0
a7,1,0.419705,0.651142,[43 19] ; [121  41],[45.39285714 16.60714286] ; [118.60714286  43.39285714],0
p3,1,0.422718,0.642745,[30 32] ; [87 73],[32.67567568 29.32432432] ; [84.32432432 75.67567568],0
n2,1,0.426451,0.632471,[11  6] ; [19  6],[12.14285714  4.85714286] ; [17.85714286  7.14285714],0
p12,1,0.459891,0.54616,[ 2 60] ; [  9 151],[ 3.07207207 58.92792793] ; [  7.92792793 152.07207207],0
s6,1,0.503403,0.447755,[33 28] ; [79 82],[30.77477477 30.22522523] ; [81.22522523 79.77477477],0
u2,1,0.504013,0.446477,[18 13] ; [19 19],[16.62318841 14.37681159] ; [20.37681159 17.62318841],0
n4,1,0.569716,0.323158,[46 16] ; [126  36],[47.60714286 14.39285714] ; [124.39285714  37.60714286],0
n6,1,0.598825,0.276772,[49 13] ; [133  29],[50.375 11.625] ; [131.625  30.375],0
r2,1,0.615348,0.252461,[56  5] ; [149  10],[56.84090909  4.15909091] ; [148.15909091  10.84090909],0
p10,1,0.629081,0.233309,[47 14] ; [128  32],[48.30316742 12.69683258] ; [126.69683258  33.30316742],0
s5,1,0.707332,0.140956,[ 9 50] ; [ 28 133],[ 9.92272727 49.07727273] ; [ 27.07727273 133.92272727],0
a1,1,0.714745,0.133584,[ 2 60] ; [  7 156],[ 2.48 59.52] ; [  6.52 156.48],0
u3,1,0.762089,0.091651,[18 14] ; [20 18],[17.37142857 14.62857143] ; [20.62857143 17.37142857],0
p1,1,0.788712,0.071815,[ 5 57] ; [ 15 148],[ 5.51111111 56.48888889] ; [ 14.48888889 148.51111111],0
a8,1,0.789871,0.07101,[ 7 50] ; [ 15 122],[ 6.46391753 50.53608247] ; [ 15.53608247 121.46391753],0
s7,1,0.814702,0.054927,[16 42] ; [ 45 109],[16.68867925 41.31132075] ; [ 44.31132075 109.68867925],0
b2,1,0.825514,0.048602,[15 18] ; [45 59],[14.45255474 18.54744526] ; [45.54744526 58.45255474],0
b3,1,0.825514,0.048602,[15 18] ; [45 59],[14.45255474 18.54744526] ; [45.54744526 58.45255474],0
p5,1,0.863091,0.029736,[ 7 55] ; [ 17 145],[ 6.64285714 55.35714286] ; [ 17.35714286 144.64285714],0
s4,1,0.869891,0.026829,[ 5 57] ; [ 14 146],[ 5.30630631 56.69369369] ; [ 13.69369369 146.30630631],0
p9,1,0.997093,1.3e-05,[52 10] ; [135  26],[51.99103139 10.00896861] ; [135.00896861  25.99103139],0
