Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,2e-06,22.79765,[54 10] ; [1 8],[48.21917808 15.78082192] ; [6.78082192 2.21917808],1
s4,1,0.00417,8.208477,[ 6 58] ; [4 5],[ 8.76712329 55.23287671] ; [1.23287671 7.76712329],0
n4,1,0.005503,7.706138,[54 10] ; [4 5],[50.84931507 13.15068493] ; [7.15068493 1.84931507],0
p11,1,0.009181,6.787191,[53 11] ; [4 5],[49.97260274 14.02739726] ; [7.02739726 1.97260274],0
d5,1,0.031072,4.648967,[50 14] ; [4 5],[47.34246575 16.65753425] ; [6.65753425 2.34246575],0
v2,1,0.043944,4.058697,[36 26] ; [2 7],[33.18309859 28.81690141] ; [4.81690141 4.18309859],0
r2,1,0.074014,3.191677,[59  4] ; [6 2],[57.67605634  5.32394366] ; [7.32394366 0.67605634],0
d3,1,0.137674,2.203764,[41 23] ; [8 1],[42.95890411 21.04109589] ; [6.04109589 2.95890411],0
b1,1,0.150219,2.070023,[20 44] ; [5 4],[21.91780822 42.08219178] ; [3.08219178 5.91780822],0
v4,1,0.176,1.831083,[58  5] ; [7 2],[56.875  6.125] ; [8.125 0.875],0
p3,1,0.17993,1.798202,[36 27] ; [3 6],[34.125 28.875] ; [4.875 4.125],0
p5,1,0.183066,1.772557,[ 5 57] ; [2 7],[ 6.11267606 55.88732394] ; [0.88732394 8.11267606],0
n5,1,0.184011,1.76493,[43 21] ; [8 1],[44.71232877 19.28767123] ; [6.28767123 2.71232877],0
d4,1,0.19354,1.690465,[54 10] ; [6 3],[52.60273973 11.39726027] ; [7.39726027 1.60273973],0
d1,1,0.196883,1.665347,[36 28] ; [3 6],[34.19178082 29.80821918] ; [4.80821918 4.19178082],0
r1,1,0.220704,1.49979,[48 16] ; [5 4],[46.46575342 17.53424658] ; [6.53424658 2.46575342],0
v3,1,0.229088,1.446516,[26 34] ; [2 7],[24.34782609 35.65217391] ; [3.65217391 5.34782609],0
b4,1,0.229873,1.441647,[35 29] ; [3 6],[33.31506849 30.68493151] ; [4.68493151 4.31506849],0
u3,1,0.247004,1.340171,[9 4] ; [1 2],[8.125 4.875] ; [1.875 1.125],0
p10,1,0.249331,1.327047,[53 11] ; [6 3],[51.7260274 12.2739726] ; [7.2739726 1.7260274],0
p12,1,0.265041,1.242236,[ 2 61] ; [1 8],[ 2.625 60.375] ; [0.375 8.625],0
a3,1,0.323576,0.974436,[51 12] ; [6 3],[49.875 13.125] ; [7.125 1.875],0
d2,1,0.348696,0.878195,[32 32] ; [3 6],[30.68493151 33.31506849] ; [4.31506849 4.68493151],0
p7,1,0.385683,0.752508,[42 22] ; [4 4],[40.88888889 23.11111111] ; [5.11111111 2.88888889],0
a4,1,0.444695,0.584138,[30 34] ; [3 6],[28.93150685 35.06849315] ; [4.06849315 4.93150685],0
p9,1,0.462832,0.539037,[49 14] ; [6 3],[48.125 14.875] ; [6.875 2.125],0
p6,1,0.473289,0.514286,[27 36] ; [5 4],[28. 35.] ; [4. 5.],0
u2,1,0.521839,0.410256,[7 6] ; [1 2],[6.5 6.5] ; [1.5 1.5],0
s8,1,0.56407,0.332706,[29 35] ; [5 4],[29.80821918 34.19178082] ; [4.19178082 4.80821918],0
p4,1,0.613204,0.255535,[37 27] ; [6 3],[37.69863014 26.30136986] ; [5.30136986 3.69863014],0
p8,1,0.689209,0.159942,[31 33] ; [5 4],[31.56164384 32.43835616] ; [4.43835616 4.56164384],0
n3,1,0.709815,0.138462,[9 3] ; [4 2],[8.66666667 3.33333333] ; [4.33333333 1.66666667],0
n6,1,0.728284,0.120693,[52 11] ; [7 2],[51.625 11.375] ; [7.375 1.625],0
n1,1,0.73244,0.116883,[7 5] ; [4 2],[7.33333333 4.66666667] ; [3.66666667 2.33333333],0
s3,1,0.75736,0.095449,[25 39] ; [4 5],[25.42465753 38.57534247] ; [3.57534247 5.42465753],0
a2,1,0.804338,0.061373,[12 52] ; [2 7],[12.2739726 51.7260274] ; [1.7260274 7.2739726],0
p2,1,0.804338,0.061373,[52 12] ; [7 2],[51.7260274 12.2739726] ; [7.2739726 1.7260274],0
s2,1,0.808441,0.058776,[24 40] ; [3 6],[23.67123288 40.32876712] ; [3.32876712 5.67123288],0
b2,1,0.81248,0.056277,[24 20] ; [4 4],[23.69230769 20.30769231] ; [4.30769231 3.69230769],0
b3,1,0.81248,0.056277,[24 20] ; [4 4],[23.69230769 20.30769231] ; [4.30769231 3.69230769],0
b5,1,0.822354,0.050409,[33 31] ; [5 4],[33.31506849 30.68493151] ; [4.68493151 4.31506849],0
a5,1,0.823388,0.049813,[45 19] ; [6 3],[44.71232877 19.28767123] ; [6.28767123 2.71232877],0
v1,1,0.862084,0.030179,[29 32] ; [4 5],[28.75714286 32.24285714] ; [4.24285714 4.75714286],0
a6,1,0.878589,0.023335,[41 23] ; [6 3],[41.20547945 22.79452055] ; [5.79452055 3.20547945],0
u1,1,0.894379,0.017627,[13 51] ; [2 7],[13.15068493 50.84931507] ; [1.84931507 7.15068493],0
a7,1,0.975155,0.00097,[43 21] ; [6 3],[42.95890411 21.04109589] ; [6.04109589 2.95890411],0
