Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p11,1,0.007682,7.106103,[ 4 10] ; [22  9],[8.08888889 5.91111111] ; [17.91111111 13.08888889],0
p4,1,0.206404,1.596473,[7 6] ; [10 20],[5.13953488 7.86046512] ; [11.86046512 18.13953488],0
p6,1,0.334038,0.93318,[ 4 10] ; [ 5 26],[ 2.8 11.2] ; [ 6.2 24.8],0
b1,1,0.343816,0.896149,[6 8] ; [18 13],[7.46666667 6.53333333] ; [16.53333333 14.46666667],0
p7,1,0.813421,0.055703,[9 4] ; [19 10],[8.66666667 4.33333333] ; [19.33333333  9.66666667],0
