Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a5,1,0.001425,10.17263,[ 4 13] ; [29 13],[9.50847458 7.49152542] ; [23.49152542 18.50847458],0
p10,1,0.037052,4.348027,[8 7] ; [34  8],[11.05263158  3.94736842] ; [30.94736842 11.05263158],0
n1,1,0.046322,3.969862,[5 3] ; [ 4 14],[2.76923077 5.23076923] ; [ 6.23076923 11.76923077],0
b1,1,0.049309,3.86479,[9 8] ; [11 31],[ 5.76271186 11.23728814] ; [14.23728814 27.76271186],0
v3,1,0.049422,3.86095,[ 1 15] ; [13 29],[ 3.86206897 12.13793103] ; [10.13793103 31.86206897],0
p6,1,0.049956,3.84294,[9 7] ; [12 30],[ 5.79310345 10.20689655] ; [15.20689655 26.79310345],0
s3,1,0.067,3.355026,[14  3] ; [24 18],[10.94915254  6.05084746] ; [27.05084746 14.94915254],0
r1,1,0.071054,3.258497,[ 7 10] ; [28 14],[10.08474576  6.91525424] ; [24.91525424 17.08474576],0
d3,1,0.086323,2.941639,[10  7] ; [33  8],[12.60344828  4.39655172] ; [30.39655172 10.60344828],0
s8,1,0.113685,2.502238,[9 8] ; [13 29],[ 6.33898305 10.66101695] ; [15.66101695 26.33898305],0
p9,1,0.116888,2.458537,[9 6] ; [33  8],[11.25  3.75] ; [30.75 10.25],0
n5,1,0.121517,2.397656,[ 4 13] ; [19 23],[ 6.62711864 10.37288136] ; [16.37288136 25.62711864],0
r2,1,0.137299,2.207975,[15  2] ; [41  1],[16.13559322  0.86440678] ; [39.86440678  2.13559322],0
u3,1,0.158379,1.989638,[8 1] ; [10  6],[6.48 2.52] ; [11.52  4.48],0
u2,1,0.161178,1.963141,[6 3] ; [ 6 10],[4.32 4.68] ; [7.68 8.32],0
a7,1,0.201108,1.634309,[10  7] ; [31 10],[12.01724138  4.98275862] ; [28.98275862 12.01724138],0
s6,1,0.220416,1.501661,[11  5] ; [35  7],[12.68965517  3.31034483] ; [33.31034483  8.68965517],0
v4,1,0.226665,1.46167,[14  3] ; [39  3],[15.27118644  1.72881356] ; [37.72881356  4.27118644],0
b5,1,0.241906,1.369451,[9 8] ; [29 13],[10.94915254  6.05084746] ; [27.05084746 14.94915254],0
r4,1,0.270685,1.21327,[12  5] ; [35  7],[13.54237288  3.45762712] ; [33.45762712  8.54237288],0
p7,1,0.289051,1.124038,[7 8] ; [25 15],[8.72727273 6.27272727] ; [23.27272727 16.72727273],0
a3,1,0.29596,1.092312,[8 9] ; [26 16],[9.79661017 7.20338983] ; [24.20338983 17.79661017],0
p2,1,0.297814,1.083958,[14  3] ; [29 13],[12.38983051  4.61016949] ; [30.61016949 11.38983051],0
s7,1,0.310186,1.029885,[10  6] ; [19 21],[8.28571429 7.71428571] ; [20.71428571 19.28571429],0
v2,1,0.344732,0.892754,[ 5 11] ; [18 22],[6.57142857 9.42857143] ; [16.42857143 23.57142857],0
p1,1,0.382181,0.763675,[ 3 14] ; [ 4 38],[ 2.01694915 14.98305085] ; [ 4.98305085 37.01694915],0
p11,1,0.382434,0.762863,[8 9] ; [25 17],[9.50847458 7.49152542] ; [23.49152542 18.50847458],0
d4,1,0.38803,0.745106,[15  2] ; [33  9],[13.83050847  3.16949153] ; [34.16949153  7.83050847],0
b2,1,0.398025,0.714286,[4 6] ; [ 5 15],[3. 7.] ; [ 6. 14.],0
b3,1,0.398025,0.714286,[4 6] ; [ 5 15],[3. 7.] ; [ 6. 14.],0
a4,1,0.484387,0.48897,[ 6 11] ; [11 31],[ 4.89830508 12.10169492] ; [12.10169492 29.89830508],0
r3,1,0.51589,0.422102,[14  2] ; [39  3],[14.62068966  1.37931034] ; [38.37931034  3.62068966],0
s2,1,0.5281,0.398047,[12  5] ; [26 16],[10.94915254  6.05084746] ; [27.05084746 14.94915254],0
v1,1,0.5281,0.398047,[ 5 12] ; [16 26],[ 6.05084746 10.94915254] ; [14.94915254 27.05084746],0
u1,1,0.56373,0.333287,[ 2 15] ; [ 3 39],[ 1.44067797 15.55932203] ; [ 3.55932203 38.44067797],0
p3,1,0.568777,0.324733,[ 7 10] ; [14 28],[ 6.05084746 10.94915254] ; [14.94915254 27.05084746],0
p8,1,0.625697,0.237941,[ 5 10] ; [17 25],[5.78947368 9.21052632] ; [16.21052632 25.78947368],0
a2,1,0.649217,0.206889,[ 1 16] ; [ 4 38],[ 1.44067797 15.55932203] ; [ 3.55932203 38.44067797],0
s5,1,0.672407,0.178799,[7 9] ; [20 20],[7.71428571 8.28571429] ; [19.28571429 20.71428571],0
d2,1,0.694362,0.154404,[ 7 10] ; [15 27],[ 6.33898305 10.66101695] ; [15.66101695 26.33898305],0
b4,1,0.711661,0.136624,[11  6] ; [25 17],[10.37288136  6.62711864] ; [25.62711864 16.37288136],0
a6,1,0.775952,0.080996,[10  7] ; [23 19],[9.50847458 7.49152542] ; [23.49152542 18.50847458],0
p4,1,0.775952,0.080996,[ 7 10] ; [19 23],[7.49152542 9.50847458] ; [18.50847458 23.49152542],0
n3,1,0.836701,0.042484,[5 3] ; [12  6],[5.23076923 2.76923077] ; [11.76923077  6.23076923],0
n2,1,0.882832,0.021721,[6 2] ; [13  5],[5.84615385 2.15384615] ; [13.15384615  4.84615385],0
d5,1,0.944404,0.004863,[13  4] ; [31 10],[12.89655172  4.10344828] ; [31.10344828  9.89655172],0
d1,1,0.968868,0.001523,[8 9] ; [20 22],[8.06779661 8.93220339] ; [19.93220339 22.06779661],0
