Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,7e-06,20.171769,[75 93] ; [47 13],[89.89473684 78.10526316] ; [32.10526316 27.89473684],1
p4,1,1e-05,19.524843,[ 62 107] ; [43 19],[76.81818182 92.18181818] ; [28.18181818 33.81818182],1
p3,1,1.7e-05,18.539176,[ 51 118] ; [38 24],[ 65.11255411 103.88744589] ; [23.88744589 38.11255411],1
s7,1,0.000471,12.225328,[ 43 118] ; [31 29],[ 53.90950226 107.09049774] ; [20.09049774 39.90950226],1
p1,1,0.005711,7.639365,[  7 160] ; [ 9 52],[ 11.71929825 155.28070175] ; [ 4.28070175 56.71929825],0
a2,1,0.006226,7.483737,[ 19 150] ; [16 46],[ 25.60606061 143.39393939] ; [ 9.39393939 52.60606061],0
a4,1,0.010166,6.605627,[ 51 118] ; [30 32],[ 59.25974026 109.74025974] ; [21.74025974 40.25974026],0
s5,1,0.010786,6.500188,[ 37 125] ; [23 34],[ 44.38356164 117.61643836] ; [15.61643836 41.38356164],0
p8,1,0.011747,6.348643,[ 59 110] ; [33 29],[ 67.30735931 101.69264069] ; [24.69264069 37.30735931],0
s4,1,0.01852,5.546282,[ 28 141] ; [19 43],[ 34.38528139 134.61471861] ; [12.61471861 49.38528139],0
s8,1,0.021036,5.323841,[ 50 119] ; [28 33],[ 57.31304348 111.68695652] ; [20.68695652 40.31304348],0
d2,1,0.037173,4.342459,[ 59 110] ; [31 31],[ 65.84415584 103.15584416] ; [24.15584416 37.84415584],0
u1,1,0.040326,4.204106,[ 14 155] ; [11 51],[ 18.29004329 150.70995671] ; [ 6.70995671 55.29004329],0
n6,1,0.042641,4.10956,[103  66] ; [46 15],[109.4826087  59.5173913] ; [39.5173913 21.4826087],0
d3,1,0.048234,3.901812,[113  56] ; [49 12],[119.03478261  49.96521739] ; [42.96521739 18.03478261],0
r4,1,0.048576,3.889934,[141  28] ; [58  4],[145.58874459  23.41125541] ; [53.41125541  8.58874459],0
u3,1,0.050171,3.835746,[40 28] ; [18  4],[43.82222222 24.17777778] ; [14.17777778  7.82222222],0
n4,1,0.055742,3.659739,[ 61 108] ; [31 31],[ 67.30735931 101.69264069] ; [24.69264069 37.30735931],0
u2,1,0.057101,3.619652,[37 31] ; [17  5],[40.8 27.2] ; [13.2  8.8],0
b1,1,0.069123,3.303727,[ 57 112] ; [29 33],[ 62.91774892 106.08225108] ; [23.08225108 38.91774892],0
p10,1,0.073588,3.201127,[105  61] ; [47 15],[110.66666667  55.33333333] ; [41.33333333 20.66666667],0
p12,1,0.095236,2.783568,[  5 162] ; [ 5 57],[  7.29257642 159.70742358] ; [ 2.70742358 59.29257642],0
s6,1,0.0996,2.711943,[88 79] ; [39 21],[93.43171806 73.56828194] ; [33.56828194 26.43171806],0
n1,1,0.114564,2.490101,[11 40] ; [ 8 12],[13.64788732 37.35211268] ; [ 5.35211268 14.64788732],0
a5,1,0.118525,2.436707,[101  68] ; [44 18],[106.08225108  62.91774892] ; [38.91774892 23.08225108],0
