Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.000809,11.220779,[ 1 10] ; [15  6],[5.5 5.5] ; [10.5 10.5],1
r3,1,0.053116,3.74026,[6 5] ; [18  3],[8.25 2.75] ; [15.75  5.25],0
b4,1,0.061361,3.500219,[9 2] ; [10 11],[6.53125 4.46875] ; [12.46875  8.53125],0
a3,1,0.067338,3.346735,[9 1] ; [12  9],[6.77419355 3.22580645] ; [14.22580645  6.77419355],0
p5,1,0.067431,3.344465,[3 8] ; [ 1 20],[1.375 9.625] ; [ 2.625 18.375],0
d1,1,0.102322,2.668975,[2 9] ; [10 11],[4.125 6.875] ; [ 7.875 13.125],0
n1,1,0.132026,2.268519,[1 5] ; [5 4],[2.4 3.6] ; [3.6 5.4],0
a5,1,0.162761,1.948389,[9 2] ; [12  9],[7.21875 3.78125] ; [13.78125  7.21875],0
p2,1,0.173872,1.849241,[8 3] ; [10 11],[6.1875 4.8125] ; [11.8125  9.1875],0
d3,1,0.173872,1.849241,[3 8] ; [11 10],[4.8125 6.1875] ; [ 9.1875 11.8125],0
d5,1,0.209601,1.574183,[6 5] ; [16  5],[7.5625 3.4375] ; [14.4375  6.5625],0
a2,1,0.216086,1.530179,[2 9] ; [ 1 20],[1.03125 9.96875] ; [ 1.96875 19.03125],0
a1,1,0.216086,1.530179,[2 9] ; [ 1 20],[1.03125 9.96875] ; [ 1.96875 19.03125],0
s3,1,0.24179,1.370128,[3 7] ; [11 10],[4.51612903 5.48387097] ; [ 9.48387097 11.51612903],0
a4,1,0.245876,1.346583,[6 5] ; [ 7 14],[4.46875 6.53125] ; [ 8.53125 12.46875],0
n4,1,0.248381,1.332389,[9 2] ; [13  8],[7.5625 3.4375] ; [14.4375  6.5625],0
p10,1,0.251952,1.312445,[6 4] ; [ 8 13],[4.51612903 5.48387097] ; [ 9.48387097 11.51612903],0
d2,1,0.264173,1.246753,[4 7] ; [12  9],[5.5 5.5] ; [10.5 10.5],0
s8,1,0.28263,1.154401,[4 7] ; [ 4 17],[2.75 8.25] ; [ 5.25 15.75],0
s7,1,0.337419,0.920215,[4 5] ; [ 5 14],[2.89285714 6.10714286] ; [ 6.10714286 12.89285714],0
p3,1,0.365241,0.819792,[2 9] ; [ 7 14],[3.09375 7.90625] ; [ 5.90625 15.09375],0
d4,1,0.371332,0.799201,[8 3] ; [18  3],[8.9375 2.0625] ; [17.0625  3.9375],0
p9,1,0.371949,0.797143,[6 4] ; [ 9 12],[4.83870968 5.16129032] ; [10.16129032 10.83870968],0
b1,1,0.372957,0.793788,[5 6] ; [13  8],[6.1875 4.8125] ; [11.8125  9.1875],0
a8,1,0.377209,0.779778,[2 7] ; [ 2 18],[1.24137931 7.75862069] ; [ 2.75862069 17.24137931],0
a6,1,0.387094,0.748052,[3 8] ; [ 9 12],[4.125 6.875] ; [ 7.875 13.125],0
n5,1,0.388476,0.743706,[7 4] ; [10 11],[5.84375 5.15625] ; [11.15625  9.84375],0
v2,1,0.388476,0.743706,[4 7] ; [11 10],[5.15625 5.84375] ; [ 9.84375 11.15625],0
s1,1,0.481819,0.494743,[2 9] ; [ 2 19],[1.375 9.625] ; [ 2.625 18.375],0
v1,1,0.501138,0.452525,[5 6] ; [ 7 14],[4.125 6.875] ; [ 7.875 13.125],0
p7,1,0.501138,0.452525,[5 6] ; [ 7 14],[4.125 6.875] ; [ 7.875 13.125],0
p4,1,0.501138,0.452525,[5 6] ; [ 7 14],[4.125 6.875] ; [ 7.875 13.125],0
b3,1,0.512091,0.429792,[4 5] ; [4 9],[3.27272727 5.72727273] ; [4.72727273 8.27272727],0
b2,1,0.512091,0.429792,[4 5] ; [4 9],[3.27272727 5.72727273] ; [4.72727273 8.27272727],0
a7,1,0.529148,0.396028,[5 6] ; [12  9],[5.84375 5.15625] ; [11.15625  9.84375],0
p8,1,0.540396,0.374806,[3 8] ; [ 8 13],[3.78125 7.21875] ; [ 7.21875 13.78125],0
s4,1,0.673005,0.178108,[ 1 10] ; [ 3 18],[1.375 9.625] ; [ 2.625 18.375],0
n6,1,0.690279,0.158784,[6 4] ; [11 10],[5.48387097 4.51612903] ; [11.51612903  9.48387097],0
p11,1,0.709749,0.138528,[6 5] ; [10 11],[5.5 5.5] ; [10.5 10.5],0
p6,1,0.714546,0.133779,[2 9] ; [ 5 16],[2.40625 8.59375] ; [ 4.59375 16.40625],0
b5,1,0.722416,0.12619,[4 7] ; [ 9 12],[4.46875 6.53125] ; [ 8.53125 12.46875],0
s6,1,0.808543,0.058712,[5 6] ; [10 10],[5.32258065 5.67741935] ; [ 9.67741935 10.32258065],0
n2,1,0.832662,0.044643,[3 3] ; [5 4],[3.2 2.8] ; [4.8 4.2],0
u2,1,0.886508,0.02037,[1 1] ; [4 5],[0.90909091 1.09090909] ; [4.09090909 4.90909091],0
s2,1,0.934715,0.00671,[3 7] ; [ 6 15],[2.90322581 7.09677419] ; [ 6.09677419 14.90322581],0
s5,1,0.93814,0.006023,[3 8] ; [ 6 15],[3.09375 7.90625] ; [ 5.90625 15.09375],0
v3,1,0.952475,0.003552,[2 9] ; [ 4 17],[2.0625 8.9375] ; [ 3.9375 17.0625],0
n3,1,1.0,0.0,[3 3] ; [4 4],[3. 3.] ; [4. 4.],0
