Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,7.4e-05,15.705202,[15 20] ; [67 17],[24.11764706 10.88235294] ; [57.88235294 26.11764706],1
p11,1,0.002074,9.482737,[15 20] ; [61 23],[22.35294118 12.64705882] ; [53.64705882 30.35294118],0
p2,1,0.008493,6.926488,[12 23] ; [51 33],[18.52941176 16.47058824] ; [44.47058824 39.52941176],0
v4,1,0.010238,6.593063,[22 12] ; [72 12],[27.08474576  6.91525424] ; [66.91525424 17.08474576],0
r3,1,0.015096,5.905287,[22 13] ; [70 14],[27.05882353  7.94117647] ; [64.94117647 19.05882353],0
p9,1,0.02553,4.987592,[17 16] ; [60 22],[22.09565217 10.90434783] ; [54.90434783 27.09565217],0
p10,1,0.027449,4.862338,[13 20] ; [52 32],[18.33333333 14.66666667] ; [46.66666667 37.33333333],0
a1,1,0.039854,4.22409,[ 4 31] ; [ 2 82],[ 1.76470588 33.23529412] ; [ 4.23529412 79.76470588],0
b3,1,0.041317,4.162953,[13  7] ; [22 35],[ 9.09090909 10.90909091] ; [25.90909091 31.09090909],0
b2,1,0.041317,4.162953,[13  7] ; [22 35],[ 9.09090909 10.90909091] ; [25.90909091 31.09090909],0
s6,1,0.054036,3.711601,[13 21] ; [48 35],[17.72649573 16.27350427] ; [43.27350427 39.72649573],0
b5,1,0.067899,3.333102,[14 21] ; [49 35],[18.52941176 16.47058824] ; [44.47058824 39.52941176],0
p4,1,0.071502,3.248208,[ 7 28] ; [31 53],[11.17647059 23.82352941] ; [26.82352941 57.17647059],0
d3,1,0.071502,3.248208,[ 7 28] ; [31 53],[11.17647059 23.82352941] ; [26.82352941 57.17647059],0
a4,1,0.072522,3.224999,[11 24] ; [41 42],[15.42372881 19.57627119] ; [36.57627119 46.42372881],0
b4,1,0.080067,3.063531,[16 19] ; [53 31],[20.29411765 14.70588235] ; [48.70588235 35.29411765],0
d5,1,0.111344,2.535035,[17 18] ; [54 30],[20.88235294 14.11764706] ; [50.11764706 33.88235294],0
s5,1,0.137339,2.207524,[ 4 28] ; [20 59],[ 6.91891892 25.08108108] ; [17.08108108 61.91891892],0
n1,1,0.157015,2.002738,[11  8] ; [12 20],[ 8.56862745 10.43137255] ; [14.43137255 17.56862745],0
p8,1,0.158945,1.984232,[ 4 31] ; [19 65],[ 6.76470588 28.23529412] ; [16.23529412 67.76470588],0
n4,1,0.181537,1.785,[22 13] ; [63 21],[25. 10.] ; [60. 24.],0
d4,1,0.202378,1.625131,[19 16] ; [56 28],[22.05882353 12.94117647] ; [52.94117647 31.05882353],0
u3,1,0.235392,1.407982,[7 8] ; [ 8 20],[5.23255814 9.76744186] ; [ 9.76744186 18.23255814],0
b1,1,0.236481,1.401451,[20 15] ; [38 46],[17.05882353 17.94117647] ; [40.94117647 43.05882353],0
s7,1,0.238584,1.388939,[ 9 23] ; [32 48],[11.71428571 20.28571429] ; [29.28571429 50.71428571],0
v1,1,0.2561,1.289715,[16 19] ; [28 53],[13.27586207 21.72413793] ; [30.72413793 50.27586207],0
s4,1,0.261201,1.262378,[ 7 28] ; [10 73],[ 5.04237288 29.95762712] ; [11.95762712 71.04237288],0
u2,1,0.264344,1.245862,[8 7] ; [10 18],[6.27906977 8.72093023] ; [11.72093023 16.27906977],0
a6,1,0.294773,1.097694,[13 22] ; [40 44],[15.58823529 19.41176471] ; [37.41176471 46.58823529],0
d1,1,0.296012,1.092074,[11 24] ; [35 49],[13.52941176 21.47058824] ; [32.47058824 51.52941176],0
a3,1,0.324423,0.971032,[20 15] ; [56 28],[22.35294118 12.64705882] ; [53.64705882 30.35294118],0
s8,1,0.413264,0.669391,[ 9 26] ; [28 56],[10.88235294 24.11764706] ; [26.11764706 57.88235294],0
v3,1,0.415626,0.662651,[ 9 21] ; [18 62],[ 7.36363636 22.63636364] ; [19.63636364 60.36363636],0
a8,1,0.466264,0.530817,[ 2 32] ; [ 8 71],[ 3.00884956 30.99115044] ; [ 6.99115044 72.00884956],0
s3,1,0.467436,0.52803,[16 18] ; [33 50],[14.23931624 19.76068376] ; [34.76068376 48.23931624],0
r4,1,0.488057,0.480808,[21 14] ; [56 28],[22.64705882 12.35294118] ; [54.35294118 29.64705882],0
r2,1,0.502387,0.449891,[30  4] ; [70 14],[28.81355932  5.18644068] ; [71.18644068 12.81355932],0
u4,1,0.519285,0.415313,[ 1 34] ; [ 1 83],[ 0.58823529 34.41176471] ; [ 1.41176471 82.58823529],0
p3,1,0.567723,0.326508,[ 9 26] ; [26 58],[10.29411765 24.70588235] ; [24.70588235 59.29411765],0
p6,1,0.581659,0.303561,[ 3 32] ; [10 73],[ 3.8559322 31.1440678] ; [ 9.1440678 73.8559322],0
a2,1,0.622473,0.242407,[ 2 33] ; [ 7 77],[ 2.64705882 32.35294118] ; [ 6.35294118 77.64705882],0
a5,1,0.717457,0.130942,[20 15] ; [51 33],[20.88235294 14.11764706] ; [50.11764706 33.88235294],0
n3,1,0.762369,0.091429,[11  7] ; [17 13],[10.5  7.5] ; [17.5 12.5],0
v2,1,0.764793,0.089516,[11 20] ; [26 54],[10.33333333 20.66666667] ; [26.66666667 53.33333333],0
p12,1,0.805161,0.060848,[ 2 32] ; [ 6 78],[ 2.30508475 31.69491525] ; [ 5.69491525 78.30508475],0
r1,1,0.80997,0.057823,[20 15] ; [50 34],[20.58823529 14.41176471] ; [49.41176471 34.58823529],0
p1,1,0.870175,0.026712,[ 3 32] ; [ 8 76],[ 3.23529412 31.76470588] ; [ 7.76470588 76.23529412],0
s2,1,0.910722,0.012573,[12 23] ; [29 53],[12.26495726 22.73504274] ; [28.73504274 53.26495726],0
s1,1,0.948116,0.004234,[ 2 33] ; [ 5 78],[ 2.07627119 32.92372881] ; [ 4.92372881 78.07627119],0
d2,1,0.953004,0.003473,[16 19] ; [37 45],[15.85470085 19.14529915] ; [37.14529915 44.85470085],0
n2,1,0.980472,0.000599,[13  6] ; [22 10],[13.03921569  5.96078431] ; [21.96078431 10.03921569],0
