Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,100.930062,[175  77] ; [ 3 73],[136.75609756 115.24390244] ; [41.24390244 34.75609756],1
d4,1,0.0,66.069462,[224  27] ; [35 41],[198.80428135  52.19571865] ; [60.19571865 15.80428135],1
d2,1,0.0,28.218998,[139 110] ; [16 60],[118.75384615 130.24615385] ; [36.24615385 39.75384615],1
d3,1,1e-06,23.88755,[180  72] ; [31 45],[162.1097561  89.8902439] ; [48.8902439 27.1097561],1
a4,1,1.3e-05,19.028002,[129 123] ; [17 58],[112.51376147 139.48623853] ; [33.48623853 41.51376147],1
a3,1,7.3e-05,15.736972,[180  72] ; [35 40],[165.68807339  86.31192661] ; [49.31192661 25.68807339],1
a7,1,0.000142,14.478233,[192  59] ; [41 35],[178.8470948  72.1529052] ; [54.1529052 21.8470948],1
a2,1,0.000228,13.588028,[ 62 190] ; [ 4 72],[ 50.70731707 201.29268293] ; [15.29268293 60.70731707],1
u1,1,0.000392,12.569601,[ 49 203] ; [ 2 74],[ 39.18292683 212.81707317] ; [11.81707317 64.18292683],1
a5,1,0.002662,9.025515,[185  67] ; [42 34],[174.40243902  77.59756098] ; [52.59756098 23.40243902],0
s8,1,0.006001,7.54995,[ 99 151] ; [17 59],[ 88.95705521 161.04294479] ; [27.04294479 48.95705521],0
p4,1,0.007197,7.223073,[118 134] ; [22 53],[107.88990826 144.11009174] ; [32.11009174 42.88990826],0
n2,1,0.009047,6.813603,[54 29] ; [23  2],[59.17592593 23.82407407] ; [17.82407407  7.17592593],0
u3,1,0.012707,6.209519,[52 20] ; [20 21],[45.87610619 26.12389381] ; [26.12389381 14.87610619],0
p3,1,0.020492,5.369529,[ 88 162] ; [16 60],[ 79.75460123 170.24539877] ; [24.24539877 51.75460123],0
s7,1,0.020617,5.358846,[100 138] ; [20 54],[ 91.53846154 146.46153846] ; [28.46153846 45.53846154],0
v2,1,0.035147,4.438025,[122 118] ; [26 45],[114.21221865 125.78778135] ; [33.78778135 37.21221865],0
a6,1,0.060984,3.510422,[175  77] ; [44 32],[168.25609756  83.74390244] ; [50.74390244 25.25609756],0
r2,1,0.067058,3.353615,[239  12] ; [68  8],[235.64831804  15.35168196] ; [71.35168196  4.64831804],0
p2,1,0.071904,3.239009,[180  72] ; [46 30],[173.63414634  78.36585366] ; [52.36585366 23.63414634],0
s2,1,0.075231,3.165036,[118 131] ; [26 47],[111.35403727 137.64596273] ; [32.64596273 40.35403727],0
a8,1,0.088819,2.895641,[ 17 211] ; [10 61],[ 20.58862876 207.41137124] ; [ 6.41137124 64.58862876],0
p8,1,0.115081,2.483027,[ 58 194] ; [24 51],[ 63.19266055 188.80733945] ; [18.80733945 56.19266055],0
s6,1,0.134095,2.244443,[153  95] ; [39 36],[147.41795666 100.58204334] ; [44.58204334 30.41795666],0
p11,1,0.151689,2.055185,[167  85] ; [57 19],[172.09756098  79.90243902] ; [51.90243902 24.09756098],0
r1,1,0.156533,2.0074,[192  59] ; [52 24],[187.29051988  63.70948012] ; [56.70948012 19.29051988],0
b5,1,0.184653,1.759774,[170  82] ; [45 31],[165.18292683  86.81707317] ; [49.81707317 26.18292683],0
r3,1,0.243533,1.360024,[232  19] ; [67  9],[229.50764526  21.49235474] ; [69.49235474  6.50764526],0
p6,1,0.328127,0.956277,[ 41 208] ; [ 9 67],[ 38.30769231 210.69230769] ; [11.69230769 64.30769231],0
u2,1,0.335748,0.9266,[43 28] ; [21 20],[40.57142857 30.42857143] ; [23.42857143 17.57142857],0
p9,1,0.336204,0.924852,[187  59] ; [61 14],[190.05607477  55.94392523] ; [57.94392523 17.05607477],0
s4,1,0.362713,0.828478,[ 38 210] ; [15 61],[ 40.56790123 207.43209877] ; [12.43209877 63.56790123],0
v3,1,0.377755,0.777995,[ 81 155] ; [21 52],[ 77.90291262 158.09708738] ; [24.09708738 48.90291262],0
s5,1,0.460013,0.545863,[ 60 176] ; [15 56],[ 57.65472313 178.34527687] ; [17.34527687 53.65472313],0
v1,1,0.485574,0.48632,[113 130] ; [31 43],[110.38485804 132.61514196] ; [33.61514196 40.38485804],0
s3,1,0.508672,0.436798,[124 126] ; [33 40],[121.51702786 128.48297214] ; [35.48297214 37.51702786],0
b1,1,0.550906,0.355697,[ 90 162] ; [30 46],[ 92.19512195 159.80487805] ; [27.80487805 48.19512195],0
b4,1,0.554781,0.348821,[153  99] ; [49 27],[155.19512195  96.80487805] ; [46.80487805 29.19512195],0
u4,1,0.573302,0.317188,[  6 246] ; [ 1 75],[  5.37804878 246.62195122] ; [ 1.62195122 74.37804878],0
n4,1,0.625453,0.238277,[175  77] ; [55 21],[176.70731707  75.29268293] ; [53.29268293 22.70731707],0
b2,1,0.654392,0.200408,[53 92] ; [15 22],[54.17582418 90.82417582] ; [13.82417582 23.17582418],0
b3,1,0.654392,0.200408,[53 92] ; [15 22],[54.17582418 90.82417582] ; [13.82417582 23.17582418],0
r4,1,0.678505,0.171814,[217  35] ; [64 12],[215.8902439  36.1097561] ; [65.1097561 10.8902439],0
n1,1,0.682256,0.167597,[35 48] ; [ 9 15],[34.13084112 48.86915888] ; [ 9.86915888 14.13084112],0
a1,1,0.689959,0.15913,[  9 243] ; [ 2 74],[  8.45121951 243.54878049] ; [ 2.54878049 73.45121951],0
s1,1,0.717684,0.130722,[ 11 239] ; [ 4 70],[ 11.57407407 238.42592593] ; [ 3.42592593 70.57407407],0
p1,1,0.730263,0.11887,[ 20 231] ; [ 7 69],[ 20.72477064 230.27522936] ; [ 6.27522936 69.72477064],0
n6,1,0.757869,0.095037,[203  49] ; [60 16],[202.06097561  49.93902439] ; [60.93902439 15.06097561],0
n3,1,0.765854,0.088686,[55 28] ; [16  7],[55.59433962 27.40566038] ; [15.40566038  7.59433962],0
n5,1,0.808508,0.058734,[168  83] ; [52 24],[168.86850153  82.13149847] ; [51.13149847 24.86850153],0
p12,1,0.874481,0.024954,[ 18 232] ; [ 5 70],[ 17.69230769 232.30769231] ; [ 5.30769231 69.69230769],0
