Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d4,1,0.0,45.178709,[26 25] ; [80  1],[40.95454545 10.04545455] ; [65.04545455 15.95454545],1
d2,1,0.0,43.084264,[ 6 45] ; [57 24],[24.34090909 26.65909091] ; [38.65909091 42.34090909],1
d5,1,0.0,40.287977,[26 24] ; [79  2],[40.07633588  9.92366412] ; [64.92366412 16.07633588],1
d3,1,0.0,28.852089,[26 24] ; [75  6],[38.54961832 11.45038168] ; [62.45038168 18.54961832],1
a5,1,9e-06,19.816509,[26 25] ; [70 11],[37.09090909 13.90909091] ; [58.90909091 22.09090909],1
a3,1,1.6e-05,18.582279,[24 27] ; [67 14],[35.15909091 15.84090909] ; [55.84090909 25.15909091],1
s8,1,0.000136,14.551819,[16 35] ; [53 28],[26.65909091 24.34090909] ; [42.34090909 38.65909091],1
p4,1,0.000157,14.285731,[21 30] ; [60 21],[31.29545455 19.70454545] ; [49.70454545 31.29545455],1
p6,1,0.000195,13.879098,[13 38] ; [47 33],[23.35877863 27.64122137] ; [36.64122137 43.35877863],1
a2,1,0.000299,13.076411,[ 2 49] ; [24 57],[10.04545455 40.95454545] ; [15.95454545 65.04545455],1
s6,1,0.000871,11.083837,[33 14] ; [74  6],[39.5984252  7.4015748] ; [67.4015748 12.5984252],1
u1,1,0.002382,9.229384,[ 3 48] ; [22 59],[ 9.65909091 41.34090909] ; [15.34090909 65.65909091],0
a4,1,0.002778,8.947899,[13 38] ; [42 39],[21.25 29.75] ; [33.75 47.25],0
p3,1,0.003087,8.755383,[18 33] ; [50 31],[26.27272727 24.72727273] ; [41.72727273 39.27272727],0
b2,1,0.008619,6.900029,[ 1 25] ; [14 33],[ 5.34246575 20.65753425] ; [ 9.65753425 37.34246575],0
b3,1,0.008619,6.900029,[ 1 25] ; [14 33],[ 5.34246575 20.65753425] ; [ 9.65753425 37.34246575],0
a6,1,0.010655,6.52195,[26 25] ; [59 22],[32.84090909 18.15909091] ; [52.15909091 28.84090909],0
b5,1,0.025681,4.977376,[24 27] ; [54 27],[30.13636364 20.86363636] ; [47.86363636 33.13636364],0
r2,1,0.029303,4.749736,[45  6] ; [79  2],[47.90909091  3.09090909] ; [76.09090909  4.90909091],0
r1,1,0.034173,4.486036,[34 17] ; [67 14],[39.02272727 11.97727273] ; [61.97727273 19.02272727],0
s2,1,0.062743,3.463363,[30 19] ; [62 19],[34.67692308 14.32307692] ; [57.32307692 23.67692308],0
p5,1,0.069774,3.288321,[ 2 49] ; [11 70],[ 5.02272727 45.97727273] ; [ 7.97727273 73.02272727],0
r4,1,0.071085,3.257784,[42  9] ; [75  6],[45.20454545  5.79545455] ; [71.79545455  9.20454545],0
a7,1,0.091488,2.847998,[30 20] ; [60 21],[34.35114504 15.64885496] ; [55.64885496 25.35114504],0
s5,1,0.098443,2.730589,[21 26] ; [45 30],[25.42622951 21.57377049] ; [40.57377049 34.42622951],0
s3,1,0.105589,2.619035,[31 19] ; [61 20],[35.11450382 14.88549618] ; [56.88549618 24.11450382],0
s7,1,0.117716,2.447446,[26 24] ; [52 27],[30.23255814 19.76744186] ; [47.76744186 31.23255814],0
p2,1,0.127464,2.323123,[38 13] ; [69 12],[41.34090909  9.65909091] ; [65.65909091 15.34090909],0
v3,1,0.131944,2.269482,[11 38] ; [28 52],[14.81395349 34.18604651] ; [24.18604651 55.81395349],0
v2,1,0.15272,2.044875,[20 29] ; [42 36],[23.92125984 25.07874016] ; [38.07874016 39.92125984],0
p8,1,0.235806,1.405494,[26 25] ; [48 30],[29.25581395 21.74418605] ; [44.74418605 33.25581395],0
n1,1,0.282041,1.15723,[5 8] ; [ 4 15],[3.65625 9.34375] ; [ 5.34375 13.65625],0
v4,1,0.30553,1.0499,[47  3] ; [79  2],[48.09160305  1.90839695] ; [77.90839695  3.09160305],0
p1,1,0.308918,1.035294,[ 3 48] ; [ 9 72],[ 4.63636364 46.36363636] ; [ 7.36363636 73.63636364],0
p7,1,0.328886,0.953279,[32 17] ; [58 21],[34.453125 14.546875] ; [55.546875 23.453125],0
p11,1,0.341211,0.905878,[42  9] ; [61 20],[39.79545455 11.20454545] ; [63.20454545 17.79545455],0
n4,1,0.362713,0.828479,[32 19] ; [57 24],[34.38636364 16.61363636] ; [54.61363636 26.38636364],0
v1,1,0.515195,0.423502,[23 27] ; [42 39],[24.80916031 25.19083969] ; [40.19083969 40.80916031],0
r3,1,0.569194,0.324032,[48  3] ; [77  3],[48.66412214  2.33587786] ; [76.33587786  3.66412214],0
b4,1,0.621865,0.243255,[28 23] ; [48 33],[29.36363636 21.63636364] ; [46.63636364 34.36363636],0
n5,1,0.675575,0.17515,[37 14] ; [56 25],[35.93181818 15.06818182] ; [57.06818182 23.93181818],0
