Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.000165,14.193364,[18  6] ; [34 69],[ 9.82677165 14.17322835] ; [42.17322835 60.82677165],1
s7,1,0.002622,9.053656,[14  8] ; [30 71],[ 7.8699187 14.1300813] ; [36.1300813 64.8699187],0
p11,1,0.003489,8.532347,[10 14] ; [75 28],[16.06299213  7.93700787] ; [68.93700787 34.06299213],0
s6,1,0.004428,8.099238,[19  4] ; [51 51],[12.88 10.12] ; [57.12 44.88],0
p2,1,0.004753,7.970964,[12 12] ; [80 22],[17.52380952  6.47619048] ; [74.47619048 27.52380952],0
p10,1,0.008146,7.001132,[20  3] ; [58 43],[14.46774194  8.53225806] ; [63.53225806 37.46774194],0
p8,1,0.010363,6.571383,[ 4 19] ; [47 54],[ 9.45967742 13.54032258] ; [41.54032258 59.45967742],0
s3,1,0.012744,6.204316,[17  7] ; [43 58],[11.52 12.48] ; [48.48 52.52],0
s5,1,0.018904,5.510395,[11 11] ; [24 73],[ 6.47058824 15.52941176] ; [28.52941176 68.47058824],0
u1,1,0.030266,4.694115,[ 7 17] ; [12 91],[ 3.59055118 20.40944882] ; [15.40944882 87.59055118],0
p9,1,0.061235,3.50362,[20  3] ; [68 33],[16.32258065  6.67741935] ; [71.67741935 29.32258065],0
b1,1,0.068403,3.320942,[ 5 19] ; [42 61],[ 8.88188976 15.11811024] ; [38.11811024 64.88188976],0
d2,1,0.080141,3.062048,[15  9] ; [44 59],[11.1496063 12.8503937] ; [47.8503937 55.1496063],0
v1,1,0.109699,2.558552,[ 8 16] ; [51 48],[11.51219512 12.48780488] ; [47.48780488 51.51219512],0
d3,1,0.154332,2.028905,[21  3] ; [76 27],[18.33070866  5.66929134] ; [78.66929134 24.33070866],0
s8,1,0.168647,1.89493,[11 13] ; [32 71],[ 8.12598425 15.87401575] ; [34.87401575 68.12598425],0
p6,1,0.208938,1.578769,[ 9 15] ; [24 73],[ 6.54545455 17.45454545] ; [26.45454545 70.54545455],0
u3,1,0.237893,1.393038,[5 2] ; [14 16],[3.59459459 3.40540541] ; [15.40540541 14.59459459],0
n4,1,0.238383,1.390134,[ 8 16] ; [48 55],[10.58267717 13.41732283] ; [45.41732283 57.58267717],0
b5,1,0.29269,1.107206,[17  7] ; [61 42],[14.74015748  9.25984252] ; [63.25984252 39.74015748],0
a5,1,0.316535,1.003209,[15  9] ; [75 28],[17.00787402  6.99212598] ; [72.99212598 30.00787402],0
p4,1,0.317362,0.999786,[ 8 16] ; [45 56],[10.176 13.824] ; [42.824 58.176],0
d1,1,0.333018,0.937127,[17  7] ; [62 41],[14.92913386  9.07086614] ; [64.07086614 38.92913386],0
p3,1,0.34268,0.90038,[ 7 17] ; [40 61],[ 9.024 14.976] ; [37.976 63.024],0
n6,1,0.380911,0.767761,[18  6] ; [67 35],[16.19047619  7.80952381] ; [68.80952381 33.19047619],0
n3,1,0.439231,0.598291,[6 1] ; [20  8],[5.2 1.8] ; [20.8  7.2],0
b2,1,0.548525,0.359966,[3 9] ; [19 37],[3.88235294 8.11764706] ; [18.11764706 37.88235294],0
b3,1,0.548525,0.359966,[3 9] ; [19 37],[3.88235294 8.11764706] ; [18.11764706 37.88235294],0
n2,1,0.593231,0.285326,[4 3] ; [19  9],[4.6 2.4] ; [18.4  9.6],0
b4,1,0.61666,0.250591,[16  8] ; [63 40],[14.92913386  9.07086614] ; [64.07086614 38.92913386],0
u2,1,0.617536,0.249346,[3 4] ; [16 14],[3.59459459 3.40540541] ; [15.40540541 14.59459459],0
r4,1,0.627625,0.235295,[21  3] ; [86 17],[20.22047244  3.77952756] ; [86.77952756 16.22047244],0
p12,1,0.656212,0.198157,[ 1 22] ; [ 7 95],[ 1.472 21.528] ; [ 6.528 95.472],0
a4,1,0.664045,0.188647,[10 14] ; [38 65],[ 9.07086614 14.92913386] ; [38.92913386 64.07086614],0
a2,1,0.700491,0.147962,[ 5 19] ; [18 85],[ 4.34645669 19.65354331] ; [18.65354331 84.34645669],0
d5,1,0.707456,0.140832,[21  3] ; [87 16],[20.40944882  3.59055118] ; [87.59055118 15.40944882],0
r2,1,0.726733,0.122133,[23  1] ; [94  6],[22.64516129  1.35483871] ; [94.35483871  5.64516129],0
v3,1,0.746116,0.104824,[10 13] ; [39 59],[ 9.31404959 13.68595041] ; [39.68595041 58.31404959],0
n1,1,0.807903,0.059113,[2 5] ; [ 7 22],[1.75 5.25] ; [ 7.25 21.75],0
p7,1,0.813155,0.055865,[13 11] ; [52 49],[12.48 11.52] ; [52.52 48.48],0
v4,1,0.825232,0.048762,[22  2] ; [92 10],[21.71428571  2.28571429] ; [92.28571429  9.71428571],0
a6,1,0.829637,0.046297,[16  8] ; [71 32],[16.44094488  7.55905512] ; [70.55905512 32.44094488],0
p5,1,0.879037,0.023162,[ 1 23] ; [ 5 97],[ 1.14285714 22.85714286] ; [ 4.85714286 97.14285714],0
d4,1,0.887458,0.020028,[21  3] ; [89 14],[20.78740157  3.21259843] ; [89.21259843 13.78740157],0
p1,1,0.93629,0.006389,[ 2 22] ; [ 8 94],[ 1.9047619 22.0952381] ; [ 8.0952381 93.9047619],0
r1,1,0.937043,0.006239,[19  5] ; [80 22],[18.85714286  5.14285714] ; [80.14285714 21.85714286],0
a7,1,0.980322,0.000608,[18  6] ; [77 26],[17.95275591  6.04724409] ; [77.04724409 25.95275591],0
a3,1,0.996866,1.5e-05,[17  7] ; [73 30],[17.00787402  6.99212598] ; [72.99212598 30.00787402],0
