Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.012983,6.171429,[4 5] ; [16  2],[6.66666667 2.33333333] ; [13.33333333  4.66666667],0
v2,1,0.013711,6.075,[8 1] ; [ 7 11],[5. 4.] ; [10.  8.],0
v3,1,0.037193,4.34154,[3 5] ; [ 1 17],[1.23076923 6.76923077] ; [ 2.76923077 15.23076923],0
n5,1,0.052539,3.758523,[3 6] ; [13  5],[5.33333333 3.66666667] ; [10.66666667  7.33333333],0
s4,1,0.055451,3.668478,[3 6] ; [ 1 17],[1.33333333 7.66666667] ; [ 2.66666667 15.33333333],0
v1,1,0.115078,2.483069,[3 5] ; [ 2 16],[1.53846154 6.46153846] ; [ 3.46153846 14.53846154],0
b4,1,0.136198,2.220395,[8 1] ; [11  7],[6.33333333 2.66666667] ; [12.66666667  5.33333333],0
r3,1,0.136198,2.220395,[8 1] ; [11  7],[6.33333333 2.66666667] ; [12.66666667  5.33333333],0
a8,1,0.161125,1.963636,[3 6] ; [ 2 16],[1.66666667 7.33333333] ; [ 3.33333333 14.66666667],0
s5,1,0.185659,1.75173,[4 4] ; [ 4 13],[2.56 5.44] ; [ 5.44 11.56],0
s6,1,0.201134,1.63412,[5 3] ; [ 6 11],[3.52 4.48] ; [7.48 9.52],0
p7,1,0.23323,1.421053,[4 5] ; [ 4 14],[2.66666667 6.33333333] ; [ 5.33333333 12.66666667],0
p11,1,0.259656,1.270588,[7 2] ; [10  8],[5.66666667 3.33333333] ; [11.33333333  6.66666667],0
r4,1,0.267938,1.227273,[5 4] ; [ 6 12],[3.66666667 5.33333333] ; [ 7.33333333 10.66666667],0
s3,1,0.275973,1.186813,[6 3] ; [ 8 10],[4.66666667 4.33333333] ; [9.33333333 8.66666667],0
a7,1,0.275973,1.186813,[6 3] ; [ 8 10],[4.66666667 4.33333333] ; [9.33333333 8.66666667],0
n1,1,0.310494,1.028571,[2 1] ; [3 6],[1.25 1.75] ; [3.75 5.25],0
s2,1,0.326109,0.964286,[3 6] ; [ 3 15],[2. 7.] ; [ 4. 14.],0
p6,1,0.366444,0.815686,[3 6] ; [ 3 14],[2.07692308 6.92307692] ; [ 3.92307692 13.07692308],0
b5,1,0.411314,0.675,[4 5] ; [11  7],[5. 4.] ; [10.  8.],0
b1,1,0.411314,0.675,[6 3] ; [9 9],[5. 4.] ; [10.  8.],0
s8,1,0.443598,0.586957,[2 7] ; [ 2 16],[1.33333333 7.66666667] ; [ 2.66666667 15.33333333],0
a2,1,0.443598,0.586957,[2 7] ; [ 2 16],[1.33333333 7.66666667] ; [ 2.66666667 15.33333333],0
r2,1,0.477197,0.505263,[7 1] ; [12  4],[6.33333333 1.66666667] ; [12.66666667  3.33333333],0
n6,1,0.500352,0.454189,[6 3] ; [9 8],[5.19230769 3.80769231] ; [9.80769231 7.19230769],0
n2,1,0.504985,0.444444,[2 1] ; [4 5],[1.5 1.5] ; [4.5 4.5],0
r1,1,0.573025,0.317647,[4 5] ; [ 6 12],[3.33333333 5.66666667] ; [ 6.66666667 11.33333333],0
u1,1,0.603332,0.27,[1 8] ; [ 1 17],[0.66666667 8.33333333] ; [ 1.33333333 16.66666667],0
d4,1,0.603332,0.27,[8 1] ; [17  1],[8.33333333 0.66666667] ; [16.66666667  1.33333333],0
d5,1,0.603332,0.27,[8 1] ; [17  1],[8.33333333 0.66666667] ; [16.66666667  1.33333333],0
d2,1,0.634072,0.22658,[8 1] ; [16  1],[8.30769231 0.69230769] ; [15.69230769  1.30769231],0
p2,1,0.69574,0.152941,[3 6] ; [ 7 10],[3.46153846 5.53846154] ; [ 6.53846154 10.46153846],0
p1,1,0.701671,0.146739,[1 8] ; [ 3 15],[1.33333333 7.66666667] ; [ 2.66666667 15.33333333],0
d3,1,0.726095,0.122727,[7 2] ; [15  3],[7.33333333 1.66666667] ; [14.66666667  3.33333333],0
p4,1,0.778096,0.079412,[3 6] ; [ 7 11],[3.33333333 5.66666667] ; [ 6.66666667 11.33333333],0
p10,1,0.785351,0.074176,[5 4] ; [9 9],[4.66666667 4.33333333] ; [9.33333333 8.66666667],0
p8,1,0.785792,0.073864,[1 7] ; [ 3 15],[1.23076923 6.76923077] ; [ 2.76923077 15.23076923],0
b2,1,0.805803,0.06044,[3 5] ; [6 8],[3.27272727 4.72727273] ; [5.72727273 8.27272727],0
b3,1,0.805803,0.06044,[3 5] ; [6 8],[3.27272727 4.72727273] ; [5.72727273 8.27272727],0
a4,1,0.898768,0.016184,[5 4] ; [9 8],[4.84615385 4.15384615] ; [9.15384615 7.84615385],0
a5,1,1.0,0.0,[6 3] ; [12  6],[6. 3.] ; [12.  6.],0
p3,1,1.0,0.0,[3 6] ; [ 6 12],[3. 6.] ; [ 6. 12.],0
a6,1,1.0,0.0,[5 4] ; [10  8],[5. 4.] ; [10.  8.],0
p9,1,1.0,0.0,[4 4] ; [9 9],[4. 4.] ; [9. 9.],0
