Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,29.988311,[55 28] ; [332  38],[70.90728477 12.09271523] ; [316.09271523  53.90728477],1
p9,1,6e-06,20.382815,[61 22] ; [336  32],[73.06208426  9.93791574] ; [323.93791574  44.06208426],1
p2,1,4.4e-05,16.688723,[60 25] ; [328  44],[72.16630197 12.83369803] ; [315.83369803  56.16630197],1
p8,1,6.6e-05,15.911617,[31 52] ; [224 141],[47.24330357 35.75669643] ; [207.75669643 157.24330357],1
n5,1,0.000152,14.350884,[51 33] ; [298  74],[64.28947368 19.71052632] ; [284.71052632  87.28947368],1
n6,1,0.000731,11.407765,[64 20] ; [334  38],[73.31578947 10.68421053] ; [324.68421053  47.31578947],1
p7,1,0.001186,10.512298,[45 38] ; [263 100],[57.31838565 25.68161435] ; [250.68161435 112.31838565],0
n4,1,0.002786,8.942741,[58 27] ; [309  65],[67.96296296 17.03703704] ; [299.03703704  74.96296296],0
s4,1,0.008518,6.921141,[20 65] ; [ 46 325],[12.30263158 72.69736842] ; [ 53.69736842 317.30263158],0
p12,1,0.010509,6.546481,[ 2 82] ; [ 43 327],[ 8.32599119 75.67400881] ; [ 36.67400881 333.32599119],0
b1,1,0.013633,6.085049,[39 47] ; [118 258],[29.22510823 56.77489177] ; [127.77489177 248.22510823],0
v4,1,0.017953,5.600693,[80  6] ; [368   8],[83.39393939  2.60606061] ; [364.60606061  11.39393939],0
p5,1,0.024393,5.06644,[ 4 81] ; [ 50 322],[10.04376368 74.95623632] ; [ 43.95623632 328.04376368],0
p3,1,0.02533,5.001179,[38 47] ; [216 156],[47.2428884 37.7571116] ; [206.7571116 165.2428884],0
a2,1,0.036734,4.362695,[30 56] ; [ 90 286],[22.33766234 63.66233766] ; [ 97.66233766 278.33766234],0
r3,1,0.045232,4.009951,[82  3] ; [372   3],[83.89130435  1.10869565] ; [370.10869565   4.89130435],0
p4,1,0.056248,3.644707,[46 38] ; [243 126],[53.58940397 30.41059603] ; [235.41059603 133.58940397],0
s2,1,0.060114,3.534248,[53 32] ; [190 182],[45.19693654 39.80306346] ; [197.80306346 174.19693654],0
a4,1,0.077223,3.122389,[47 39] ; [165 209],[39.63478261 46.36521739] ; [172.36521739 201.63478261],0
s6,1,0.085887,2.949826,[63 19] ; [247 121],[56.48888889 25.51111111] ; [253.51111111 114.48888889],0
