Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,4e-06,21.220469,[21 16] ; [ 7 50],[11.0212766 25.9787234] ; [16.9787234 40.0212766],1
p2,1,1.6e-05,18.656314,[34  2] ; [30 28],[24.5106383 11.4893617] ; [39.4893617 18.5106383],1
p6,1,0.000328,12.9046,[14 21] ; [ 5 52],[ 7.22826087 27.77173913] ; [11.77173913 45.22826087],1
p7,1,0.000336,12.859424,[26 10] ; [19 37],[17.60869565 18.39130435] ; [27.39130435 28.60869565],1
p9,1,0.000529,12.009699,[31  6] ; [27 29],[23.07526882 13.92473118] ; [34.92473118 21.07526882],1
p10,1,0.000571,11.868544,[28  9] ; [22 34],[19.89247312 17.10752688] ; [30.10752688 25.89247312],1
p3,1,0.000662,11.593648,[21 16] ; [13 45],[13.24210526 23.75789474] ; [20.75789474 37.24210526],1
r4,1,0.00086,11.107554,[33  4] ; [33 25],[25.70526316 11.29473684] ; [40.29473684 17.70526316],1
p11,1,0.002105,9.45546,[29  8] ; [27 31],[21.81052632 15.18947368] ; [34.18947368 23.81052632],0
v4,1,0.004693,7.994273,[34  2] ; [40 17],[28.64516129  7.35483871] ; [45.35483871 11.64516129],0
s8,1,0.006199,7.49157,[15 22] ; [ 9 49],[ 9.34736842 27.65263158] ; [14.65263158 43.34736842],0
u3,1,0.006244,7.478632,[10  2] ; [ 5 11],[6.42857143 5.57142857] ; [8.57142857 7.42857143],0
v1,1,0.013104,6.154952,[21 15] ; [18 38],[15.26086957 20.73913043] ; [23.73913043 32.26086957],0
s6,1,0.021081,5.320079,[23 14] ; [22 36],[17.52631579 19.47368421] ; [27.47368421 30.52631579],0
v2,1,0.034944,4.447905,[20 15] ; [19 36],[15.16666667 19.83333333] ; [23.83333333 31.16666667],0
d1,1,0.049226,3.867639,[21 16] ; [21 37],[16.35789474 20.64210526] ; [25.64210526 32.35789474],0
d5,1,0.066504,3.367259,[31  6] ; [38 19],[27.15957447  9.84042553] ; [41.84042553 15.15957447],0
a2,1,0.108487,2.576127,[10 27] ; [ 8 50],[ 7.01052632 29.98947368] ; [10.98947368 47.01052632],0
b1,1,0.113189,2.509124,[24 13] ; [28 30],[20.25263158 16.74736842] ; [31.74736842 26.25263158],0
p5,1,0.13596,2.223097,[ 3 34] ; [ 1 56],[ 1.57446809 35.42553191] ; [ 2.42553191 54.57446809],0
s7,1,0.158598,1.987545,[15 20] ; [15 38],[11.93181818 23.06818182] ; [18.06818182 34.93181818],0
d3,1,0.168568,1.895629,[26 11] ; [32 25],[22.82978723 14.17021277] ; [35.17021277 21.82978723],0
n3,1,0.217044,1.52381,[6 2] ; [12 12],[4.5 3.5] ; [13.5 10.5],0
d4,1,0.220185,1.503165,[29  8] ; [38 19],[26.37234043 10.62765957] ; [40.62765957 16.37234043],0
b5,1,0.229155,1.446101,[25 12] ; [32 26],[22.2 14.8] ; [34.8 23.2],0
n1,1,0.265953,1.2375,[5 3] ; [10 15],[3.63636364 4.36363636] ; [11.36363636 13.63636364],0
r2,1,0.282121,1.156845,[33  3] ; [47  9],[31.30434783  4.69565217] ; [48.69565217  7.30434783],0
u1,1,0.305009,1.052165,[ 4 33] ; [ 3 55],[ 2.72631579 34.27368421] ; [ 4.27368421 53.72631579],0
u2,1,0.305507,1.05,[9 3] ; [9 7],[7.71428571 4.28571429] ; [10.28571429  5.71428571],0
r1,1,0.315653,1.006872,[29  8] ; [40 18],[26.87368421 10.12631579] ; [42.12631579 15.87368421],0
p12,1,0.333545,0.935087,[ 2 35] ; [ 1 55],[ 1.19354839 35.80645161] ; [ 1.80645161 54.19354839],0
s2,1,0.336937,0.922051,[14 22] ; [17 41],[11.87234043 24.12765957] ; [19.12765957 38.87234043],0
a6,1,0.3789,0.774267,[26 11] ; [35 22],[24.0106383 12.9893617] ; [36.9893617 20.0106383],0
a1,1,0.397903,0.714655,[ 2 35] ; [ 6 52],[ 3.11578947 33.88421053] ; [ 4.88421053 53.11578947],0
n5,1,0.492828,0.470347,[21 16] ; [37 21],[22.58947368 14.41052632] ; [35.41052632 22.58947368],0
a3,1,0.521966,0.410008,[25 12] ; [42 15],[26.37234043 10.62765957] ; [40.62765957 16.37234043],0
a8,1,0.530557,0.393325,[ 4 28] ; [10 47],[ 5.03370787 26.96629213] ; [ 8.96629213 48.03370787],0
a5,1,0.554161,0.349915,[27 10] ; [39 19],[25.70526316 11.29473684] ; [40.29473684 17.70526316],0
b2,1,0.561779,0.336634,[ 6 17] ; [11 22],[ 6.98214286 16.01785714] ; [10.01785714 22.98214286],0
b3,1,0.561779,0.336634,[ 6 17] ; [11 22],[ 6.98214286 16.01785714] ; [10.01785714 22.98214286],0
s1,1,0.582728,0.301846,[ 1 34] ; [ 3 54],[ 1.52173913 33.47826087] ; [ 2.47826087 54.52173913],0
s3,1,0.630548,0.231318,[16 19] ; [29 28],[17.11956522 17.88043478] ; [27.88043478 29.11956522],0
d2,1,0.648871,0.207327,[18 19] ; [25 32],[16.92553191 20.07446809] ; [26.07446809 30.92553191],0
a7,1,0.657885,0.196102,[24 13] ; [35 23],[22.97894737 14.02105263] ; [36.02105263 21.97894737],0
b4,1,0.680792,0.169236,[22 15] ; [32 26],[21.03157895 15.96842105] ; [32.96842105 25.03157895],0
s5,1,0.689141,0.160017,[ 7 28] ; [ 9 45],[ 6.29213483 28.70786517] ; [ 9.70786517 44.29213483],0
a4,1,0.728842,0.120177,[16 21] ; [23 35],[15.18947368 21.81052632] ; [23.81052632 34.18947368],0
s4,1,0.788189,0.07218,[ 5 32] ; [ 9 49],[ 5.45263158 31.54736842] ; [ 8.54736842 49.45263158],0
v3,1,0.800614,0.063783,[10 23] ; [15 39],[ 9.48275862 23.51724138] ; [15.51724138 38.48275862],0
p1,1,0.844013,0.038716,[ 3 34] ; [ 4 53],[ 2.75531915 34.24468085] ; [ 4.24468085 52.75531915],0
