Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.005922,7.574005,[10 12] ; [19 85],[ 5.06349206 16.93650794] ; [23.93650794 80.06349206],0
s6,1,0.007933,7.048507,[14  8] ; [35 70],[ 8.48818898 13.51181102] ; [40.51181102 64.48818898],0
d2,1,0.015143,5.89981,[16  6] ; [46 58],[10.82539683 11.17460317] ; [51.17460317 52.82539683],0
s7,1,0.025704,4.975798,[ 9 12] ; [20 80],[ 5.03305785 15.96694215] ; [23.96694215 76.03305785],0
n1,1,0.026806,4.903254,[7 4] ; [12 31],[3.87037037 7.12962963] ; [15.12962963 27.87037037],0
n2,1,0.036115,4.391648,[9 2] ; [20 23],[5.90740741 5.09259259] ; [23.09259259 19.90740741],0
s8,1,0.10266,2.663727,[ 6 16] ; [14 91],[ 3.46456693 18.53543307] ; [16.53543307 88.46456693],0
b2,1,0.103279,2.654168,[ 3 15] ; [23 39],[ 5.85 12.15] ; [20.15 41.85],0
b3,1,0.103279,2.654168,[ 3 15] ; [23 39],[ 5.85 12.15] ; [20.15 41.85],0
a4,1,0.109329,2.563901,[11 11] ; [33 70],[ 7.744 14.256] ; [36.256 66.744],0
b5,1,0.126233,2.338231,[ 8 14] ; [57 48],[11.25984252 10.74015748] ; [53.74015748 51.25984252],0
a7,1,0.130022,2.29224,[10 12] ; [66 39],[13.16535433  8.83464567] ; [62.83464567 42.16535433],0
d4,1,0.132476,2.263246,[18  4] ; [68 36],[15.01587302  6.98412698] ; [70.98412698 33.01587302],0
d5,1,0.16126,1.962368,[18  4] ; [70 35],[15.24409449  6.75590551] ; [72.75590551 32.24409449],0
a3,1,0.163923,1.937655,[15  7] ; [54 50],[12.04761905  9.95238095] ; [56.95238095 47.04761905],0
v2,1,0.249578,1.325662,[ 9 13] ; [29 73],[ 6.74193548 15.25806452] ; [31.25806452 70.74193548],0
u3,1,0.26589,1.237828,[2 5] ; [26 25],[3.37931034 3.62068966] ; [24.62068966 26.37931034],0
s1,1,0.276311,1.185143,[ 3 19] ; [ 7 97],[ 1.74603175 20.25396825] ; [ 8.25396825 95.74603175],0
s4,1,0.346227,0.887239,[ 5 16] ; [16 88],[ 3.528 17.472] ; [17.472 86.528],0
n6,1,0.362478,0.829288,[15  7] ; [60 44],[13.0952381  8.9047619] ; [61.9047619 42.0952381],0
a5,1,0.376988,0.7805,[14  8] ; [56 49],[12.12598425  9.87401575] ; [57.87401575 47.12598425],0
p1,1,0.381261,0.766631,[ 1 21] ; [11 93],[ 2.0952381 19.9047619] ; [ 9.9047619 94.0952381],0
u1,1,0.385417,0.753352,[ 4 18] ; [12 93],[ 2.77165354 19.22834646] ; [13.22834646 91.77165354],0
a6,1,0.387107,0.748011,[11 11] ; [63 42],[12.81889764  9.18110236] ; [61.18110236 43.81889764],0
d1,1,0.402811,0.699919,[12 10] ; [47 58],[10.22047244 11.77952756] ; [48.77952756 56.22047244],0
u2,1,0.413423,0.668937,[2 4] ; [26 25],[2.94736842 3.05263158] ; [25.05263158 25.94736842],0
r2,1,0.421826,0.645223,[19  3] ; [82 22],[17.63492063  4.36507937] ; [83.36507937 20.63492063],0
b1,1,0.421856,0.645138,[14  8] ; [57 48],[12.2992126  9.7007874] ; [58.7007874 46.2992126],0
a8,1,0.486842,0.483498,[ 2 20] ; [ 5 91],[ 1.30508475 20.69491525] ; [ 5.69491525 90.30508475],0
b4,1,0.520651,0.412603,[14  8] ; [59 46],[12.64566929  9.35433071] ; [60.35433071 44.64566929],0
p3,1,0.525346,0.403386,[ 7 15] ; [26 77],[ 5.808 16.192] ; [27.192 75.808],0
r3,1,0.567473,0.32693,[18  4] ; [80 25],[16.97637795  5.02362205] ; [81.02362205 23.97637795],0
s2,1,0.641419,0.216891,[ 7 15] ; [28 76],[ 6.11111111 15.88888889] ; [28.88888889 75.11111111],0
d3,1,0.653807,0.201134,[11 11] ; [58 47],[11.95275591 10.04724409] ; [57.04724409 47.95275591],0
s3,1,0.660784,0.192573,[10 12] ; [42 62],[ 9.07936508 12.92063492] ; [42.92063492 61.07936508],0
p4,1,0.676824,0.173723,[ 9 13] ; [38 67],[ 8.14173228 13.85826772] ; [38.85826772 66.14173228],0
a1,1,0.687005,0.162347,[ 2 20] ; [ 7 98],[ 1.55905512 20.44094488] ; [ 7.44094488 97.55905512],0
n4,1,0.696994,0.151618,[12 10] ; [62 43],[12.81889764  9.18110236] ; [61.18110236 43.81889764],0
a2,1,0.730346,0.118794,[ 4 18] ; [16 89],[ 3.46456693 18.53543307] ; [16.53543307 88.46456693],0
n3,1,0.739369,0.110682,[5 5] ; [24 19],[5.47169811 4.52830189] ; [23.52830189 19.47169811],0
p8,1,0.745447,0.105397,[ 6 16] ; [32 72],[ 6.63492063 15.36507937] ; [31.36507937 72.63492063],0
v1,1,0.769192,0.086103,[ 5 17] ; [27 78],[ 5.54330709 16.45669291] ; [26.45669291 78.54330709],0
r1,1,0.852257,0.034685,[14  8] ; [69 36],[14.37795276  7.62204724] ; [68.62204724 36.37795276],0
p2,1,0.887629,0.019967,[12 10] ; [59 46],[12.2992126  9.7007874] ; [58.7007874 46.2992126],0
