Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.005429,7.730769,[71 48] ; [65 18],[80.11881188 38.88118812] ; [55.88118812 27.11881188],0
s5,1,0.00614,7.508836,[43 71] ; [15 63],[34.4375 79.5625] ; [23.5625 54.4375],0
a5,1,0.008592,6.905802,[74 45] ; [66 17],[82.47524752 36.52475248] ; [57.52475248 25.47524752],0
a8,1,0.008971,6.828502,[  2 108] ; [ 8 67],[  5.94594595 104.05405405] ; [ 4.05405405 70.94594595],0
s7,1,0.013115,6.153596,[35 78] ; [38 40],[43.18848168 69.81151832] ; [29.81151832 48.18848168],0
p11,1,0.020683,5.353349,[67 52] ; [60 23],[74.81683168 44.18316832] ; [52.18316832 30.81683168],0
p6,1,0.040533,4.195417,[24 92] ; [27 53],[30.18367347 85.81632653] ; [20.81632653 59.18367347],0
p7,1,0.046239,3.97287,[50 65] ; [48 35],[56.91919192 58.08080808] ; [41.08080808 41.91919192],0
p2,1,0.07417,3.188237,[79 37] ; [66 17],[84.52261307 31.47738693] ; [60.47738693 22.52261307],0
a2,1,0.076137,3.145489,[ 17 102] ; [20 63],[21.7970297 97.2029703] ; [15.2029703 67.7970297],0
s8,1,0.079616,3.072715,[33 85] ; [33 50],[38.74626866 79.25373134] ; [27.25373134 55.74626866],0
d2,1,0.090893,2.858478,[53 66] ; [47 36],[58.91089109 60.08910891] ; [41.08910891 41.91089109],0
a4,1,0.101424,2.683008,[45 74] ; [41 42],[50.66336634 68.33663366] ; [35.33663366 47.66336634],0
n3,1,0.102835,2.661016,[30 16] ; [17  3],[32.75757576 13.24242424] ; [14.24242424  5.75757576],0
b1,1,0.124984,2.353719,[39 80] ; [36 47],[44.18316832 74.81683168] ; [30.81683168 52.18316832],0
s4,1,0.133538,2.250888,[29 90] ; [13 70],[24.74257426 94.25742574] ; [17.25742574 65.74257426],0
p3,1,0.136775,2.213872,[40 77] ; [37 46],[45.045 71.955] ; [31.955 51.045],0
s6,1,0.186256,1.74699,[71 45] ; [43 40],[66.45226131 49.54773869] ; [47.54773869 35.45226131],0
u3,1,0.195367,1.67667,[34 13] ; [10  8],[31.81538462 15.18461538] ; [12.18461538  5.81538462],0
r4,1,0.201394,1.632237,[95 24] ; [72 11],[98.38118812 20.61881188] ; [68.61881188 14.38118812],0
n1,1,0.250378,1.321195,[16 31] ; [ 4 16],[14.02985075 32.97014925] ; [ 5.97014925 14.02985075],0
r1,1,0.255956,1.290498,[84 34] ; [65 18],[87.47263682 30.52736318] ; [61.52736318 21.47263682],0
d4,1,0.306507,1.045669,[107  12] ; [78  5],[108.98514851  10.01485149] ; [76.01485149  6.98514851],0
s1,1,0.350887,0.870247,[  5 114] ; [ 6 77],[  6.48019802 112.51980198] ; [ 4.51980198 78.48019802],0
a7,1,0.362925,0.827745,[94 25] ; [61 22],[91.31188119 27.68811881] ; [63.68811881 19.31188119],0
u2,1,0.406116,0.690141,[26 21] ; [12  6],[27.47692308 19.52307692] ; [10.52307692  7.47692308],0
n6,1,0.441884,0.591385,[69 49] ; [53 30],[71.62189055 46.37810945] ; [50.37810945 32.62189055],0
p4,1,0.499231,0.456571,[49 69] ; [38 44],[51.33 66.67] ; [35.67 46.33],0
v2,1,0.535204,0.384502,[60 51] ; [48 34],[62.11398964 48.88601036] ; [45.88601036 36.11398964],0
u1,1,0.53608,0.382854,[ 15 104] ; [13 70],[ 16.4950495 102.5049505] ; [11.5049505 71.4950495],0
v4,1,0.566095,0.32926,[107  10] ; [73  9],[105.82914573  11.17085427] ; [74.17085427  7.82914573],0
r3,1,0.573395,0.317035,[111   8] ; [79  4],[111.93069307   7.06930693] ; [78.06930693  4.93069307],0
s2,1,0.576953,0.311186,[52 67] ; [33 50],[50.07425743 68.92574257] ; [34.92574257 48.07425743],0
p9,1,0.595078,0.282483,[78 36] ; [59 23],[79.68367347 34.31632653] ; [57.31632653 24.68367347],0
p8,1,0.60066,0.274002,[50 67] ; [32 50],[48.21105528 68.78894472] ; [33.78894472 48.21105528],0
s3,1,0.635331,0.224901,[56 61] ; [36 45],[54.36363636 62.63636364] ; [37.63636364 43.36363636],0
p1,1,0.653331,0.201726,[  9 107] ; [ 5 77],[  8.2020202 107.7979798] ; [ 5.7979798 76.2020202],0
d1,1,0.655166,0.199448,[81 38] ; [54 29],[79.52970297 39.47029703] ; [55.47029703 27.52970297],0
r2,1,0.756064,0.096506,[109   9] ; [72  7],[108.41624365   9.58375635] ; [72.58375635  6.41624365],0
p10,1,0.804187,0.061471,[77 37] ; [54 28],[76.19387755 37.80612245] ; [54.80612245 27.19387755],0
v1,1,0.820581,0.051437,[45 70] ; [33 48],[45.76530612 69.23469388] ; [32.23469388 48.76530612],0
b4,1,0.861532,0.030424,[76 43] ; [54 29],[76.58415842 42.41584158] ; [53.41584158 29.58415842],0
p5,1,0.86473,0.029021,[  5 111] ; [ 4 79],[  5.24623116 110.75376884] ; [ 3.75376884 79.24623116],0
v3,1,0.886927,0.020219,[31 78] ; [22 58],[30.56613757 78.43386243] ; [22.43386243 57.56613757],0
a6,1,0.904094,0.014518,[75 44] ; [53 30],[75.40594059 43.59405941] ; [52.59405941 30.40594059],0
a1,1,0.92291,0.009364,[  4 115] ; [ 3 80],[  4.12376238 114.87623762] ; [ 2.87623762 80.12376238],0
p12,1,0.928005,0.008164,[  4 113] ; [ 3 79],[  4.11557789 112.88442211] ; [ 2.88442211 79.11557789],0
b5,1,0.928777,0.007989,[71 48] ; [49 34],[70.69306931 48.30693069] ; [49.30693069 33.69306931],0
n2,1,0.947025,0.004415,[28 18] ; [12  8],[27.87878788 18.12121212] ; [12.12121212  7.87878788],0
b2,1,0.949708,0.003978,[17 39] ; [17 38],[17.15315315 38.84684685] ; [16.84684685 38.15315315],0
b3,1,0.949708,0.003978,[17 39] ; [17 38],[17.15315315 38.84684685] ; [16.84684685 38.15315315],0
d3,1,0.978107,0.000753,[93 26] ; [65 18],[93.07920792 25.92079208] ; [64.92079208 18.07920792],0
