Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,58.43047,[65 24] ; [14 74],[39.72316384 49.27683616] ; [39.27683616 48.72316384],1
s6,1,2e-06,22.289083,[71 18] ; [40 48],[55.81355932 33.18644068] ; [55.18644068 32.81355932],1
s8,1,3e-06,21.694103,[57 32] ; [26 63],[41.5 47.5] ; [41.5 47.5],1
s7,1,0.00052,12.043897,[54 33] ; [29 53],[42.72781065 44.27218935] ; [40.27218935 41.72781065],1
p12,1,0.009387,6.747671,[13 76] ; [ 3 85],[ 8.04519774 80.95480226] ; [ 7.95480226 80.04519774],0
d2,1,0.035833,4.405051,[52 37] ; [38 51],[45. 44.] ; [45. 44.],0
r1,1,0.042169,4.128426,[76 13] ; [65 24],[70.5 18.5] ; [70.5 18.5],0
n3,1,0.048595,3.889286,[10  6] ; [18  2],[12.44444444  3.55555556] ; [15.55555556  4.44444444],0
d4,1,0.056556,3.635621,[77 12] ; [67 22],[72. 17.] ; [72. 17.],0
n5,1,0.081368,3.037358,[75 14] ; [64 23],[70.28977273 18.71022727] ; [68.71022727 18.28977273],0
s4,1,0.089073,2.891049,[13 75] ; [ 6 82],[ 9.5 78.5] ; [ 9.5 78.5],0
u4,1,0.096667,2.75969,[ 5 84] ; [ 1 88],[ 3. 86.] ; [ 3. 86.],0
a8,1,0.105732,2.616884,[15 69] ; [ 7 70],[11.47826087 72.52173913] ; [10.52173913 66.47826087],0
r4,1,0.154439,2.027848,[82  7] ; [76 13],[79. 10.] ; [79. 10.],0
n4,1,0.176983,1.82278,[76 13] ; [69 20],[72.5 16.5] ; [72.5 16.5],0
b5,1,0.272551,1.203865,[54 35] ; [61 28],[57.5 31.5] ; [57.5 31.5],0
d1,1,0.286097,1.1379,[56 33] ; [49 40],[52.5 36.5] ; [52.5 36.5],0
b1,1,0.290954,1.115203,[43 46] ; [36 53],[39.5 49.5] ; [39.5 49.5],0
a1,1,0.304759,1.053254,[ 6 83] ; [ 3 86],[ 4.5 84.5] ; [ 4.5 84.5],0
p5,1,0.320014,0.988889,[11 78] ; [ 7 82],[ 9. 80.] ; [ 9. 80.],0
p7,1,0.333598,0.934881,[73 14] ; [68 19],[70.5 16.5] ; [70.5 16.5],0
a6,1,0.337294,0.92069,[57 32] ; [63 26],[60. 29.] ; [60. 29.],0
d3,1,0.357274,0.847454,[65 24] ; [58 29],[62.19886364 26.80113636] ; [60.80113636 26.19886364],0
d5,1,0.375818,0.784337,[68 21] ; [72 16],[70.39548023 18.60451977] ; [69.60451977 18.39548023],0
u2,1,0.380114,0.770334,[19  9] ; [17 13],[17.37931034 10.62068966] ; [18.62068966 11.37931034],0
n1,1,0.393393,0.728428,[7 9] ; [ 6 14],[ 5.77777778 10.22222222] ; [ 7.22222222 12.77777778],0
n2,1,0.400394,0.707143,[11  5] ; [11  9],[9.77777778 6.22222222] ; [12.22222222  7.77777778],0
p1,1,0.444238,0.585312,[10 79] ; [ 7 82],[ 8.5 80.5] ; [ 8.5 80.5],0
v4,1,0.46934,0.523529,[84  5] ; [86  3],[85.  4.] ; [85.  4.],0
r3,1,0.46934,0.523529,[86  3] ; [84  5],[85.  4.] ; [85.  4.],0
a7,1,0.479344,0.500355,[65 23] ; [69 19],[67. 21.] ; [67. 21.],0
u3,1,0.494093,0.4676,[17 11] ; [15 14],[15.71929825 12.28070175] ; [16.28070175 12.71929825],0
r2,1,0.502884,0.448846,[84  4] ; [81  6],[82.97142857  5.02857143] ; [82.02857143  4.97142857],0
u1,1,0.553239,0.351547,[17 72] ; [14 75],[15.5 73.5] ; [15.5 73.5],0
p11,1,0.562848,0.334796,[74 15] ; [71 18],[72.5 16.5] ; [72.5 16.5],0
v1,1,0.566722,0.328198,[46 39] ; [52 37],[47.87356322 37.12643678] ; [50.12643678 38.87356322],0
p10,1,0.68437,0.165248,[70 18] ; [67 20],[68.89142857 19.10857143] ; [68.10857143 18.89142857],0
v2,1,0.689605,0.159513,[53 34] ; [51 37],[51.70285714 35.29714286] ; [52.29714286 35.70285714],0
b3,1,0.691748,0.1572,[27 30] ; [24 31],[25.95535714 31.04464286] ; [25.04464286 29.95535714],0
b2,1,0.691748,0.1572,[27 30] ; [24 31],[25.95535714 31.04464286] ; [25.04464286 29.95535714],0
a4,1,0.701291,0.147133,[39 49] ; [42 47],[40.27118644 47.72881356] ; [40.72881356 48.27118644],0
a2,1,0.724045,0.12465,[22 67] ; [20 69],[21. 68.] ; [21. 68.],0
p4,1,0.724045,0.12465,[69 20] ; [67 22],[68. 21.] ; [68. 21.],0
b4,1,0.763609,0.090447,[47 42] ; [49 40],[48. 41.] ; [48. 41.],0
p8,1,0.789664,0.071154,[60 29] ; [57 30],[59.16477273 29.83522727] ; [57.83522727 29.16477273],0
p2,1,0.798708,0.065035,[81  8] ; [80  9],[80.5  8.5] ; [80.5  8.5],0
a3,1,0.831584,0.045229,[61 28] ; [59 29],[60.33898305 28.66101695] ; [59.66101695 28.33898305],0
n6,1,0.845785,0.03783,[77 11] ; [77 12],[76.56497175 11.43502825] ; [77.43502825 11.56497175],0
a5,1,0.872369,0.025808,[61 28] ; [60 29],[60.5 28.5] ; [60.5 28.5],0
p3,1,0.87888,0.023222,[52 37] ; [53 36],[52.5 36.5] ; [52.5 36.5],0
p9,1,0.975118,0.000973,[76 13] ; [75 13],[75.92655367 13.07344633] ; [75.07344633 12.92655367],0
v3,1,0.995691,2.9e-05,[33 51] ; [35 54],[33.01734104 50.98265896] ; [34.98265896 54.01734104],0
