Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,47.613006,[70 50] ; [ 22 111],[43.63636364 76.36363636] ; [48.36363636 84.63636364],1
v1,1,3e-06,21.94294,[71 45] ; [42 91],[52.64257028 63.35742972] ; [60.35742972 72.64257028],1
r3,1,5e-06,20.672653,[114   4] ; [102  31],[101.54581673  16.45418327] ; [114.45418327  18.54581673],1
p10,1,7e-06,20.283004,[100  18] ; [79 55],[83.81746032 34.18253968] ; [95.18253968 38.81746032],1
v4,1,0.000126,14.697672,[116   4] ; [109  25],[106.2992126  13.7007874] ; [118.7007874  15.2992126],1
p7,1,0.000143,14.456718,[69 46] ; [46 83],[54.20081967 60.79918033] ; [60.79918033 68.20081967],1
r1,1,0.000243,13.46425,[99 21] ; [82 51],[85.84980237 34.15019763] ; [95.15019763 37.84980237],1
s8,1,0.000456,12.288704,[55 65] ; [ 33 100],[41.73913043 78.26086957] ; [46.26086957 86.73913043],1
s2,1,0.000583,11.828501,[64 55] ; [43 90],[50.52777778 68.47222222] ; [56.47222222 76.52777778],1
s7,1,0.00108,10.685961,[59 56] ; [40 90],[46.46938776 68.53061224] ; [52.53061224 77.46938776],0
p9,1,0.001131,10.599271,[99 18] ; [86 43],[87.98780488 29.01219512] ; [97.01219512 31.98780488],0
r4,1,0.001242,10.426689,[105  15] ; [95 39],[94.48818898 25.51181102] ; [105.51181102  28.48818898],0
d4,1,0.001352,10.270539,[99 20] ; [87 46],[87.83333333 31.16666667] ; [98.16666667 34.83333333],0
p11,1,0.002761,8.95929,[95 25] ; [83 51],[84.09448819 35.90551181] ; [93.90551181 40.09448819],0
p3,1,0.004476,8.079963,[37 83] ; [ 21 112],[27.50988142 92.49011858] ; [ 30.49011858 102.50988142],0
a7,1,0.008394,6.94746,[84 35] ; [73 61],[73.8458498 45.1541502] ; [83.1541502 50.8458498],0
p6,1,0.015927,5.810871,[29 89] ; [ 17 116],[21.62549801 96.37450199] ; [ 24.37450199 108.62549801],0
p2,1,0.02484,5.035033,[89 31] ; [81 52],[80.63241107 39.36758893] ; [89.36758893 43.63241107],0
s3,1,0.026275,4.937856,[69 50] ; [58 74],[60.21115538 58.78884462] ; [66.78884462 65.21115538],0
