Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,144.809381,[299   4] ; [40 39],[268.89267016  34.10732984] ; [70.10732984  8.89267016],1
r1,1,0.0,108.126572,[246  55] ; [17 63],[207.77690289  93.22309711] ; [55.22309711 24.77690289],1
r2,1,0.0,103.419981,[290  10] ; [42 35],[264.19098143  35.80901857] ; [67.80901857  9.19098143],1
v4,1,0.0,92.219581,[292  11] ; [46 34],[267.39947781  35.60052219] ; [70.60052219  9.39947781],1
p11,1,0.0,45.397991,[242  61] ; [34 47],[217.78125  85.21875] ; [58.21875 22.78125],1
p2,1,0.0,37.741796,[246  56] ; [37 41],[224.91052632  77.08947368] ; [58.08947368 19.91052632],1
a1,1,0.0,25.593538,[  4 299] ; [11 70],[ 11.8359375 291.1640625] ; [ 3.1640625 77.8359375],1
a6,1,1e-06,24.084822,[222  81] ; [36 45],[203.578125  99.421875] ; [54.421875 26.578125],1
n6,1,1e-06,23.850891,[239  63] ; [41 38],[221.94225722  80.05774278] ; [58.05774278 20.94225722],1
a7,1,2e-06,22.777218,[235  66] ; [41 39],[218.04724409  82.95275591] ; [57.95275591 22.04724409],1
p9,1,2e-06,22.684635,[233  67] ; [40 39],[216.09498681  83.90501319] ; [56.90501319 22.09498681],1
d5,1,1.8e-05,18.439564,[236  66] ; [44 37],[220.78328982  81.21671018] ; [59.21671018 21.78328982],1
p10,1,3e-05,17.408506,[217  83] ; [37 41],[201.58730159  98.41269841] ; [52.41269841 25.58730159],1
d4,1,0.00031,13.007217,[233  70] ; [46 35],[220.1484375  82.8515625] ; [58.8515625 22.1484375],1
d1,1,0.000381,12.624807,[157 146] ; [24 57],[142.8203125 160.1796875] ; [38.1796875 42.8203125],1
s1,1,0.000479,12.194186,[  4 293] ; [ 7 73],[  8.66578249 288.33421751] ; [ 2.33421751 77.66578249],1
d3,1,0.000513,12.066953,[200 102] ; [36 44],[186.57591623 115.42408377] ; [49.42408377 30.57591623],1
p4,1,0.000526,12.022104,[149 151] ; [22 57],[135.35620053 164.64379947] ; [35.64379947 43.35620053],1
a5,1,0.000615,11.730896,[198 105] ; [36 45],[184.640625 118.359375] ; [49.359375 31.640625],1
u3,1,0.000705,11.475862,[65 51] ; [10 30],[55.76923077 60.23076923] ; [19.23076923 20.76923077],1
p7,1,0.000764,11.327582,[168 129] ; [27 50],[154.85294118 142.14705882] ; [40.14705882 36.85294118],1
v2,1,0.002656,9.029603,[150 137] ; [25 51],[138.36088154 148.63911846] ; [36.63911846 39.36088154],0
s8,1,0.002863,8.892612,[ 56 247] ; [ 4 77],[ 47.34375 255.65625] ; [12.65625 68.34375],0
s6,1,0.002932,8.849036,[137 164] ; [22 59],[125.28534031 175.71465969] ; [33.71465969 47.28534031],0
p8,1,0.003162,8.711596,[138 160] ; [22 57],[126.47214854 171.52785146] ; [33.52785146 45.47214854],0
p3,1,0.003267,8.651931,[116 187] ; [16 62],[104.97637795 198.02362205] ; [27.02362205 50.97637795],0
n2,1,0.007416,7.169275,[54 18] ; [20 20],[47.57142857 24.42857143] ; [26.42857143 13.57142857],0
p6,1,0.008787,6.865674,[ 77 222] ; [ 9 68],[ 68.38829787 230.61170213] ; [17.61170213 59.38829787],0
b1,1,0.014026,6.034817,[108 195] ; [41 40],[117.5703125 185.4296875] ; [31.4296875 49.5703125],0
n4,1,0.014319,5.998349,[210  92] ; [44 36],[200.80628272 101.19371728] ; [53.19371728 26.80628272],0
v1,1,0.018801,5.51992,[134 161] ; [25 56],[124.74734043 170.25265957] ; [34.25265957 46.74734043],0
s3,1,0.021111,5.317639,[109 189] ; [18 61],[100.3872679 197.6127321] ; [26.6127321 52.3872679],0
a2,1,0.038807,4.26931,[ 55 248] ; [ 7 74],[ 48.921875 254.078125] ; [13.078125 67.921875],0
v3,1,0.041148,4.169908,[ 92 198] ; [16 64],[ 84.64864865 205.35135135] ; [23.35135135 56.64864865],0
n3,1,0.041727,4.146257,[54 17] ; [23 17],[49.25225225 21.74774775] ; [27.74774775 12.25225225],0
a3,1,0.068798,3.311479,[185 117] ; [40 40],[177.87958115 124.12041885] ; [47.12041885 32.87958115],0
b5,1,0.072443,3.226778,[201 102] ; [45 36],[194.109375 108.890625] ; [51.890625 29.109375],0
a4,1,0.095118,2.785558,[113 188] ; [22 58],[106.65354331 194.34645669] ; [28.34645669 51.65354331],0
u2,1,0.156006,2.012516,[62 55] ; [16 24],[58.12738854 58.87261146] ; [19.87261146 20.12738854],0
n5,1,0.172572,1.86046,[203  97] ; [47 32],[197.88918206 102.11081794] ; [52.11081794 26.88918206],0
p1,1,0.206856,1.593295,[ 15 287] ; [ 7 74],[ 17.34725849 284.65274151] ; [ 4.65274151 76.34725849],0
s2,1,0.245869,1.346626,[ 74 226] ; [15 66],[ 70.07874016 229.92125984] ; [18.92125984 62.07874016],0
u1,1,0.265681,1.238912,[ 31 272] ; [ 5 76],[ 28.40625 274.59375] ; [ 7.59375 73.40625],0
a8,1,0.268359,1.225117,[ 30 246] ; [ 5 71],[ 27.44318182 248.55681818] ; [ 7.55681818 68.44318182],0
b3,1,0.280854,1.162951,[ 48 115] ; [16 26],[ 50.88780488 112.11219512] ; [13.11219512 28.88780488],0
b2,1,0.280854,1.162951,[ 48 115] ; [16 26],[ 50.88780488 112.11219512] ; [13.11219512 28.88780488],0
d2,1,0.287803,1.12987,[122 181] ; [27 53],[117.8772846 185.1227154] ; [31.1227154 48.8772846],0
b4,1,0.409611,0.679931,[180 123] ; [44 37],[176.75 126.25] ; [47.25 33.75],0
p5,1,0.460908,0.543689,[  7 296] ; [ 3 76],[  7.93193717 295.06806283] ; [ 2.06806283 76.93193717],0
p12,1,0.532853,0.388947,[ 12 290] ; [ 2 78],[ 11.06806283 290.93193717] ; [ 2.93193717 77.06806283],0
s4,1,0.675639,0.175076,[ 32 267] ; [10 71],[ 33.04736842 265.95263158] ; [ 8.95263158 72.04736842],0
n1,1,0.83154,0.045253,[23 49] ; [12 28],[22.5 49.5] ; [12.5 27.5],0
