Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,85.848544,[ 29 138] ; [152  86],[74.6345679 92.3654321] ; [106.3654321 131.6345679],1
s3,1,0.0,81.679611,[ 43 123] ; [169  67],[87.54228856 78.45771144] ; [124.45771144 111.54228856],1
s7,1,0.0,54.587726,[ 33 127] ; [134  96],[68.51282051 91.48717949] ; [ 98.48717949 131.51282051],1
s5,1,0.0,52.652248,[ 14 148] ; [ 97 133],[ 45.87244898 116.12755102] ; [ 65.12755102 164.87244898],1
s8,1,0.0,51.09593,[ 23 145] ; [114 125],[ 56.55036855 111.44963145] ; [ 80.44963145 158.55036855],1
p4,1,0.0,30.209936,[ 54 112] ; [143  94],[81.14640199 84.85359801] ; [115.85359801 121.14640199],1
s4,1,1e-06,24.90849,[ 13 155] ; [ 65 170],[ 32.51612903 135.48387097] ; [ 45.48387097 189.51612903],1
r4,1,5e-06,20.892506,[133  35] ; [225  14],[147.77395577  20.22604423] ; [210.22604423  28.77395577],1
r1,1,2.3e-05,17.911241,[109  59] ; [198  40],[127.03448276  40.96551724] ; [179.96551724  58.03448276],1
p9,1,6.6e-05,15.925513,[107  59] ; [192  42],[124.085  41.915] ; [174.915  59.085],1
r3,1,0.000105,15.049056,[144  23] ; [230   8],[154.21728395  12.78271605] ; [219.78271605  18.21728395],1
p2,1,0.00018,14.025421,[108  58] ; [194  44],[124.08910891  41.91089109] ; [177.91089109  60.08910891],1
p12,1,0.000452,12.302428,[  1 167] ; [ 20 217],[  8.71111111 159.28888889] ; [ 12.28888889 224.71111111],1
n6,1,0.000476,12.206857,[117  50] ; [202  37],[131.21428571  35.78571429] ; [187.78571429  51.21428571],1
p3,1,0.000971,10.881383,[ 50 117] ; [110 128],[ 65.97530864 101.02469136] ; [ 94.02469136 143.97530864],1
p7,1,0.001382,10.229147,[76 89] ; [145  88],[91.62060302 73.37939698] ; [129.37939698 103.62060302],0
p10,1,0.001889,9.654416,[106  60] ; [184  52],[119.75124378  46.24875622] ; [170.24875622  65.75124378],0
u1,1,0.002231,9.348701,[ 14 154] ; [ 46 193],[ 24.76658477 143.23341523] ; [ 35.23341523 203.76658477],0
p5,1,0.005467,7.71797,[  4 163] ; [ 22 215],[ 10.74752475 156.25247525] ; [ 15.25247525 221.74752475],0
