Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.000295,13.104593,[16 17] ; [96 24],[24.15686275  8.84313725] ; [87.84313725 32.15686275],1
p9,1,0.000489,12.157825,[18 15] ; [100  20],[25.45098039  7.54901961] ; [92.54901961 27.45098039],1
r3,1,0.000912,10.997947,[25  9] ; [115   8],[30.31847134  3.68152866] ; [109.68152866  13.31847134],1
r4,1,0.001455,10.134426,[22 12] ; [109  15],[28.18987342  5.81012658] ; [102.81012658  21.18987342],0
r1,1,0.006895,7.300191,[17 17] ; [92 32],[23.4556962 10.5443038] ; [85.5443038 38.4556962],0
a6,1,0.009176,6.78828,[14 20] ; [81 42],[20.57324841 13.42675159] ; [74.42675159 48.57324841],0
a4,1,0.014029,6.03448,[ 1 32] ; [26 96],[ 5.7483871 27.2516129] ; [ 21.2516129 100.7483871],0
b4,1,0.014051,6.031688,[14 20] ; [80 44],[20.2278481 13.7721519] ; [73.7721519 50.2278481],0
n3,1,0.019715,5.436944,[5 7] ; [20  5],[8.10810811 3.89189189] ; [16.89189189  8.10810811],0
v4,1,0.045209,4.01082,[29  5] ; [118   6],[31.63291139  2.36708861] ; [115.36708861   8.63291139],0
a3,1,0.051954,3.777242,[11 21] ; [66 57],[15.89677419 16.10322581] ; [61.10322581 61.89677419],0
r2,1,0.056774,3.629191,[27  7] ; [113  11],[30.12658228  3.87341772] ; [109.87341772  14.12658228],0
b5,1,0.083538,2.994685,[24 10] ; [67 57],[19.58227848 14.41772152] ; [71.41772152 52.58227848],0
d4,1,0.083872,2.988224,[12 22] ; [64 59],[16.45859873 17.54140127] ; [59.54140127 63.45859873],0
a7,1,0.091143,2.85407,[17 17] ; [81 42],[21.22292994 12.77707006] ; [76.77707006 46.22292994],0
a5,1,0.09369,2.809794,[13 21] ; [67 56],[17.32484076 16.67515924] ; [62.67515924 60.32484076],0
p3,1,0.104134,2.641056,[ 9 25] ; [51 71],[13.07692308 20.92307692] ; [46.92307692 75.07692308],0
p12,1,0.106857,2.600104,[ 1 33] ; [ 15 105],[ 3.53246753 30.46753247] ; [ 12.46753247 107.53246753],0
b1,1,0.11443,2.491946,[18 16] ; [47 77],[13.98734177 20.01265823] ; [51.01265823 72.98734177],0
s4,1,0.116916,2.458151,[ 3 31] ; [25 97],[ 6.1025641 27.8974359] ; [ 21.8974359 100.1025641],0
v2,1,0.141658,2.159861,[12 22] ; [58 59],[15.7615894 18.2384106] ; [54.2384106 62.7615894],0
b3,1,0.159594,1.978066,[ 4 14] ; [30 45],[ 6.58064516 11.41935484] ; [27.41935484 47.58064516],0
b2,1,0.159594,1.978066,[ 4 14] ; [30 45],[ 6.58064516 11.41935484] ; [27.41935484 47.58064516],0
u2,1,0.188841,1.726637,[ 7 14] ; [29 29],[ 9.56962025 11.43037975] ; [26.43037975 31.56962025],0
p8,1,0.261954,1.2584,[15 19] ; [66 54],[17.88311688 16.11688312] ; [63.11688312 56.88311688],0
u3,1,0.33893,0.914474,[ 8 14] ; [28 30],[ 9.9 12.1] ; [26.1 31.9],0
s6,1,0.359585,0.839342,[17 17] ; [70 49],[19.33333333 14.66666667] ; [67.66666667 51.33333333],0
s7,1,0.367645,0.811609,[12 22] ; [51 65],[14.28 19.72] ; [48.72 67.28],0
n4,1,0.385561,0.752896,[22 12] ; [89 34],[24.03821656  9.96178344] ; [86.96178344 36.03821656],0
p2,1,0.419576,0.651503,[23 11] ; [91 31],[24.84615385  9.15384615] ; [89.15384615 32.84615385],0
s5,1,0.467729,0.527336,[ 8 26] ; [35 82],[ 9.68211921 24.31788079] ; [33.31788079 83.68211921],0
v3,1,0.505879,0.442581,[10 24] ; [43 78],[11.62580645 22.37419355] ; [41.37419355 79.62580645],0
s8,1,0.525306,0.403463,[10 24] ; [43 79],[11.55128205 22.44871795] ; [41.44871795 80.55128205],0
v1,1,0.534288,0.386229,[13 20] ; [55 66],[14.57142857 18.42857143] ; [53.42857143 67.57142857],0
d2,1,0.593879,0.284327,[ 7 27] ; [31 93],[ 8.17721519 25.82278481] ; [29.82278481 94.17721519],0
s2,1,0.595209,0.282282,[13 21] ; [52 68],[14.35064935 19.64935065] ; [50.64935065 69.35064935],0
a8,1,0.618265,0.248314,[ 4 26] ; [ 12 106],[ 3.24324324 26.75675676] ; [ 12.75675676 105.24324324],0
n5,1,0.620967,0.244511,[24 10] ; [92 31],[25.12101911  8.87898089] ; [90.87898089 32.12101911],0
p5,1,0.646011,0.210966,[ 4 30] ; [ 18 103],[ 4.82580645 29.17419355] ; [ 17.17419355 103.82580645],0
p1,1,0.657842,0.196156,[ 4 30] ; [ 18 104],[ 4.79487179 29.20512821] ; [ 17.20512821 104.79487179],0
d3,1,0.716375,0.131993,[15 19] ; [50 73],[14.07643312 19.92356688] ; [50.92356688 72.07643312],0
s1,1,0.846078,0.037685,[ 2 32] ; [  6 113],[ 1.77777778 32.22222222] ; [  6.22222222 112.77777778],0
p7,1,0.866385,0.028309,[19 15] ; [69 51],[19.42857143 14.57142857] ; [68.57142857 51.42857143],0
n1,1,0.873624,0.025299,[4 8] ; [ 9 16],[4.21621622 7.78378378] ; [ 8.78378378 16.21621622],0
s3,1,0.877698,0.023682,[17 16] ; [59 59],[16.60927152 16.39072848] ; [59.39072848 58.60927152],0
n2,1,0.949371,0.004032,[10  3] ; [19  6],[9.92105263 3.07894737] ; [19.07894737  5.92105263],0
p6,1,0.976222,0.000888,[11 22] ; [40 81],[10.92857143 22.07142857] ; [40.07142857 80.92857143],0
p4,1,0.977611,0.000788,[16 17] ; [59 62],[16.07142857 16.92857143] ; [58.92857143 62.07142857],0
