Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,2e-06,22.756082,[41 34] ; [152  31],[56.10465116 18.89534884] ; [136.89534884  46.10465116],1
s6,1,5e-06,20.743584,[24 51] ; [112  65],[40.47619048 34.52380952] ; [95.52380952 81.47619048],1
r3,1,7e-06,20.24109,[51 23] ; [166  16],[62.7265625 11.2734375] ; [154.2734375  27.7265625],1
p10,1,2.1e-05,18.062387,[34 38] ; [133  44],[48.28915663 23.71084337] ; [118.71084337  58.28915663],1
v4,1,8.7e-05,15.398534,[54 19] ; [167  14],[63.51574803  9.48425197] ; [157.48425197  23.51574803],1
p9,1,0.000101,15.11409,[39 33] ; [140  38],[51.552 20.448] ; [127.448  50.552],1
p11,1,0.000959,10.905391,[38 37] ; [132  51],[49.41860465 25.58139535] ; [120.58139535  62.41860465],1
p2,1,0.00227,9.317092,[43 32] ; [139  43],[53.11284047 21.88715953] ; [128.88715953  53.11284047],0
r2,1,0.003033,8.787495,[55 19] ; [162  20],[62.7265625 11.2734375] ; [154.2734375  27.7265625],0
s5,1,0.003233,8.671236,[ 8 65] ; [ 50 127],[16.936 56.064] ; [ 41.064 135.936],0
a1,1,0.003311,8.627738,[ 8 67] ; [  4 179],[ 3.48837209 71.51162791] ; [  8.51162791 174.48837209],0
b1,1,0.005198,7.809235,[39 36] ; [ 61 122],[29.06976744 45.93023256] ; [ 70.93023256 112.06976744],0
n5,1,0.005507,7.704913,[39 35] ; [129  53],[48.5625 25.4375] ; [119.4375  62.5625],0
s8,1,0.005896,7.581818,[12 63] ; [ 60 122],[21.01167315 53.98832685] ; [ 50.98832685 131.01167315],0
n4,1,0.008682,6.887168,[37 38] ; [121  60],[46.2890625 28.7109375] ; [111.7109375  69.2890625],0
s7,1,0.017812,5.614583,[15 55] ; [ 65 110],[22.85714286 47.14285714] ; [ 57.14285714 117.85714286],0
s2,1,0.023984,5.095806,[20 55] ; [ 75 105],[27.94117647 47.05882353] ; [ 67.05882353 112.94117647],0
r1,1,0.064489,3.417997,[42 33] ; [124  58],[48.44357977 26.55642023] ; [117.55642023  64.44357977],0
p8,1,0.091167,2.853653,[19 53] ; [ 68 113],[24.75889328 47.24110672] ; [ 62.24110672 118.75889328],0
v3,1,0.09472,2.792269,[13 59] ; [ 51 130],[18.21343874 53.78656126] ; [ 45.78656126 135.21343874],0
b4,1,0.12445,2.360408,[36 39] ; [107  76],[41.56976744 33.43023256] ; [101.43023256  81.56976744],0
v2,1,0.182794,1.774759,[22 48] ; [ 71 104],[26.57142857 43.42857143] ; [ 66.42857143 108.57142857],0
v1,1,0.213464,1.547777,[26 47] ; [ 79 100],[30.41666667 42.58333333] ; [ 74.58333333 104.41666667],0
u2,1,0.218256,1.515802,[20 15] ; [39 48],[16.92622951 18.07377049] ; [42.07377049 44.92622951],0
s1,1,0.254041,1.300941,[ 6 68] ; [  8 170],[ 4.11111111 69.88888889] ; [  9.88888889 168.11111111],0
p7,1,0.269848,1.217519,[28 42] ; [85 93],[31.89516129 38.10483871] ; [81.10483871 96.89516129],0
p6,1,0.311583,1.023955,[12 61] ; [ 40 141],[14.94488189 58.05511811] ; [ 37.05511811 143.94488189],0
a6,1,0.323046,0.976574,[44 31] ; [95 88],[40.40697674 34.59302326] ; [98.59302326 84.40697674],0
p5,1,0.343732,0.896461,[ 2 71] ; [ 10 171],[ 3.4488189 69.5511811] ; [  8.5511811 172.4488189],0
n2,1,0.353815,0.859726,[25  9] ; [45 10],[26.74157303  7.25842697] ; [43.25842697 11.74157303],0
d2,1,0.357714,0.845902,[15 60] ; [ 28 155],[12.5 62.5] ; [ 30.5 152.5],0
a7,1,0.364486,0.822376,[42 33] ; [113  69],[45.23346304 29.76653696] ; [109.76653696  72.23346304],0
b5,1,0.374609,0.788318,[41 34] ; [111  72],[44.18604651 30.81395349] ; [107.81395349  75.18604651],0
s3,1,0.41462,0.665515,[32 42] ; [87 91],[34.94444444 39.05555556] ; [84.05555556 93.94444444],0
s4,1,0.430815,0.620624,[11 64] ; [ 34 147],[13.18359375 61.81640625] ; [ 31.81640625 149.18359375],0
d4,1,0.478422,0.502459,[39 36] ; [104  79],[41.56976744 33.43023256] ; [101.43023256  81.56976744],0
p12,1,0.533203,0.388283,[ 2 71] ; [  8 173],[ 2.87401575 70.12598425] ; [  7.12598425 173.87401575],0
a2,1,0.573437,0.316965,[ 5 70] ; [  9 174],[ 4.06976744 70.93023256] ; [  9.93023256 173.06976744],0
p4,1,0.59307,0.285576,[20 54] ; [ 55 126],[21.76470588 52.23529412] ; [ 53.23529412 127.76470588],0
u3,1,0.60802,0.263068,[17 17] ; [39 48],[15.73553719 18.26446281] ; [40.26446281 46.73553719],0
u1,1,0.645157,0.21206,[ 2 73] ; [  7 176],[ 2.61627907 72.38372093] ; [  6.38372093 176.61627907],0
a5,1,0.687432,0.16188,[34 41] ; [88 95],[35.46511628 39.53488372] ; [86.53488372 96.46511628],0
p1,1,0.714416,0.133906,[ 4 70] ; [ 12 169],[ 4.64313725 69.35686275] ; [ 11.35686275 169.64313725],0
b2,1,0.717903,0.13051,[10 26] ; [31 69],[10.85294118 25.14705882] ; [30.14705882 69.85294118],0
b3,1,0.717903,0.13051,[10 26] ; [31 69],[10.85294118 25.14705882] ; [30.14705882 69.85294118],0
n1,1,0.744201,0.106469,[14 19] ; [21 33],[13.27586207 19.72413793] ; [21.72413793 32.27586207],0
a8,1,0.792054,0.069508,[10 62] ; [ 26 145],[10.66666667 61.33333333] ; [ 25.33333333 145.66666667],0
d3,1,0.794962,0.067534,[30 44] ; [ 77 105],[30.9296875 43.0703125] ; [ 76.0703125 105.9296875],0
a4,1,0.815684,0.054336,[18 57] ; [ 41 140],[17.28515625 57.71484375] ; [ 41.71484375 139.28515625],0
a3,1,0.819915,0.051827,[40 34] ; [95 86],[39.17647059 34.82352941] ; [95.82352941 85.17647059],0
n3,1,0.90822,0.01329,[23 10] ; [37 17],[22.75862069 10.24137931] ; [37.24137931 16.75862069],0
d5,1,0.92259,0.009442,[38 37] ; [91 91],[37.6459144 37.3540856] ; [91.3540856 90.6459144],0
