Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.000164,14.204167,[29  5] ; [10 16],[22.1 11.9] ; [16.9  9.1],1
a5,1,0.00097,10.88441,[25  9] ; [ 8 18],[18.7 15.3] ; [14.3 11.7],1
p8,1,0.007389,7.175814,[29  5] ; [14 12],[24.36666667  9.63333333] ; [18.63333333  7.36666667],0
p12,1,0.01121,6.43172,[10 24] ; [ 1 25],[ 6.23333333 27.76666667] ; [ 4.76666667 21.23333333],0
p9,1,0.035222,4.434389,[29  5] ; [16 10],[25.5  8.5] ; [19.5  6.5],0
a4,1,0.03924,4.250468,[ 8 26] ; [ 1 24],[ 5.18644068 28.81355932] ; [ 3.81355932 21.18644068],0
v3,1,0.056106,3.648921,[16 18] ; [ 6 20],[12.46666667 21.53333333] ; [ 9.53333333 16.46666667],0
d4,1,0.083965,2.986425,[12 22] ; [15 11],[15.3 18.7] ; [11.7 14.3],0
r4,1,0.110479,2.547353,[32  2] ; [21  5],[30.03333333  3.96666667] ; [22.96666667  3.03333333],0
a6,1,0.113192,2.509075,[25  9] ; [14 12],[22.1 11.9] ; [16.9  9.1],0
p5,1,0.132545,2.262443,[11 23] ; [ 4 22],[ 8.5 25.5] ; [ 6.5 19.5],0
a8,1,0.132948,2.257734,[ 3 29] ; [ 6 19],[ 5.05263158 26.94736842] ; [ 3.94736842 21.05263158],0
a3,1,0.134391,2.241031,[21 13] ; [11 15],[18.13333333 15.86666667] ; [13.86666667 12.13333333],0
p11,1,0.134487,2.23993,[29  5] ; [18  8],[26.63333333  7.36666667] ; [20.36666667  5.63333333],0
r3,1,0.185856,1.750162,[33  1] ; [23  3],[31.73333333  2.26666667] ; [24.26666667  1.73333333],0
p1,1,0.203018,1.620528,[10 24] ; [ 4 22],[ 7.93333333 26.06666667] ; [ 6.06666667 19.93333333],0
a7,1,0.223397,1.482415,[27  7] ; [17  9],[24.93333333  9.06666667] ; [19.06666667  6.93333333],0
b4,1,0.228415,1.450706,[21 13] ; [12 14],[18.7 15.3] ; [14.3 11.7],0
p2,1,0.241051,1.374434,[29  5] ; [19  7],[27.2  6.8] ; [20.8  5.2],0
d3,1,0.252227,1.310924,[12 22] ; [13 13],[14.16666667 19.83333333] ; [10.83333333 15.16666667],0
v2,1,0.259849,1.269564,[20 14] ; [11 14],[17.86440678 16.13559322] ; [13.13559322 11.86440678],0
d2,1,0.301654,1.066866,[ 9 25] ; [ 4 22],[ 7.36666667 26.63333333] ; [ 5.63333333 20.36666667],0
n4,1,0.366799,0.81448,[27  7] ; [18  8],[25.5  8.5] ; [19.5  6.5],0
r1,1,0.366799,0.81448,[27  7] ; [18  8],[25.5  8.5] ; [19.5  6.5],0
p7,1,0.384641,0.755817,[30  4] ; [20  5],[28.81355932  5.18644068] ; [21.18644068  3.81355932],0
n6,1,0.422219,0.644131,[30  4] ; [21  5],[28.9  5.1] ; [22.1  3.9],0
u3,1,0.431316,0.619277,[8 5] ; [7 8],[6.96428571 6.03571429] ; [8.03571429 6.96428571],0
v4,1,0.432153,0.61703,[32  2] ; [23  3],[31.16666667  2.83333333] ; [23.83333333  2.16666667],0
s4,1,0.434464,0.61086,[ 8 26] ; [ 4 22],[ 6.8 27.2] ; [ 5.2 20.8],0
p10,1,0.469561,0.52301,[26  8] ; [17  8],[24.77966102  9.22033898] ; [18.22033898  6.77966102],0
n1,1,0.490153,0.47619,[1 2] ; [4 3],[1.5 1.5] ; [3.5 3.5],0
n5,1,0.565357,0.330513,[27  7] ; [19  7],[26.06666667  7.93333333] ; [19.93333333  6.06666667],0
s7,1,0.626851,0.236355,[20 13] ; [13 11],[19.10526316 13.89473684] ; [13.89473684 10.10526316],0
s5,1,0.642028,0.2161,[11 19] ; [ 8 18],[10.17857143 19.82142857] ; [ 8.82142857 17.17857143],0
b2,1,0.650147,0.205714,[10 11] ; [6 9],[ 9.33333333 11.66666667] ; [6.66666667 8.33333333],0
b3,1,0.650147,0.205714,[10 11] ; [6 9],[ 9.33333333 11.66666667] ; [6.66666667 8.33333333],0
s8,1,0.659671,0.193924,[15 19] ; [10 16],[14.16666667 19.83333333] ; [10.83333333 15.16666667],0
u2,1,0.66171,0.191453,[8 5] ; [8 7],[7.42857143 5.57142857] ; [8.57142857 6.42857143],0
s3,1,0.687051,0.162296,[20 14] ; [16  9],[20.74576271 13.25423729] ; [15.25423729  9.74576271],0
s6,1,0.758368,0.094633,[19 14] ; [16 10],[19.57627119 13.42372881] ; [15.42372881 10.57627119],0
s2,1,0.767396,0.087488,[19 15] ; [13 12],[18.44067797 15.55932203] ; [13.55932203 11.44067797],0
r2,1,0.780619,0.077569,[32  2] ; [24  2],[31.73333333  2.26666667] ; [24.26666667  1.73333333],0
b1,1,0.821268,0.051037,[16 18] ; [13 13],[16.43333333 17.56666667] ; [12.56666667 13.43333333],0
n2,1,0.880303,0.022676,[2 1] ; [5 2],[2.1 0.9] ; [4.9 2.1],0
v1,1,0.929818,0.007757,[14 20] ; [11 15],[14.16666667 19.83333333] ; [10.83333333 15.16666667],0
b5,1,0.985749,0.000319,[21 13] ; [16 10],[20.96666667 13.03333333] ; [16.03333333  9.96666667],0
