Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.000182,14.007572,[42 11] ; [10 17],[34.45 18.55] ; [17.55  9.45],1
p10,1,0.000211,13.732425,[39 12] ; [10 19],[31.2375 19.7625] ; [17.7625 11.2375],1
r3,1,0.002246,9.336733,[40 11] ; [13 16],[33.7875 17.2125] ; [19.2125  9.7875],0
p2,1,0.013922,6.048049,[43 11] ; [15 13],[38.19512195 15.80487805] ; [19.80487805  8.19512195],0
b1,1,0.024419,5.064597,[20 35] ; [18 11],[24.88095238 30.11904762] ; [13.11904762 15.88095238],0
n3,1,0.028094,4.822263,[16  5] ; [6 9],[12.83333333  8.16666667] ; [9.16666667 5.83333333],0
b5,1,0.040008,4.217555,[27 28] ; [21  8],[31.42857143 23.57142857] ; [16.57142857 12.42857143],0
u2,1,0.044951,4.020466,[10 13] ; [ 1 10],[ 7.44117647 15.55882353] ; [3.55882353 7.44117647],0
s8,1,0.077173,3.123452,[17 37] ; [ 4 25],[13.6626506 40.3373494] ; [ 7.3373494 21.6626506],0
v1,1,0.107533,2.590103,[20 31] ; [ 6 22],[16.78481013 34.21518987] ; [ 9.21518987 18.78481013],0
p8,1,0.107864,2.585246,[23 32] ; [ 7 22],[19.64285714 35.35714286] ; [10.35714286 18.64285714],0
p1,1,0.112307,2.52146,[ 8 46] ; [ 1 28],[ 5.85542169 48.14457831] ; [ 3.14457831 25.85542169],0
p5,1,0.122459,2.385583,[ 8 46] ; [ 1 27],[ 5.92682927 48.07317073] ; [ 3.07317073 24.92682927],0
p6,1,0.124958,2.354054,[16 38] ; [ 4 24],[13.17073171 40.82926829] ; [ 6.82926829 21.17073171],0
u3,1,0.148748,2.08504,[ 9 13] ; [ 2 10],[ 7.11764706 14.88235294] ; [3.88235294 8.11764706],0
d3,1,0.150405,2.068139,[27 28] ; [19 10],[30.11904762 24.88095238] ; [15.88095238 13.11904762],0
s6,1,0.156205,2.010588,[25 28] ; [ 9 20],[21.97560976 31.02439024] ; [12.02439024 16.97560976],0
v2,1,0.169101,1.890897,[25 27] ; [ 9 19],[22.1 29.9] ; [11.9 16.1],0
a4,1,0.175362,1.836494,[22 33] ; [ 7 21],[19.21686747 35.78313253] ; [ 9.78313253 18.21686747],0
d5,1,0.188106,1.732387,[40 15] ; [17 12],[37.32142857 17.67857143] ; [19.67857143  9.32142857],0
p4,1,0.188947,1.72581,[28 27] ; [10 18],[25.18072289 29.81927711] ; [12.81927711 15.18072289],0
p7,1,0.224554,1.475031,[21 32] ; [ 7 20],[18.55 34.45] ; [ 9.45 17.55],0
n2,1,0.225038,1.47195,[16  6] ; [8 7],[14.27027027  7.72972973] ; [9.72972973 5.27027027],0
v4,1,0.229689,1.442787,[34 17] ; [23  6],[36.3375 14.6625] ; [20.6625  8.3375],0
a5,1,0.233084,1.421944,[34 21] ; [14 15],[31.42857143 23.57142857] ; [16.57142857 12.42857143],0
p3,1,0.238168,1.391402,[23 32] ; [ 8 20],[20.54216867 34.45783133] ; [10.45783133 17.54216867],0
s7,1,0.242673,1.365,[21 31] ; [ 7 19],[18.66666667 33.33333333] ; [ 9.33333333 16.66666667],0
a6,1,0.251201,1.316614,[30 25] ; [12 17],[27.5 27.5] ; [14.5 14.5],0
s3,1,0.266212,1.236163,[20 30] ; [ 8 21],[17.72151899 32.27848101] ; [10.27848101 18.72151899],0
b4,1,0.274529,1.193976,[37 18] ; [16 13],[34.70238095 20.29761905] ; [18.29761905 10.70238095],0
s5,1,0.307829,1.039966,[10 41] ; [ 3 25],[ 8.39240506 42.60759494] ; [ 4.60759494 23.39240506],0
a7,1,0.362622,0.828792,[28 26] ; [12 17],[26.02409639 27.97590361] ; [13.97590361 15.02409639],0
n1,1,0.372944,0.793833,[ 9 13] ; [ 4 11],[ 7.72972973 14.27027027] ; [5.27027027 9.72972973],0
r1,1,0.412321,0.672098,[14 40] ; [10 19],[15.61445783 38.38554217] ; [ 8.38554217 20.61445783],0
s2,1,0.412557,0.671419,[19 33] ; [ 8 21],[17.33333333 34.66666667] ; [ 9.66666667 19.33333333],0
s1,1,0.504711,0.445016,[ 2 53] ; [ 2 27],[ 2.61904762 52.38095238] ; [ 1.38095238 27.61904762],0
b2,1,0.523716,0.406569,[10 25] ; [ 6 10],[10.98039216 24.01960784] ; [ 5.01960784 10.98039216],0
b3,1,0.523716,0.406569,[10 25] ; [ 6 10],[10.98039216 24.01960784] ; [ 5.01960784 10.98039216],0
n5,1,0.525548,0.402992,[39 15] ; [19 10],[37.73493976 16.26506024] ; [20.26506024  8.73493976],0
u1,1,0.587408,0.29441,[ 8 47] ; [ 3 26],[ 7.20238095 47.79761905] ; [ 3.79761905 25.20238095],0
n4,1,0.63341,0.227465,[37 18] ; [18 11],[36.01190476 18.98809524] ; [18.98809524 10.01190476],0
s4,1,0.649733,0.206237,[ 9 45] ; [ 6 23],[ 9.75903614 44.24096386] ; [ 5.24096386 23.75903614],0
a1,1,0.790566,0.070531,[ 3 52] ; [ 2 27],[ 3.27380952 51.72619048] ; [ 1.72619048 27.27380952],0
d1,1,0.791018,0.070219,[23 32] ; [13 16],[23.57142857 31.42857143] ; [12.42857143 16.57142857],0
a3,1,0.824452,0.049205,[32 23] ; [17 11],[32.46987952 22.53012048] ; [16.53012048 11.46987952],0
a2,1,0.890498,0.018954,[ 7 48] ; [ 4 25],[ 7.20238095 47.79761905] ; [ 3.79761905 25.20238095],0
d2,1,0.898617,0.016233,[22 32] ; [11 17],[21.73170732 32.26829268] ; [11.26829268 16.73170732],0
v3,1,0.908894,0.013095,[14 39] ; [ 8 21],[14.2195122 38.7804878] ; [ 7.7804878 21.2195122],0
r2,1,0.914796,0.011447,[29 21] ; [16 11],[29.22077922 20.77922078] ; [15.77922078 11.22077922],0
a8,1,0.94679,0.004454,[ 2 46] ; [ 1 25],[ 1.94594595 46.05405405] ; [ 1.05405405 24.94594595],0
p12,1,0.9526,0.003533,[ 2 52] ; [ 1 28],[ 1.95180723 52.04819277] ; [ 1.04819277 27.95180723],0
d4,1,0.985167,0.000346,[39 15] ; [21  8],[39.03614458 14.96385542] ; [20.96385542  8.03614458],0
