Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.000101,15.117371,[66  5] ; [46 23],[56.8 14.2] ; [55.2 13.8],1
v4,1,0.00011,14.951214,[68  4] ; [48 21],[59.23404255 12.76595745] ; [56.76595745 12.23404255],1
r4,1,0.001418,10.182476,[61 11] ; [42 27],[52.59574468 19.40425532] ; [50.40425532 18.59574468],0
b1,1,0.003033,8.787667,[29 43] ; [45 24],[37.78723404 34.21276596] ; [36.21276596 32.78723404],0
b4,1,0.008664,6.890758,[52 20] ; [35 34],[44.42553191 27.57446809] ; [42.57446809 26.42553191],0
s8,1,0.012114,6.294098,[26 45] ; [12 56],[19.41007194 51.58992806] ; [18.58992806 49.41007194],0
n6,1,0.012614,6.222519,[56 15] ; [41 28],[49.19285714 21.80714286] ; [47.80714286 21.19285714],0
s5,1,0.012646,6.217985,[19 50] ; [ 7 59],[13.28888889 55.71111111] ; [12.71111111 53.28888889],0
p2,1,0.014401,5.988353,[51 21] ; [35 34],[43.91489362 28.08510638] ; [42.08510638 26.91489362],0
u3,1,0.017573,5.638212,[16 11] ; [ 7 19],[11.71698113 15.28301887] ; [11.28301887 14.71698113],0
v2,1,0.029917,4.71406,[35 35] ; [22 47],[28.70503597 41.29496403] ; [28.29496403 40.70503597],0
p7,1,0.044903,4.022274,[34 36] ; [22 47],[28.20143885 41.79856115] ; [27.79856115 41.20143885],0
r2,1,0.052193,3.769578,[66  5] ; [55 12],[62.25362319  8.74637681] ; [58.74637681  8.25362319],0
r1,1,0.058786,3.57131,[56 16] ; [43 25],[50.91428571 21.08571429] ; [48.08571429 19.91428571],0
d2,1,0.063322,3.448177,[43 28] ; [30 37],[37.55797101 33.44202899] ; [35.44202899 31.55797101],0
d4,1,0.065919,3.381825,[55 16] ; [43 25],[50.05755396 20.94244604] ; [47.94244604 20.05755396],0
n1,1,0.100116,2.703688,[ 9 14] ; [18 11],[11.94230769 11.05769231] ; [15.05769231 13.94230769],0
d1,1,0.106313,2.608186,[39 33] ; [28 41],[34.21276596 37.78723404] ; [32.78723404 36.21276596],0
p9,1,0.107942,2.584096,[29 39] ; [20 48],[24.5 43.5] ; [24.5 43.5],0
s4,1,0.113495,2.504874,[ 6 64] ; [12 56],[ 9.13043478 60.86956522] ; [ 8.86956522 59.13043478],0
u2,1,0.115319,2.479778,[14 12] ; [ 8 17],[11.21568627 14.78431373] ; [10.78431373 14.21568627],0
a1,1,0.124457,2.360316,[ 4 68] ; [ 9 60],[ 6.63829787 65.36170213] ; [ 6.36170213 62.63829787],0
n5,1,0.131661,2.272809,[47 25] ; [53 16],[51.06382979 20.93617021] ; [48.93617021 20.06382979],0
s6,1,0.147593,2.096958,[39 32] ; [29 39],[34.73381295 36.26618705] ; [33.26618705 34.73381295],0
d5,1,0.177915,1.814956,[56 16] ; [46 22],[52.45714286 19.54285714] ; [49.54285714 18.45714286],0
p6,1,0.194043,1.686652,[22 49] ; [14 52],[18.65693431 52.34306569] ; [17.34306569 48.65693431],0
n2,1,0.245278,1.35,[18  6] ; [18 12],[16.  8.] ; [20. 10.],0
n3,1,0.260009,1.268709,[17  7] ; [15 12],[15.05882353  8.94117647] ; [16.94117647 10.05882353],0
v3,1,0.307269,1.04238,[27 44] ; [19 45],[24.19259259 46.80740741] ; [21.80740741 42.19259259],0
p8,1,0.309105,1.034497,[23 47] ; [17 51],[20.28985507 49.71014493] ; [19.71014493 48.28985507],0
p12,1,0.324275,0.971627,[ 3 68] ; [ 1 68],[ 2.02857143 68.97142857] ; [ 1.97142857 67.02857143],0
a6,1,0.33155,0.942834,[45 27] ; [37 31],[42.17142857 29.82857143] ; [39.82857143 28.17142857],0
v1,1,0.333072,0.936916,[31 39] ; [25 44],[28.20143885 41.79856115] ; [27.79856115 41.20143885],0
p1,1,0.333299,0.936036,[ 4 66] ; [ 7 62],[ 5.53956835 64.46043165] ; [ 5.46043165 63.53956835],0
s2,1,0.375763,0.784518,[27 44] ; [21 47],[24.51798561 46.48201439] ; [23.48201439 44.51798561],0
p4,1,0.438814,0.599382,[30 42] ; [24 44],[27.77142857 44.22857143] ; [26.22857143 41.77142857],0
s1,1,0.453642,0.561537,[ 3 67] ; [ 5 64],[ 4.02877698 65.97122302] ; [ 3.97122302 65.02877698],0
u1,1,0.454057,0.560504,[15 57] ; [11 58],[13.27659574 58.72340426] ; [12.72340426 56.27659574],0
a2,1,0.456681,0.554016,[14 58] ; [17 52],[15.82978723 56.17021277] ; [15.17021277 53.82978723],0
p5,1,0.467766,0.527249,[ 4 68] ; [ 6 63],[ 5.10638298 66.89361702] ; [ 4.89361702 64.10638298],0
a8,1,0.549672,0.357905,[12 53] ; [ 9 53],[10.7480315 54.2519685] ; [10.2519685 51.7480315],0
b5,1,0.587589,0.294125,[47 25] ; [42 27],[45.44680851 26.55319149] ; [43.55319149 25.44680851],0
s3,1,0.588221,0.293131,[34 36] ; [29 37],[32.42647059 37.57352941] ; [30.57352941 35.42647059],0
a7,1,0.631363,0.230217,[46 25] ; [42 27],[44.62857143 26.37142857] ; [43.37142857 25.62857143],0
a4,1,0.659996,0.193529,[36 36] ; [31 36],[34.70503597 37.29496403] ; [32.29496403 34.70503597],0
b3,1,0.68506,0.164485,[19 33] ; [14 29],[18.06315789 33.93684211] ; [14.93684211 28.06315789],0
b2,1,0.68506,0.164485,[19 33] ; [14 29],[18.06315789 33.93684211] ; [14.93684211 28.06315789],0
p3,1,0.723551,0.125116,[22 50] ; [23 46],[22.9787234 49.0212766] ; [22.0212766 46.9787234],0
d3,1,0.776078,0.080902,[43 29] ; [39 29],[42.17142857 29.82857143] ; [39.82857143 28.17142857],0
a3,1,0.837384,0.042124,[45 27] ; [43 24],[45.58273381 26.41726619] ; [42.41726619 24.58273381],0
a5,1,0.851413,0.035087,[47 25] ; [44 25],[46.46808511 25.53191489] ; [44.53191489 24.46808511],0
s7,1,0.902895,0.014885,[27 42] ; [24 39],[26.65909091 42.34090909] ; [24.34090909 38.65909091],0
u4,1,0.957513,0.002838,[ 3 69] ; [ 3 66],[ 3.06382979 68.93617021] ; [ 2.93617021 66.06382979],0
