Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,2e-06,22.345918,[41 38] ; [ 1 30],[30.16363636 48.83636364] ; [11.83636364 19.16363636],1
d3,1,1.3e-05,18.993363,[55 24] ; [ 7 23],[44.93577982 34.06422018] ; [17.06422018 12.93577982],1
d5,1,1.8e-05,18.438945,[62 17] ; [11 20],[52.42727273 26.57272727] ; [20.57272727 10.42727273],1
s3,1,0.00093,10.962444,[45 33] ; [ 7 24],[37.21100917 40.78899083] ; [14.78899083 16.21100917],1
s2,1,0.00179,9.75368,[32 47] ; [ 3 28],[25.13636364 53.86363636] ; [ 9.86363636 21.13636364],0
r3,1,0.003612,8.469031,[62 16] ; [16 15],[55.81651376 22.18348624] ; [22.18348624  8.81651376],0
a7,1,0.00505,7.861402,[58 21] ; [14 17],[51.70909091 27.29090909] ; [20.29090909 10.70909091],0
r1,1,0.007763,7.08735,[57 22] ; [14 17],[50.99090909 28.00909091] ; [20.00909091 10.99090909],0
n5,1,0.013686,6.078171,[28 51] ; [19 12],[33.75454545 45.24545455] ; [13.24545455 17.75454545],0
a3,1,0.018474,5.550592,[56 23] ; [14 16],[50.73394495 28.26605505] ; [19.26605505 10.73394495],0
v2,1,0.021247,5.306458,[33 43] ; [ 5 22],[28.03883495 47.96116505] ; [ 9.96116505 17.03883495],0
r4,1,0.021881,5.255206,[52 27] ; [13 18],[46.68181818 32.31818182] ; [18.31818182 12.68181818],0
s5,1,0.022314,5.221127,[16 58] ; [ 1 29],[12.09615385 61.90384615] ; [ 4.90384615 25.09615385],0
p3,1,0.049969,3.842485,[21 57] ; [ 3 28],[17.17431193 60.82568807] ; [ 6.82568807 24.17431193],0
s7,1,0.051395,3.795354,[24 49] ; [ 4 25],[20.03921569 52.96078431] ; [ 7.96078431 21.03921569],0
s6,1,0.053887,3.71619,[33 45] ; [ 7 24],[28.62385321 49.37614679] ; [11.37614679 19.62385321],0
a1,1,0.056783,3.62893,[ 4 75] ; [ 5 26],[ 6.46363636 72.53636364] ; [ 2.53636364 28.46363636],0
b2,1,0.057458,3.609285,[10 33] ; [7 7],[12.8245614 30.1754386] ; [4.1754386 9.8245614],0
b3,1,0.057458,3.609285,[10 33] ; [7 7],[12.8245614 30.1754386] ; [4.1754386 9.8245614],0
p1,1,0.059762,3.543978,[ 4 74] ; [ 5 26],[ 6.44036697 71.55963303] ; [ 2.55963303 28.44036697],0
s8,1,0.069588,3.292717,[20 59] ; [ 3 28],[16.51818182 62.48181818] ; [ 6.48181818 24.51818182],0
v4,1,0.076235,3.143401,[63 16] ; [19 11],[59.43119266 19.56880734] ; [22.56880734  7.43119266],0
