Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r1,1,0.000877,11.071714,[10 20] ; [28 10],[16.76470588 13.23529412] ; [21.23529412 16.76470588],1
r4,1,0.000972,10.880852,[11 19] ; [29  9],[17.64705882 12.35294118] ; [22.35294118 15.64705882],1
n4,1,0.005376,7.748457,[22  8] ; [15 23],[16.32352941 13.67647059] ; [20.67647059 17.32352941],0
u3,1,0.010587,6.533333,[ 4 11] ; [11  4],[7.5 7.5] ; [7.5 7.5],0
u2,1,0.020137,5.4,[7 8] ; [13  2],[10.  5.] ; [10.  5.],0
r3,1,0.024644,5.048702,[18 12] ; [32  6],[22.05882353  7.94117647] ; [27.94117647 10.05882353],0
d4,1,0.030131,4.701811,[13 16] ; [27 11],[17.31343284 11.68656716] ; [22.68656716 15.31343284],0
v3,1,0.030763,4.666119,[ 3 26] ; [11 22],[ 6.5483871 22.4516129] ; [ 7.4516129 25.5483871],0
p3,1,0.064394,3.42044,[ 6 23] ; [16 22],[ 9.52238806 19.47761194] ; [12.47761194 25.52238806],0
a5,1,0.082016,3.024495,[11 19] ; [22 16],[14.55882353 15.44117647] ; [18.44117647 19.55882353],0
s4,1,0.123113,2.377261,[ 4 26] ; [11 27],[ 6.61764706 23.38235294] ; [ 8.38235294 29.61764706],0
p9,1,0.128805,2.306843,[18 11] ; [16 21],[14.93939394 14.06060606] ; [19.06060606 17.93939394],0
p8,1,0.152276,2.049299,[ 6 23] ; [14 24],[ 8.65671642 20.34328358] ; [11.34328358 26.65671642],0
p1,1,0.156122,2.011394,[ 1 29] ; [ 5 33],[ 2.64705882 27.35294118] ; [ 3.35294118 34.64705882],0
a4,1,0.157763,1.995534,[ 7 23] ; [15 23],[ 9.70588235 20.29411765] ; [12.29411765 25.70588235],0
p2,1,0.172521,1.860902,[18 10] ; [18 20],[15.27272727 12.72727273] ; [20.72727273 17.27272727],0
a2,1,0.199767,1.644079,[ 3 27] ; [ 1 37],[ 1.76470588 28.23529412] ; [ 2.23529412 35.76470588],0
s3,1,0.204669,1.60874,[14 16] ; [23 14],[16.56716418 13.43283582] ; [20.43283582 16.56716418],0
d3,1,0.267702,1.228484,[ 8 22] ; [15 23],[10.14705882 19.85294118] ; [12.85294118 25.14705882],0
