Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b5,1,0.011238,6.427312,[11 27] ; [62 56],[17.78205128 20.21794872] ; [55.21794872 62.78205128],0
b3,1,0.011857,6.332083,[ 6 20] ; [42 40],[11.55555556 14.44444444] ; [36.44444444 45.55555556],0
b2,1,0.011857,6.332083,[ 6 20] ; [42 40],[11.55555556 14.44444444] ; [36.44444444 45.55555556],0
s1,1,0.014946,5.922835,[ 4 34] ; [  2 114],[ 1.48051948 36.51948052] ; [  4.51948052 111.48051948],0
a8,1,0.031442,4.628687,[ 1 35] ; [19 94],[ 4.83221477 31.16778523] ; [15.16778523 97.83221477],0
u2,1,0.040424,4.2,[9 3] ; [12 18],[6. 6.] ; [15. 15.],0
u3,1,0.040424,4.2,[9 3] ; [12 18],[6. 6.] ; [15. 15.],0
s5,1,0.065221,3.399374,[20 15] ; [45 69],[15.26845638 19.73154362] ; [49.73154362 64.26845638],0
p1,1,0.094407,2.797572,[ 6 32] ; [  8 109],[ 3.43225806 34.56774194] ; [ 10.56774194 106.43225806],0
n5,1,0.122921,2.379696,[25 13] ; [90 25],[28.5620915  9.4379085] ; [86.4379085 28.5620915],0
v2,1,0.139052,2.188415,[13 24] ; [55 57],[16.88590604 20.11409396] ; [51.11409396 60.88590604],0
s7,1,0.166083,1.91795,[27  8] ; [73 40],[23.64864865 11.35135135] ; [76.35135135 36.64864865],0
s6,1,0.169057,1.891284,[30  5] ; [85 29],[27.01342282  7.98657718] ; [87.98657718 26.01342282],0
d1,1,0.229012,1.44699,[21 17] ; [52 66],[17.78205128 20.21794872] ; [55.21794872 62.78205128],0
d3,1,0.230576,1.437306,[20 18] ; [49 69],[16.80769231 21.19230769] ; [52.19230769 65.80769231],0
p8,1,0.240815,1.375815,[21 16] ; [53 63],[17.89542484 19.10457516] ; [56.10457516 59.89542484],0
d5,1,0.289113,1.123746,[30  8] ; [82 35],[27.45806452 10.54193548] ; [84.54193548 32.45806452],0
s2,1,0.301667,1.066809,[30  8] ; [83 35],[27.52564103 10.47435897] ; [85.47435897 32.52564103],0
a2,1,0.3574,0.847009,[ 2 36] ; [ 12 106],[ 3.41025641 34.58974359] ; [ 10.58974359 107.41025641],0
s8,1,0.360731,0.835347,[20 18] ; [72 46],[22.41025641 15.58974359] ; [69.58974359 48.41025641],0
n4,1,0.383735,0.758703,[28 10] ; [94 23],[29.90967742  8.09032258] ; [92.09032258 24.90967742],0
a3,1,0.40949,0.68028,[26 12] ; [88 29],[27.9483871 10.0516129] ; [86.0516129 30.9483871],0
p3,1,0.423315,0.641094,[22 16] ; [59 58],[19.85806452 18.14193548] ; [61.14193548 55.85806452],0
p2,1,0.468019,0.52665,[28 10] ; [92 24],[29.61038961  8.38961039] ; [90.38961039 25.61038961],0
v3,1,0.475944,0.508142,[13 24] ; [48 67],[14.84868421 22.15131579] ; [46.15131579 68.84868421],0
n6,1,0.481548,0.495356,[27 11] ; [89 27],[28.62337662  9.37662338] ; [87.37662338 28.62337662],0
b1,1,0.518195,0.417484,[20 18] ; [55 63],[18.26923077 19.73076923] ; [56.73076923 61.26923077],0
u1,1,0.518195,0.417484,[ 3 35] ; [  6 112],[ 2.19230769 35.80769231] ; [  6.80769231 111.19230769],0
p9,1,0.542017,0.371814,[28  9] ; [94 23],[29.31168831  7.68831169] ; [92.68831169 24.31168831],0
