Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,1e-06,23.739547,[75 31] ; [52 81],[56.32635983 49.67364017] ; [70.67364017 62.32635983],1
r1,1,6e-06,20.371246,[92 16] ; [81 57],[75.95121951 32.04878049] ; [97.04878049 40.95121951],1
p4,1,2.2e-05,18.026957,[69 40] ; [49 87],[52.49795918 56.50204082] ; [65.50204082 70.49795918],1
v3,1,2.4e-05,17.821456,[52 52] ; [ 32 103],[36.55230126 67.44769874] ; [47.44769874 87.55230126],1
p3,1,6.4e-05,15.972341,[61 48] ; [42 95],[45.63821138 63.36178862] ; [57.36178862 79.63821138],1
p8,1,0.000693,11.508071,[64 43] ; [52 85],[50.86885246 56.13114754] ; [65.13114754 71.86885246],1
r4,1,0.001065,10.710886,[99 10] ; [103  35],[89.1417004 19.8582996] ; [112.8582996  25.1417004],0
n5,1,0.001125,10.609037,[91 18] ; [89 48],[79.75609756 29.24390244] ; [100.24390244  36.75609756],0
p7,1,0.001164,10.546597,[74 34] ; [65 71],[61.52459016 46.47540984] ; [77.47540984 58.52459016],0
p11,1,0.001328,10.30285,[97 12] ; [100  38],[86.93522267 22.06477733] ; [110.06477733  27.93522267],0
p9,1,0.001858,9.684862,[92 15] ; [93 42],[81.79752066 25.20247934] ; [103.20247934  31.79752066],0
p5,1,0.002334,9.266745,[11 96] ; [  2 135],[  5.70081967 101.29918033] ; [  7.29918033 129.70081967],0
p2,1,0.002376,9.233689,[96 13] ; [99 38],[86.40243902 22.59756098] ; [108.59756098  28.40243902],0
a5,1,0.002753,8.964406,[83 26] ; [80 58],[71.93117409 37.06882591] ; [91.06882591 46.93117409],0
p10,1,0.0036,8.475448,[90 18] ; [91 45],[80.1147541 27.8852459] ; [100.8852459  35.1147541],0
n4,1,0.005669,7.652505,[91 18] ; [94 44],[81.63967611 27.36032389] ; [103.36032389  34.63967611],0
r3,1,0.015669,5.839641,[104   4] ; [120  17],[98.74285714  9.25714286] ; [125.25714286  11.74285714],0
a3,1,0.016159,5.785531,[80 28] ; [82 56],[71.12195122 36.87804878] ; [90.87804878 47.12195122],0
a6,1,0.019255,5.47818,[81 28] ; [83 55],[72.37246964 36.62753036] ; [91.62753036 46.37246964],0
p6,1,0.025304,5.002941,[38 70] ; [ 30 105],[30.22222222 77.77777778] ; [37.77777778 97.22222222],0
s8,1,0.038219,4.29526,[31 78] ; [ 24 114],[24.27125506 84.72874494] ; [ 30.72874494 107.27125506],0
r2,1,0.043452,4.07774,[102   6] ; [117  18],[97.33333333 10.66666667] ; [121.66666667  13.33333333],0
a4,1,0.044459,4.039033,[52 57] ; [48 89],[44.30894309 64.69105691] ; [55.69105691 81.30894309],0
d1,1,0.066859,3.358497,[68 41] ; [70 68],[60.89878543 48.10121457] ; [77.10121457 60.89878543],0
p12,1,0.073833,3.195679,[  6 103] ; [  2 136],[  3.53036437 105.46963563] ; [  4.46963563 133.53036437],0
v4,1,0.07384,3.195532,[105   4] ; [124  13],[101.46747967   7.53252033] ; [127.53252033   9.46747967],0
u3,1,0.085198,2.962842,[16 13] ; [20 36],[12.28235294 16.71764706] ; [23.71764706 32.28235294],0
b3,1,0.120551,2.410148,[36 36] ; [30 50],[31.26315789 40.73684211] ; [34.73684211 45.26315789],0
b2,1,0.120551,2.410148,[36 36] ; [30 50],[31.26315789 40.73684211] ; [34.73684211 45.26315789],0
u1,1,0.140095,2.176917,[17 92] ; [ 13 125],[13.2388664 95.7611336] ; [ 16.7611336 121.2388664],0
s5,1,0.147343,2.099542,[18 89] ; [ 14 120],[14.20746888 92.79253112] ; [ 17.79253112 116.20746888],0
d4,1,0.170539,1.878201,[87 22] ; [99 38],[82.41463415 26.58536585] ; [103.58536585  33.41463415],0
a7,1,0.194418,1.683816,[79 30] ; [88 48],[74.29795918 34.70204082] ; [92.70204082 43.29795918],0
d2,1,0.199291,1.647566,[55 54] ; [57 78],[50.03278689 58.96721311] ; [61.96721311 73.03278689],0
a2,1,0.223205,1.483645,[24 85] ; [ 22 116],[20.29959514 88.70040486] ; [ 25.70040486 112.29959514],0
b4,1,0.238956,1.386745,[55 54] ; [80 58],[59.57489879 49.42510121] ; [75.42510121 62.57489879],0
s3,1,0.242192,1.367792,[30 78] ; [ 29 107],[26.1147541 81.8852459] ; [ 32.8852459 103.1147541],0
s2,1,0.29316,1.105052,[23 85] ; [ 22 115],[19.83673469 88.16326531] ; [ 25.16326531 111.83673469],0
d5,1,0.325947,0.964932,[84 25] ; [98 39],[80.64227642 28.35772358] ; [101.35772358  35.64227642],0
b5,1,0.344422,0.893902,[65 44] ; [74 64],[61.34008097 47.65991903] ; [77.65991903 60.34008097],0
d3,1,0.358881,0.841806,[73 36] ; [84 53],[69.56504065 39.43495935] ; [87.43495935 49.56504065],0
n3,1,0.376075,0.783495,[12  3] ; [32 15],[10.64516129  4.35483871] ; [33.35483871 13.64516129],0
n1,1,0.419419,0.651941,[6 8] ; [15 33],[4.74193548 9.25806452] ; [16.25806452 31.74193548],0
s7,1,0.42975,0.6235,[27 76] ; [ 29 104],[24.44067797 78.55932203] ; [ 31.55932203 101.44067797],0
n2,1,0.476249,0.50744,[11  3] ; [33 15],[9.93548387 4.06451613] ; [34.06451613 13.93548387],0
a1,1,0.481785,0.49482,[  4 105] ; [  3 135],[  3.08906883 105.91093117] ; [  3.91093117 134.08906883],0
b1,1,0.647615,0.20892,[38 71] ; [52 86],[39.71659919 69.28340081] ; [50.28340081 87.71659919],0
p1,1,0.685679,0.163803,[  8 101] ; [ 12 125],[  8.86178862 100.13821138] ; [ 11.13821138 125.86178862],0
a8,1,0.787807,0.072447,[12 85] ; [ 14 111],[11.36036036 85.63963964] ; [ 14.63963964 110.36036036],0
s1,1,0.817301,0.053369,[  2 107] ; [  2 135],[  1.77235772 107.22764228] ; [  2.22764228 134.77235772],0
s4,1,0.853261,0.03421,[  8 101] ; [ 11 127],[  8.38461538 100.61538462] ; [ 10.61538462 127.38461538],0
u2,1,0.916725,0.010933,[13 16] ; [24 31],[12.77380952 16.22619048] ; [24.22619048 30.77380952],0
