Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,7e-06,20.075903,[39 88] ; [62 41],[55.76956522 71.23043478] ; [45.23043478 57.76956522],1
p2,1,0.000745,11.373857,[80 56] ; [84 22],[92.16528926 43.83471074] ; [71.83471074 34.16528926],1
r4,1,0.001022,10.788018,[97 39] ; [94 12],[107.33884298  28.66115702] ; [83.66115702 22.33884298],0
p9,1,0.001675,9.875868,[92 41] ; [90 14],[102.1350211  30.8649789] ; [79.8649789 24.1350211],0
p4,1,0.00182,9.72229,[48 87] ; [59 47],[59.93775934 75.06224066] ; [47.06224066 58.93775934],0
r3,1,0.003175,8.703933,[106  29] ; [97  8],[114.1875  20.8125] ; [88.8125 16.1875],0
s2,1,0.00415,8.216793,[46 88] ; [54 48],[56.77966102 77.22033898] ; [43.22033898 58.77966102],0
s6,1,0.006155,7.504359,[67 68] ; [70 34],[77.38493724 57.61506276] ; [59.61506276 44.38493724],0
v4,1,0.01076,6.50448,[112  24] ; [99  7],[118.5785124  17.4214876] ; [92.4214876 13.5785124],0
v3,1,0.013228,6.13842,[35 96] ; [43 59],[43.85407725 87.14592275] ; [34.14592275 67.85407725],0
a5,1,0.021183,5.311636,[88 48] ; [83 23],[96.09917355 39.90082645] ; [74.90082645 31.09917355],0
p3,1,0.022509,5.206008,[36 99] ; [43 63],[44.25311203 90.74688797] ; [34.74688797 71.25311203],0
p10,1,0.022926,5.174138,[88 46] ; [83 22],[95.87447699 38.12552301] ; [75.12552301 29.87447699],0
r1,1,0.032672,4.562878,[88 48] ; [82 24],[95.53719008 40.46280992] ; [74.46280992 31.53719008],0
r2,1,0.033481,4.521022,[116  19] ; [100   6],[120.99585062  14.00414938] ; [95.00414938 10.99585062],0
n2,1,0.036923,4.35394,[38 19] ; [23  3],[41.89156627 15.10843373] ; [19.10843373  6.89156627],0
a3,1,0.062301,3.475041,[85 50] ; [78 27],[91.6875 43.3125] ; [71.3125 33.6875],0
a1,1,0.082159,3.021664,[ 11 125] ; [  3 103],[  7.8677686 128.1322314] ; [ 6.1322314 99.8677686],0
a7,1,0.088206,2.906811,[84 51] ; [77 29],[90.18672199 44.81327801] ; [70.81327801 35.18672199],0
b5,1,0.092791,2.82528,[78 58] ; [72 34],[84.29752066 51.70247934] ; [65.70247934 40.29752066],0
p11,1,0.10115,2.68732,[88 48] ; [79 27],[93.85123967 42.14876033] ; [73.14876033 32.85123967],0
u3,1,0.134987,2.234198,[22 29] ; [17 11],[25.17721519 25.82278481] ; [13.82278481 14.17721519],0
p8,1,0.138269,2.197116,[ 30 106] ; [32 73],[ 34.98755187 101.01244813] ; [27.01244813 77.98755187],0
p5,1,0.188255,1.731219,[  7 129] ; [10 95],[  9.593361 126.406639] ; [ 7.406639 97.593361],0
n3,1,0.251762,1.313502,[33 22] ; [19  7],[35.30864198 19.69135802] ; [16.69135802  9.30864198],0
u4,1,0.252989,1.306723,[  2 134] ; [  4 102],[  3.37190083 132.62809917] ; [  2.62809917 103.37190083],0
b1,1,0.283493,1.150267,[58 78] ; [38 68],[53.95041322 82.04958678] ; [42.04958678 63.95041322],0
a2,1,0.28625,1.137177,[ 28 108] ; [28 78],[ 31.47107438 104.52892562] ; [24.52892562 81.47107438],0
s1,1,0.325389,0.967161,[  9 125] ; [  4 101],[  7.28870293 126.71129707] ; [ 5.71129707 99.28870293],0
b4,1,0.337401,0.920281,[89 47] ; [63 43],[85.4214876 50.5785124] ; [66.5785124 39.4214876],0
s3,1,0.337769,0.918882,[61 74] ; [52 49],[64.63983051 70.36016949] ; [48.36016949 52.63983051],0
d3,1,0.359028,0.841289,[82 54] ; [70 36],[85.4214876 50.5785124] ; [66.5785124 39.4214876],0
p6,1,0.379234,0.773182,[ 19 116] ; [19 85],[ 21.46443515 113.53556485] ; [16.53556485 87.46443515],0
p12,1,0.406984,0.687594,[ 10 126] ; [11 95],[ 11.80165289 124.19834711] ; [ 9.19834711 96.80165289],0
s5,1,0.410444,0.677515,[ 28 103] ; [26 74],[ 30.62337662 100.37662338] ; [23.37662338 76.62337662],0
d2,1,0.410663,0.676879,[73 60] ; [52 53],[69.85294118 63.14705882] ; [55.14705882 49.85294118],0
s7,1,0.434168,0.611648,[48 82] ; [42 58],[50.86956522 79.13043478] ; [39.13043478 60.86956522],0
n6,1,0.457219,0.552693,[116  20] ; [93 12],[117.94190871  18.05809129] ; [91.05809129 13.94190871],0
a6,1,0.496036,0.463407,[88 48] ; [73 33],[90.47933884 45.52066116] ; [70.52066116 35.47933884],0
u2,1,0.557973,0.343226,[22 29] ; [14 14],[23.24050633 27.75949367] ; [12.75949367 15.24050633],0
p1,1,0.561299,0.33746,[ 16 120] ; [10 96],[ 14.61157025 121.38842975] ; [11.38842975 94.61157025],0
