Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,3e-06,21.859057,[75  2] ; [36 17],[65.74615385 11.25384615] ; [45.25384615  7.74615385],1
b4,1,0.559358,0.340818,[51 27] ; [32 21],[49.41984733 28.58015267] ; [33.58015267 19.41984733],0
a2,1,0.564095,0.332663,[18 60] ; [10 43],[16.67175573 61.32824427] ; [11.32824427 41.67175573],0
s5,1,0.66913,0.182621,[17 59] ; [10 42],[16.03125 59.96875] ; [10.96875 41.03125],0
u2,1,0.673214,0.177866,[16 14] ; [7 8],[15.33333333 14.66666667] ; [7.66666667 7.33333333],0
d1,1,0.817072,0.053505,[47 31] ; [33 20],[47.63358779 30.36641221] ; [32.36641221 20.63358779],0
v2,1,0.880095,0.022755,[34 42] ; [23 30],[33.58139535 42.41860465] ; [23.41860465 29.58139535],0
a5,1,0.938416,0.005969,[51 27] ; [35 18],[51.20610687 26.79389313] ; [34.79389313 18.20610687],0
v3,1,0.951284,0.003732,[23 53] ; [16 36],[23.15625 52.84375] ; [15.84375 36.15625],0
u3,1,0.955526,0.00311,[19 11] ; [10  6],[18.91304348 11.08695652] ; [10.08695652  5.91304348],0
n1,1,1.0,0.0,[ 7 15] ; [ 7 15],[ 7. 15.] ; [ 7. 15.],0
