Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,37.959895,[26 32] ; [112  16],[43.03225806 14.96774194] ; [94.96774194 33.03225806],1
r2,1,5e-06,20.895967,[40 16] ; [121   6],[49.26775956  6.73224044] ; [111.73224044  15.26775956],1
a5,1,0.000615,11.730462,[23 35] ; [85 43],[33.67741935 24.32258065] ; [74.32258065 53.67741935],1
r3,1,0.007987,7.036374,[47 11] ; [120   8],[52.07526882  5.92473118] ; [114.92473118  13.07526882],0
b1,1,0.01417,6.016887,[30 28] ; [42 86],[22.4516129 35.5483871] ; [49.5483871 78.4516129],0
a6,1,0.018728,5.52673,[27 31] ; [83 45],[34.30107527 23.69892473] ; [75.69892473 52.30107527],0
a1,1,0.019124,5.490179,[ 5 53] ; [  2 126],[ 2.1827957 55.8172043] ; [  4.8172043 123.1827957],0
a8,1,0.02466,5.04759,[ 4 53] ; [  1 113],[ 1.66666667 55.33333333] ; [  3.33333333 110.66666667],0
v4,1,0.02502,5.022473,[44 13] ; [113  13],[48.90163934  8.09836066] ; [108.09836066  17.90163934],0
v2,1,0.027258,4.874394,[20 38] ; [63 58],[26.89385475 31.10614525] ; [56.10614525 64.89385475],0
d1,1,0.041159,4.169461,[21 37] ; [67 61],[27.44086022 30.55913978] ; [60.55913978 67.44086022],0
d4,1,0.055783,3.658534,[42 16] ; [108  20],[46.77419355 11.22580645] ; [103.22580645  24.77419355],0
a2,1,0.058487,3.579788,[ 3 55] ; [ 19 109],[ 6.86021505 51.13978495] ; [ 15.13978495 112.86021505],0
p2,1,0.070572,3.269661,[34 23] ; [92 34],[39.24590164 17.75409836] ; [86.75409836 39.24590164],0
a4,1,0.073328,3.206897,[14 44] ; [48 80],[19.33333333 38.66666667] ; [42.66666667 85.33333333],0
p1,1,0.104898,2.629457,[ 5 52] ; [  4 122],[ 2.80327869 54.19672131] ; [  6.19672131 119.80327869],0
p11,1,0.111249,2.536391,[30 28] ; [82 46],[34.92473118 23.07526882] ; [77.07526882 50.92473118],0
d3,1,0.124705,2.357212,[34 23] ; [91 37],[38.51351351 18.48648649] ; [86.48648649 41.51351351],0
