Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,209.708846,[ 44 219] ; [293 101],[134.90258752 128.09741248] ; [202.09741248 191.90258752],1
d4,1,0.0,192.283277,[144 119] ; [387   7],[212.56164384  50.43835616] ; [318.43835616  75.56164384],1
d3,1,0.0,177.599906,[100 162] ; [348  49],[178.11229135  83.88770865] ; [269.88770865 127.11229135],1
d5,1,0.0,172.687397,[151 113] ; [387   9],[215.2  48.8] ; [322.8  73.2],1
a2,1,0.0,83.221385,[ 19 245] ; [156 243],[ 69.68325792 194.31674208] ; [105.31674208 293.68325792],1
a4,1,0.0,80.285446,[ 68 193] ; [245 152],[124.15349544 136.84650456] ; [188.84650456 208.15349544],1
u1,1,0.0,73.023758,[  9 255] ; [121 278],[ 51.76470588 212.23529412] ; [ 78.23529412 320.76470588],1
a5,1,0.0,71.098555,[153 110] ; [347  52],[198.64048338  64.35951662] ; [301.35951662  97.64048338],1
a3,1,0.0,49.299439,[153 109] ; [330  67],[192.02731411  69.97268589] ; [290.97268589 106.02731411],1
s8,1,4e-06,21.475596,[ 94 168] ; [214 180],[123.01219512 138.98780488] ; [184.98780488 209.01219512],1
p4,1,1.5e-05,18.734192,[137 124] ; [274 122],[163.2739726  97.7260274] ; [247.7260274 148.2739726],1
r1,1,3e-05,17.391711,[196  66] ; [348  50],[215.95151515  46.04848485] ; [328.04848485  69.95151515],1
n4,1,5e-05,16.457548,[218  45] ; [371  28],[233.99848943  29.00151057] ; [355.00151057  43.99848943],1
a6,1,8.3e-05,15.494079,[160 103] ; [298  98],[182.78300455  80.21699545] ; [275.21699545 120.78300455],1
a7,1,0.00033,12.891894,[167  95] ; [305  93],[187.36969697  74.63030303] ; [284.63030303 113.36969697],1
s2,1,0.000389,12.584143,[117 143] ; [233 161],[139.14373089 120.85626911] ; [210.85626911 183.14373089],1
p3,1,0.002736,8.975808,[118 144] ; [225 170],[136.78234399 125.21765601] ; [206.21765601 188.78234399],0
r3,1,0.004459,8.086704,[239  24] ; [381  15],[247.43550835  15.56449165] ; [372.56449165  23.43550835],0
s7,1,0.004782,7.960118,[113 133] ; [220 163],[130.23529412 115.76470588] ; [202.76470588 180.23529412],0
s5,1,0.005957,7.563256,[ 74 180] ; [152 230],[ 90.25786164 163.74213836] ; [135.74213836 246.25786164],0
u4,1,0.008132,7.004062,[  2 262] ; [ 17 382],[  7.56561086 256.43438914] ; [ 11.43438914 387.56561086],0
v2,1,0.011324,6.413809,[125 126] ; [231 154],[140.49685535 110.50314465] ; [215.50314465 169.49685535],0
p6,1,0.012482,6.241125,[ 86 172] ; [169 223],[101.21538462 156.78461538] ; [153.78461538 238.21538462],0
p11,1,0.013461,6.107455,[199  65] ; [332  67],[211.43891403  52.56108597] ; [319.56108597  79.43891403],0
n6,1,0.014338,5.996025,[227  36] ; [366  31],[236.30151515  26.69848485] ; [356.69848485  40.30151515],0
p8,1,0.017831,5.612708,[125 131] ; [228 163],[139.67233385 116.32766615] ; [213.32766615 177.67233385],0
s3,1,0.019185,5.484532,[137 121] ; [245 148],[151.39170507 106.60829493] ; [230.60829493 162.39170507],0
v3,1,0.021705,5.269258,[ 98 162] ; [178 202],[112.125 147.875] ; [163.875 216.125],0
v1,1,0.031794,4.609583,[136 120] ; [241 150],[149.16846986 106.83153014] ; [227.83153014 163.16846986],0
p12,1,0.032565,4.568488,[ 15 244] ; [ 42 354],[ 22.5389313 236.4610687] ; [ 34.4610687 361.5389313],0
n2,1,0.034693,4.460229,[56  9] ; [58 23],[50.75342466 14.24657534] ; [63.24657534 17.75342466],0
p9,1,0.044311,4.044655,[212  45] ; [348  47],[220.73619632  36.26380368] ; [339.26380368  55.73619632],0
u2,1,0.045634,3.995043,[51 59] ; [42 26],[57.47191011 52.52808989] ; [35.52808989 32.47191011],0
r4,1,0.046317,3.970032,[237  27] ; [375  24],[243.69230769  20.30769231] ; [368.30769231  30.69230769],0
v4,1,0.059336,3.555858,[249  15] ; [386  11],[253.61573374  10.38426626] ; [381.38426626  15.61573374],0
p10,1,0.069819,3.287265,[207  50] ; [341  56],[215.34556575  41.65443425] ; [332.65443425  64.34556575],0
a1,1,0.129104,2.303245,[ 10 254] ; [ 26 373],[ 14.33484163 249.66515837] ; [ 21.66515837 377.33484163],0
p7,1,0.144551,2.128833,[157  98] ; [260 127],[165.63084112  89.36915888] ; [251.36915888 135.63084112],0
n3,1,0.176098,1.830252,[49 15] ; [53 27],[45.33333333 18.66666667] ; [56.66666667 23.33333333],0
p2,1,0.178422,1.810716,[211  50] ; [336  60],[217.30136986  43.69863014] ; [329.69863014  66.30136986],0
u3,1,0.185764,1.750898,[58 53] ; [43 26],[62.28333333 48.71666667] ; [38.71666667 30.28333333],0
s6,1,0.186619,1.744107,[172  85] ; [280 110],[179.54250386  77.45749614] ; [272.45749614 117.54250386],0
b5,1,0.392878,0.730017,[152 112] ; [243 156],[157.28506787 106.71493213] ; [237.71493213 161.28506787],0
b4,1,0.430564,0.621301,[148 116] ; [236 163],[152.90497738 111.09502262] ; [231.09502262 167.90497738],0
b2,1,0.455634,0.556598,[55 91] ; [109 154],[58.54278729 87.45721271] ; [105.45721271 157.54278729],0
b3,1,0.455634,0.556598,[55 91] ; [109 154],[58.54278729 87.45721271] ; [105.45721271 157.54278729],0
n1,1,0.463566,0.537271,[31 32] ; [34 45],[28.83802817 34.16197183] ; [36.16197183 42.83802817],0
p5,1,0.492434,0.471202,[ 32 228] ; [ 56 339],[ 34.93129771 225.06870229] ; [ 53.06870229 341.93129771],0
s4,1,0.633233,0.227702,[ 43 218] ; [ 59 332],[ 40.83128834 220.16871166] ; [ 61.16871166 329.83128834],0
b1,1,0.640929,0.217529,[108 156] ; [156 243],[105.12217195 158.87782805] ; [158.87782805 240.12217195],0
p1,1,0.689934,0.159157,[ 23 237] ; [ 39 360],[ 24.46130501 235.53869499] ; [ 37.53869499 361.46130501],0
s1,1,0.75632,0.096297,[  9 248] ; [ 12 380],[  8.31587057 248.68412943] ; [ 12.68412943 379.31587057],0
a8,1,0.979271,0.000675,[ 37 210] ; [ 53 299],[ 37.11185309 209.88814691] ; [ 52.88814691 299.11185309],0
