Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d4,1,0.0,31.510756,[99 10] ; [ 9 13],[89.86259542 19.13740458] ; [18.13740458  3.86259542],1
b1,1,0.287678,1.130459,[46 63] ; [12 10],[48.25954198 60.74045802] ; [ 9.74045802 12.25954198],0
p3,1,0.29077,1.116053,[57 50] ; [ 9 13],[54.74418605 52.25581395] ; [11.25581395 10.74418605],0
u2,1,0.300623,1.071429,[ 8 12] ; [6 4],[ 9.33333333 10.66666667] ; [4.66666667 5.33333333],0
n4,1,0.303772,1.057562,[88 19] ; [16  6],[86.26356589 20.73643411] ; [17.73643411  4.26356589],0
n6,1,0.314181,1.013018,[87 19] ; [16  6],[85.296875 20.703125] ; [17.703125  4.296875],0
a6,1,0.346932,0.884647,[38 71] ; [10 12],[39.9389313 69.0610687] ; [ 8.0610687 13.9389313],0
v4,1,0.382135,0.763823,[100   9] ; [18  3],[98.93846154 10.06153846] ; [19.06153846  1.93846154],0
s2,1,0.410696,0.676784,[60 49] ; [10 12],[58.24427481 50.75572519] ; [11.75572519 10.24427481],0
b4,1,0.410696,0.676784,[60 49] ; [10 12],[58.24427481 50.75572519] ; [11.75572519 10.24427481],0
n5,1,0.417033,0.658662,[81 25] ; [15  7],[79.5 26.5] ; [16.5  5.5],0
s1,1,0.44812,0.575404,[  2 105] ; [ 1 21],[  2.48837209 104.51162791] ; [ 0.51162791 21.48837209],0
n1,1,0.473763,0.513186,[11 14] ; [1 3],[10.34482759 14.65517241] ; [1.65517241 2.34482759],0
p8,1,0.569411,0.323669,[54 49] ; [13  9],[55.208 47.792] ; [11.792 10.208],0
a8,1,0.61209,0.257143,[11 94] ; [ 3 18],[11.66666667 93.33333333] ; [ 2.33333333 18.66666667],0
n3,1,0.630954,0.230769,[22  4] ; [3 1],[21.66666667  4.33333333] ; [3.33333333 0.66666667],0
p5,1,0.644871,0.212428,[11 96] ; [ 3 19],[11.6124031 95.3875969] ; [ 2.3875969 19.6124031],0
v1,1,0.652601,0.202637,[72 33] ; [14  8],[71.1023622 33.8976378] ; [14.8976378  7.1023622],0
b5,1,0.669567,0.182109,[50 59] ; [ 9 13],[49.09160305 59.90839695] ; [ 9.90839695 12.09160305],0
u3,1,0.708723,0.139556,[ 9 12] ; [5 5],[ 9.48387097 11.51612903] ; [4.51612903 5.48387097],0
s8,1,0.756844,0.095869,[53 55] ; [10 12],[52.33846154 55.66153846] ; [10.66153846 11.33846154],0
s3,1,0.779574,0.07833,[57 50] ; [11 11],[56.40310078 50.59689922] ; [11.59689922 10.40310078],0
r3,1,0.848276,0.036603,[102   6] ; [21  1],[102.18461538   5.81538462] ; [20.81538462  1.18461538],0
p2,1,0.915375,0.011291,[83 23] ; [17  5],[82.8125 23.1875] ; [17.1875  4.8125],0
n2,1,0.932534,0.007167,[20  6] ; [3 1],[19.93333333  6.06666667] ; [3.06666667 0.93333333],0
p11,1,0.983062,0.000451,[84 25] ; [17  5],[84.03816794 24.96183206] ; [16.96183206  5.03816794],0
u1,1,0.993191,7.3e-05,[  5 104] ; [ 1 21],[  4.99236641 104.00763359] ; [ 1.00763359 20.99236641],0
