Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d4,1,0.0,31.510756,[99 10] ; [ 9 13],[89.86259542 19.13740458] ; [18.13740458  3.86259542],1
d1,1,0.0,25.398977,[69 40] ; [ 1 21],[58.24427481 50.75572519] ; [11.75572519 10.24427481],1
a5,1,0.000653,11.619669,[84 25] ; [ 9 13],[77.38167939 31.61832061] ; [15.61832061  6.38167939],1
a4,1,0.00079,11.265737,[52 57] ; [ 2 20],[44.93129771 64.06870229] ; [ 9.06870229 12.93129771],1
s5,1,0.004417,8.104066,[47 54] ; [ 3 19],[41.05691057 59.94308943] ; [ 8.94308943 13.05691057],0
a3,1,0.008382,6.949918,[88 21] ; [12 10],[83.20610687 25.79389313] ; [16.79389313  5.20610687],0
d2,1,0.008902,6.842322,[63 46] ; [ 6 16],[57.41221374 51.58778626] ; [11.58778626 10.41221374],0
d3,1,0.010668,6.519876,[52 57] ; [ 4 18],[46.59541985 62.40458015] ; [ 9.40458015 12.59541985],0
r2,1,0.063994,3.430737,[99  7] ; [17  4],[96.81889764  9.18110236] ; [19.18110236  1.81889764],0
p7,1,0.06817,3.326538,[77 27] ; [12 10],[73.46031746 30.53968254] ; [15.53968254  6.46031746],0
r1,1,0.079407,3.076989,[84 25] ; [13  9],[80.70992366 28.29007634] ; [16.29007634  5.70992366],0
s6,1,0.097303,2.749205,[67 37] ; [10 12],[63.55555556 40.44444444] ; [13.44444444  8.55555556],0
r4,1,0.115115,2.482562,[94 15] ; [16  6],[91.52671756 17.47328244] ; [18.47328244  3.52671756],0
v3,1,0.164554,1.931867,[60 45] ; [ 9 13],[57.04724409 47.95275591] ; [11.95275591 10.04724409],0
s4,1,0.165823,1.920303,[17 91] ; [ 1 21],[14.95384615 93.04615385] ; [ 3.04615385 18.95384615],0
p6,1,0.16795,1.901142,[39 63] ; [ 5 17],[36.19354839 65.80645161] ; [ 7.80645161 14.19354839],0
b2,1,0.168387,1.897249,[34 37] ; [ 5 12],[31.46590909 39.53409091] ; [7.53409091 9.46590909],0
b3,1,0.168387,1.897249,[34 37] ; [ 5 12],[31.46590909 39.53409091] ; [7.53409091 9.46590909],0
s7,1,0.173809,1.849777,[56 47] ; [ 8 13],[53.16129032 49.83870968] ; [10.83870968 10.16129032],0
p9,1,0.219705,1.506297,[88 17] ; [16  6],[85.98425197 19.01574803] ; [18.01574803  3.98425197],0
p10,1,0.233401,1.420017,[83 21] ; [15  7],[80.88888889 23.11111111] ; [17.11111111  4.88888889],0
p4,1,0.25675,1.286197,[61 43] ; [10 12],[58.6031746 45.3968254] ; [12.3968254  9.6031746],0
p1,1,0.272348,1.20488,[  4 104] ; [ 2 20],[  4.98461538 103.01538462] ; [ 1.01538462 20.98461538],0
