Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,3e-06,21.936603,[30 35] ; [87 21],[43.95953757 21.04046243] ; [73.04046243 34.95953757],1
p2,1,8e-06,19.930709,[33 36] ; [85 21],[46.52571429 22.47428571] ; [71.47428571 34.52571429],1
n6,1,2.2e-05,17.972311,[31 39] ; [81 26],[44.29378531 25.70621469] ; [67.70621469 39.29378531],1
p10,1,7.5e-05,15.673476,[28 39] ; [77 30],[40.43103448 26.56896552] ; [64.56896552 42.43103448],1
s1,1,0.001627,9.928483,[ 8 61] ; [  1 107],[ 3.50847458 65.49152542] ; [  5.49152542 102.50847458],0
b1,1,0.002631,9.047425,[35 35] ; [30 78],[25.56179775 44.43820225] ; [39.43820225 68.56179775],0
r3,1,0.011061,6.455483,[54 15] ; [99  9],[59.6440678  9.3559322] ; [93.3559322 14.6440678],0
r4,1,0.012246,6.274868,[43 27] ; [85 23],[50.33707865 19.66292135] ; [77.66292135 30.33707865],0
n2,1,0.035213,4.434798,[17 16] ; [28  9],[21.21428571 11.78571429] ; [23.78571429 13.21428571],0
d2,1,0.042676,4.108205,[29 41] ; [29 79],[22.80898876 47.19101124] ; [35.19101124 72.80898876],0
v2,1,0.070955,3.260784,[24 42] ; [53 52],[29.71929825 36.28070175] ; [47.28070175 57.71929825],0
a2,1,0.079566,3.073737,[11 59] ; [  8 100],[ 7.47191011 62.52808989] ; [11.52808989 96.47191011],0
p8,1,0.082167,3.021515,[20 47] ; [46 61],[25.4137931 41.5862069] ; [40.5862069 66.4137931],0
n5,1,0.100513,2.697388,[17 52] ; [39 68],[21.95454545 47.04545455] ; [34.04545455 72.95454545],0
p7,1,0.150913,2.062996,[29 39] ; [56 48],[33.60465116 34.39534884] ; [51.39534884 52.60465116],0
s5,1,0.156639,2.006375,[11 57] ; [27 80],[14.76571429 53.23428571] ; [23.23428571 83.76571429],0
p6,1,0.163825,1.938558,[ 9 58] ; [23 82],[12.46511628 54.53488372] ; [19.53488372 85.46511628],0
v4,1,0.179575,1.801136,[57 12] ; [95 11],[59.93142857  9.06857143] ; [92.06857143 13.93142857],0
v1,1,0.199047,1.649354,[21 48] ; [42 63],[24.98275862 44.01724138] ; [38.01724138 66.98275862],0
a6,1,0.224793,1.473507,[37 33] ; [67 41],[40.8988764 29.1011236] ; [63.1011236 44.8988764],0
r1,1,0.237841,1.393347,[41 29] ; [72 35],[44.68926554 25.31073446] ; [68.31073446 38.68926554],0
s3,1,0.256327,1.288487,[29 41] ; [35 71],[25.45454545 44.54545455] ; [38.54545455 67.45454545],0
n3,1,0.268515,1.224315,[19 14] ; [26 11],[21.21428571 11.78571429] ; [23.78571429 13.21428571],0
d3,1,0.292246,1.109244,[40 28] ; [72 36],[43.27272727 24.72727273] ; [68.72727273 39.27272727],0
a8,1,0.333086,0.936862,[ 1 67] ; [ 4 94],[ 2.04819277 65.95180723] ; [ 2.95180723 95.04819277],0
b5,1,0.334291,0.932205,[44 26] ; [60 48],[40.8988764 29.1011236] ; [63.1011236 44.8988764],0
p1,1,0.348479,0.878987,[ 3 67] ; [  2 104],[ 1.98863636 68.01136364] ; [  3.01136364 102.98863636],0
u3,1,0.390448,0.737548,[14 15] ; [28 20],[15.81818182 13.18181818] ; [26.18181818 21.81818182],0
s2,1,0.411191,0.675356,[23 47] ; [29 78],[20.56497175 49.43502825] ; [31.43502825 75.56497175],0
s4,1,0.441317,0.592855,[17 53] ; [21 87],[14.94382022 55.05617978] ; [23.05617978 84.94382022],0
b4,1,0.512284,0.429398,[38 32] ; [64 44],[40.11235955 29.88764045] ; [61.88764045 46.11235955],0
v3,1,0.543023,0.369965,[17 50] ; [22 81],[15.37058824 51.62941176] ; [23.62941176 79.37058824],0
p3,1,0.591132,0.28858,[17 51] ; [31 77],[18.54545455 49.45454545] ; [29.45454545 78.54545455],0
s7,1,0.613963,0.254445,[ 9 55] ; [18 88],[10.16470588 53.83529412] ; [16.83529412 89.16470588],0
d1,1,0.63987,0.218912,[31 39] ; [44 64],[29.49438202 40.50561798] ; [45.50561798 62.49438202],0
a7,1,0.687309,0.162014,[48 21] ; [72 36],[46.77966102 22.22033898] ; [73.22033898 34.77966102],0
r2,1,0.696302,0.152347,[58 12] ; [91 16],[58.92655367 11.07344633] ; [90.07344633 16.92655367],0
a4,1,0.697757,0.150816,[22 48] ; [31 77],[20.84269663 49.15730337] ; [32.15730337 75.84269663],0
u2,1,0.719947,0.128543,[15 15] ; [26 22],[15.76923077 14.23076923] ; [25.23076923 22.76923077],0
p4,1,0.780201,0.077873,[25 44] ; [41 66],[25.875 43.125] ; [40.125 66.875],0
a5,1,0.801149,0.063433,[37 33] ; [55 53],[36.17977528 33.82022472] ; [55.82022472 52.17977528],0
n1,1,0.803626,0.06183,[ 7 26] ; [ 9 29],[ 7.43661972 25.56338028] ; [ 8.56338028 29.43661972],0
a1,1,0.84528,0.038081,[ 3 67] ; [  4 104],[ 2.75280899 67.24719101] ; [  4.24719101 103.75280899],0
u1,1,0.863517,0.029549,[ 5 65] ; [  7 101],[ 4.71910112 65.28089888] ; [  7.28089888 100.71910112],0
s6,1,0.865065,0.028876,[31 39] ; [46 61],[30.4519774 39.5480226] ; [46.5480226 60.4519774],0
