Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,32.428137,[13 31] ; [60 13],[27.45299145 16.54700855] ; [45.54700855 27.45299145],1
r3,1,8e-06,19.908083,[23 21] ; [65  8],[33.09401709 10.90598291] ; [54.90598291 18.09401709],1
r2,1,0.000231,13.55854,[28 14] ; [68  5],[35.06086957  6.93913043] ; [60.93913043 12.06086957],1
u3,1,0.001443,10.149756,[ 5 12] ; [19  5],[9.95121951 7.04878049] ; [14.04878049  9.95121951],0
n5,1,0.006168,7.500445,[27 17] ; [25 46],[19.89565217 24.10434783] ; [32.10434783 38.89565217],0
d3,1,0.009247,6.774532,[18 25] ; [48 24],[24.67826087 18.32173913] ; [41.32173913 30.67826087],0
v4,1,0.010277,6.58621,[28 16] ; [60 11],[33.66956522 10.33043478] ; [54.33043478 16.66956522],0
d4,1,0.018102,5.586203,[28 16] ; [59 12],[33.28695652 10.71304348] ; [53.71304348 17.28695652],0
a1,1,0.027013,4.889956,[ 7 37] ; [ 3 70],[ 3.76068376 40.23931624] ; [ 6.23931624 66.76068376],0
u2,1,0.040828,4.183131,[8 9] ; [18  5],[11.05  5.95] ; [14.95  8.05],0
p11,1,0.042151,4.129136,[15 29] ; [39 34],[20.30769231 23.69230769] ; [33.69230769 39.30769231],0
a7,1,0.054837,3.687034,[21 23] ; [48 25],[25.94871795 18.05128205] ; [43.05128205 29.94871795],0
s2,1,0.056428,3.639364,[11 33] ; [31 42],[15.79487179 28.20512821] ; [26.20512821 46.79487179],0
u1,1,0.059486,3.551662,[ 1 43] ; [ 9 64],[ 3.76068376 40.23931624] ; [ 6.23931624 66.76068376],0
d5,1,0.061503,3.496374,[25 19] ; [53 19],[29.5862069 14.4137931] ; [48.4137931 23.5862069],0
p1,1,0.06433,3.422071,[ 6 38] ; [ 3 69],[ 3.4137931 40.5862069] ; [ 5.5862069 66.4137931],0
a5,1,0.125485,2.347491,[22 22] ; [47 26],[25.94871795 18.05128205] ; [43.05128205 29.94871795],0
b1,1,0.131702,2.272323,[28 16] ; [36 37],[24.06837607 19.93162393] ; [39.93162393 33.06837607],0
s4,1,0.139602,2.182346,[10 34] ; [ 9 64],[ 7.14529915 36.85470085] ; [11.85470085 61.14529915],0
d1,1,0.142273,2.153206,[15 29] ; [35 38],[18.8034188 25.1965812] ; [31.1965812 41.8034188],0
s3,1,0.155251,2.019881,[18 25] ; [40 32],[21.68695652 21.31304348] ; [36.31304348 35.68695652],0
v2,1,0.163437,1.942134,[12 30] ; [28 39],[15.41284404 26.58715596] ; [24.58715596 42.41284404],0
s6,1,0.17738,1.819437,[14 30] ; [32 40],[17.44827586 26.55172414] ; [28.55172414 43.44827586],0
b5,1,0.185843,1.750265,[21 23] ; [44 29],[24.44444444 19.55555556] ; [40.55555556 32.44444444],0
s1,1,0.192313,1.699812,[ 1 42] ; [ 6 66],[ 2.6173913 40.3826087] ; [ 4.3826087 67.6173913],0
p2,1,0.230671,1.43672,[21 22] ; [44 29],[24.09482759 18.90517241] ; [40.90517241 32.09482759],0
p6,1,0.239278,1.38484,[ 8 34] ; [ 8 64],[ 5.89473684 36.10526316] ; [10.10526316 61.89473684],0
d2,1,0.240986,1.374815,[22 22] ; [28 44],[18.96551724 25.03448276] ; [31.03448276 40.96551724],0
v1,1,0.26833,1.225266,[14 28] ; [32 41],[16.8 25.2] ; [29.2 43.8],0
b2,1,0.317208,1.000423,[10 16] ; [11 30],[ 8.14925373 17.85074627] ; [12.85074627 28.14925373],0
b3,1,0.317208,1.000423,[10 16] ; [11 30],[ 8.14925373 17.85074627] ; [12.85074627 28.14925373],0
s8,1,0.329228,0.95193,[ 8 36] ; [19 54],[10.15384615 33.84615385] ; [16.84615385 56.15384615],0
v3,1,0.348513,0.878865,[ 7 35] ; [16 50],[ 8.94444444 33.05555556] ; [14.05555556 51.94444444],0
n1,1,0.388997,0.742075,[ 8 11] ; [10 23],[ 6.57692308 12.42307692] ; [11.42307692 21.57692308],0
b4,1,0.449573,0.571728,[24 20] ; [45 28],[25.94871795 18.05128205] ; [43.05128205 29.94871795],0
a3,1,0.461877,0.541341,[27 17] ; [49 23],[28.82758621 15.17241379] ; [47.17241379 24.82758621],0
a8,1,0.512591,0.428774,[ 4 39] ; [ 9 58],[ 5.08181818 37.91818182] ; [ 7.91818182 59.08181818],0
p4,1,0.519895,0.414101,[11 33] ; [22 50],[12.51724138 31.48275862] ; [20.48275862 51.51724138],0
s5,1,0.572689,0.318203,[ 8 34] ; [10 57],[ 6.93577982 35.06422018] ; [11.06422018 55.93577982],0
p9,1,0.606458,0.265365,[26 17] ; [40 32],[24.67826087 18.32173913] ; [41.32173913 30.67826087],0
p5,1,0.612664,0.256313,[ 2 42] ; [ 2 70],[ 1.51724138 42.48275862] ; [ 2.48275862 69.51724138],0
