Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.000108,14.985,[21 15] ; [16 59],[12. 24.] ; [25. 50.],1
p5,1,0.00288,8.882216,[ 8 28] ; [ 3 71],[ 3.6 32.4] ; [ 7.4 66.6],0
p3,1,0.021438,5.290791,[22 14] ; [28 46],[16.36363636 19.63636364] ; [33.63636364 40.36363636],0
p8,1,0.042151,4.129129,[23 13] ; [32 42],[18. 18.] ; [37. 37.],0
u2,1,0.048844,3.880696,[7 2] ; [13 19],[4.3902439 4.6097561] ; [15.6097561 16.3902439],0
s6,1,0.075184,3.166047,[27  9] ; [42 31],[22.78899083 13.21100917] ; [46.21100917 26.78899083],0
a3,1,0.083975,2.986245,[27  9] ; [43 31],[22.90909091 13.09090909] ; [47.09090909 26.90909091],0
n3,1,0.091335,2.850679,[7 6] ; [14  3],[9.1 3.9] ; [11.9  5.1],0
p10,1,0.108323,2.578525,[28  7] ; [48 26],[24.40366972 10.59633028] ; [51.59633028 22.40366972],0
r1,1,0.120253,2.414019,[29  7] ; [49 25],[25.52727273 10.47272727] ; [52.47272727 21.52727273],0
p1,1,0.122138,2.389684,[ 5 31] ; [ 4 71],[ 2.91891892 33.08108108] ; [ 6.08108108 68.91891892],0
a2,1,0.16154,1.95975,[ 8 28] ; [ 9 66],[ 5.51351351 30.48648649] ; [11.48648649 63.51351351],0
d3,1,0.165984,1.918843,[26 10] ; [44 31],[22.7027027 13.2972973] ; [47.2972973 27.7027027],0
p11,1,0.167514,1.905052,[29  7] ; [51 24],[25.94594595 10.05405405] ; [54.05405405 20.94594595],0
b2,1,0.182434,1.777684,[12 14] ; [13 30],[ 9.42028986 16.57971014] ; [15.57971014 27.42028986],0
b3,1,0.182434,1.777684,[12 14] ; [13 30],[ 9.42028986 16.57971014] ; [15.57971014 27.42028986],0
u1,1,0.213465,1.547772,[ 5 31] ; [ 5 70],[ 3.24324324 32.75675676] ; [ 6.75675676 68.24324324],0
r2,1,0.217162,1.523027,[34  1] ; [67  7],[32.43119266  2.56880734] ; [68.56880734  5.43119266],0
a5,1,0.220147,1.50341,[25 11] ; [43 32],[22.05405405 13.94594595] ; [45.94594595 29.05405405],0
b4,1,0.256196,1.289199,[20 16] ; [50 25],[22.7027027 13.2972973] ; [47.2972973 27.7027027],0
v3,1,0.266779,1.233233,[14 21] ; [22 53],[11.45454545 23.54545455] ; [24.54545455 50.45454545],0
d4,1,0.266931,1.232452,[29  7] ; [53 22],[26.59459459  9.40540541] ; [55.40540541 19.59459459],0
n4,1,0.266931,1.232452,[29  7] ; [53 22],[26.59459459  9.40540541] ; [55.40540541 19.59459459],0
p4,1,0.281978,1.157533,[19 17] ; [31 43],[16.36363636 19.63636364] ; [33.63636364 40.36363636],0
b5,1,0.316997,1.001297,[17 19] ; [43 32],[19.45945946 16.54054054] ; [40.54054054 34.45945946],0
p2,1,0.342868,0.899678,[27  9] ; [62 13],[28.86486486  7.13513514] ; [60.13513514 14.86486486],0
p9,1,0.353252,0.861742,[28  8] ; [52 23],[25.94594595 10.05405405] ; [54.05405405 20.94594595],0
a8,1,0.357714,0.845903,[ 5 27] ; [ 7 67],[ 3.62264151 28.37735849] ; [ 8.37735849 65.62264151],0
u3,1,0.375711,0.784689,[6 3] ; [16 16],[4.82926829 4.17073171] ; [17.17073171 14.82926829],0
d1,1,0.385634,0.752663,[19 17] ; [33 42],[16.86486486 19.13513514] ; [35.13513514 39.86486486],0
n6,1,0.406415,0.689264,[29  7] ; [55 20],[27.24324324  8.75675676] ; [56.75675676 18.24324324],0
a6,1,0.450051,0.570524,[27  9] ; [51 24],[25.2972973 10.7027027] ; [52.7027027 22.2972973],0
v4,1,0.471166,0.51924,[32  3] ; [65 10],[30.86363636  4.13636364] ; [66.13636364  8.86363636],0
n1,1,0.490644,0.475113,[7 7] ; [ 6 10],[6.06666667 7.93333333] ; [6.93333333 9.06666667],0
s5,1,0.534924,0.385028,[ 6 29] ; [ 9 62],[ 4.95283019 30.04716981] ; [10.04716981 60.95283019],0
p7,1,0.571352,0.320426,[24 11] ; [46 27],[22.68518519 12.31481481] ; [47.31481481 25.68518519],0
v1,1,0.618892,0.247428,[16 20] ; [28 43],[14.80373832 21.19626168] ; [29.19626168 41.80373832],0
d2,1,0.620151,0.245656,[15 21] ; [35 40],[16.21621622 19.78378378] ; [33.78378378 41.21621622],0
v2,1,0.629165,0.233195,[18 18] ; [32 39],[16.82242991 19.17757009] ; [33.17757009 37.82242991],0
d5,1,0.633815,0.226923,[27  9] ; [53 22],[25.94594595 10.05405405] ; [54.05405405 20.94594595],0
p6,1,0.664696,0.187869,[11 24] ; [20 53],[10.0462963 24.9537037] ; [20.9537037 52.0462963],0
